46182.90199995,65.666
46183.002000093,72.812
46183.101999998,41.896
46183.201999902,31.826
46183.302000045,43.705
46183.40199995,37.759
46183.502000093,38.725
46183.601999998,45.425
46183.701999902,37.492
46183.802000045,42.463
46183.90199995,37.440
46184.002000093,38.662
46184.101999998,41.445
46184.201999902,33.165
46184.302000045,37.703
46184.40199995,38.116
46184.502000093,39.385
46184.601999998,39.570
46184.701999902,34.837
46184.802000045,38.182
46184.90199995,36.235
46185.002000093,40.266
46185.101999998,42.972
46185.201999902,33.266
46185.302000045,41.582
46185.40199995,39.696
46185.502000093,33.925
46185.601999998,41.720
46185.701999902,37.282
46185.802000045,35.032
46185.90199995,38.903
46186.002000093,35.734
46186.101999998,38.093
46186.201999902,37.092
46186.302000045,36.235
46186.40199995,37.204
46186.502000093,36.603
46186.601999998,36.869
46186.701999902,37.023
46186.802000045,36.523
46186.90199995,36.760
46187.002000093,40.767
46187.101999998,42.087
46187.201999902,35.139
46187.302000045,37.310
46187.40199995,37.039
46187.503000021,39.724
46187.602999925,39.390
46187.703000068,37.241
46187.802999973,38.075
46187.903000116,36.949
46188.003000021,36.368
46188.102999925,38.114
46188.203000068,37.605
46188.302999973,36.130
46188.403000116,36.415
46188.503000021,36.467
46188.602999925,36.250
46188.703000068,36.794
46188.802000045,36.720
46188.903000116,37.214
46189.003000021,37.168
46189.102999925,37.856
46189.203000068,36.239
46189.302999973,38.573
46189.403000116,36.192
46189.503000021,39.725
46189.601999998,36.845
46189.703000068,35.912
46189.802999973,36.886
46189.903000116,37.476
46190.003000021,38.745
46190.102999925,38.462
46190.203000068,36.534
46190.302000045,36.655
46190.40199995,37.219
46190.502000093,36.973
46190.601999998,39.908
46190.701999902,37.379
46190.802000045,35.947
46190.90199995,36.878
46191.002000093,36.337
46191.101999998,37.687
46191.201999902,36.269
46191.302000045,40.036
46191.40199995,41.513
46191.502000093,41.006
46191.601999998,39.882
46191.701999902,35.948
46191.802000045,38.365
46191.90199995,35.980
46192.002000093,36.717
46192.101999998,38.936
46192.201999902,37.230
46192.302000045,35.913
46192.40199995,38.801
46192.502000093,39.493
46192.601999998,38.938
46192.701999902,38.144
46192.802000045,40.538
46192.90199995,38.211
46193.002000093,40.438
46193.101999998,35.953
46193.201999902,37.400
46193.302000045,36.320
46193.40199995,36.599
46193.502000093,36.888
46193.601999998,36.847
46193.701999902,36.795
46193.802000045,36.917
46193.90199995,37.758
46194.002000093,36.725
46194.101999998,37.833
46194.201999902,36.909
46194.302000045,36.384
46194.40199995,39.698
46194.502000093,39.841
46194.601999998,33.923
46194.701999902,40.830
46194.802000045,39.038
46194.90199995,34.304
46195.002000093,39.334
46195.101999998,37.216
46195.201999902,36.905
46195.302000045,36.733
46195.40199995,40.027
46195.502000093,42.885
46195.601999998,37.236
46195.701999902,35.841
46195.802000045,37.567
46195.90199995,36.384
46196.002000093,40.439
46196.101999998,41.681
46196.201999902,34.996
46196.302000045,41.064
46196.40199995,42.102
46196.502000093,37.157
46196.601999998,38.916
46196.701999902,41.495
46196.802000045,41.011
46196.90199995,38.105
46197.002000093,35.359
46197.101999998,39.014
46197.201999902,36.503
46197.302000045,36.619
46197.40199995,36.981
46197.502000093,36.259
46197.601999998,36.632
46197.701999902,37.064
46197.802000045,40.407
46197.90199995,39.748
46198.002000093,36.497
46198.101999998,38.346
46198.201999902,35.981
46198.302000045,40.125
46198.40199995,41.748
46198.502000093,40.536
46198.601999998,38.293
46198.701999902,35.023
46198.802000045,40.895
46198.90199995,40.729
46199.002000093,36.952
46199.101999998,44.504
46199.201999902,33.194
46199.302000045,37.177
46199.40199995,40.272
46199.502000093,39.630
46199.601999998,37.988
46199.701999902,38.281
46199.802000045,34.764
46199.90199995,41.383
46200.002000093,43.744
46200.101999998,37.460
46200.201999902,36.540
46200.302000045,36.324
46200.40199995,36.261
46200.502000093,39.891
46200.601999998,39.581
46200.701999902,37.504
46200.802000045,40.676
46200.90199995,34.133
46201.002000093,37.424
46201.101999998,36.977
46201.201999902,36.421
46201.302000045,40.061
46201.40199995,43.005
46201.502000093,40.480
46201.601999998,41.919
46201.701999902,37.681
46201.802000045,35.033
46201.90199995,36.998
