0,Processor Power_0 (Watt)IA Power_0 (Watt),0
51441.756558474,28.4054,19.47
51441.858148898,10.3986,4.4211
51441.959020405,15.1147,7.0678
51442.060684366,12.4264,4.567
51442.162312558,12.6951,4.6519
51442.26398981,12.1368,4.2302
51442.365603023,12.2997,4.4308
51442.467271794,12.5915,4.5573
51442.568904843,12.1971,4.2811
51442.670523488,13.3544,5.4962
51442.772081539,13.0157,4.9373
51442.873844252,12.3372,4.4226
51442.975473613,10.3865,3.8325
51443.077092915,11.5841,4.6196
51443.178597619,12.7754,4.8515
51443.280286204,11.9674,4.0993
51443.381809058,7.8444,2.325
51443.483760138,7.8460,2.6484
51443.585468924,10.7959,3.5286
51443.687003465,11.6012,3.7172
51443.788671304,12.8896,4.8362
51443.890302428,12.1799,4.257
51443.991940232,12.1138,4.2377
51444.093558841,13.1807,5.1515
51444.195090254,12.5937,4.6713
51444.296776716,11.5546,3.6847
51444.398282256,12.1507,4.227
51444.499912269,12.6112,4.5812
51444.601546867,12.0553,4.2001
51444.703686222,12.3244,4.3114
51444.805457505,17.5227,8.9551
51444.908225441,29.4225,20.227
51445.010483641,31.0242,22.018
51445.113044738,31.0202,21.776
51445.215692339,31.2234,21.698
51445.318237275,30.9944,21.777
51445.420845742,31.1207,22.074
51445.523559371,31.2388,21.679
51445.626443409,31.0203,22.027
51445.729319858,31.3380,22.031
51445.832319625,31.2539,21.732
51445.935058401,31.0550,22.031
51446.037935732,31.3061,21.773
51446.140814656,30.5712,21.556
51446.243359198,30.0221,20.454
51446.345892054,29.7515,20.494
51446.448453518,30.8362,21.582
51446.551108335,31.1441,22.107
51446.653940392,31.4536,21.9
51446.756581043,31.1624,22.142
51446.858462214,31.4402,21.886
51446.961059512,30.9792,21.944
51447.063741107,31.3969,21.851
51447.165797577,30.7974,21.818
51447.268770318,31.3003,21.763
51447.370538332,30.0254,21.003
51447.47241387,29.5872,20.083
51447.574327602,30.7172,21.378
51447.676914873,31.0389,21.785
51447.779674032,30.9641,21.944
51447.882442082,31.2493,21.696
51447.984984607,30.8678,21.827
51448.087859639,31.3536,21.823
51448.189629482,30.9854,21.975
51448.291661664,31.2386,21.698
51448.394276285,30.9459,21.896
51448.496991972,31.2931,21.756
51448.599285077,31.0892,21.811
51448.701962507,30.9764,21.716
51448.803215503,31.0303,21.754
51448.905494548,31.1387,22.079
51449.007186166,30.8155,21.568
51449.109674707,31.4013,21.821
51449.212219947,31.0386,21.768
51449.313979469,31.0400,22.033
51449.416552284,31.3350,21.758
51449.519064938,30.9639,21.927
51449.621840219,30.9646,21.721
51449.724378415,31.0804,21.526
51449.826916832,29.8066,20.56
51449.9288671,31.2365,21.932
51450.031520122,30.5210,21.271
51450.134264768,30.9582,21.931
51450.23708604,31.2788,21.721
51450.339955656,30.6072,21.597
51450.442654198,31.3282,21.765
51450.545652806,31.2580,21.92
51450.647743214,30.8715,21.893
