System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
18:29:44:938769028,1200000|1200000|1200000|1200000,10.1066,0.7192,1.5975,46000,
18:29:45: 90254963,1200000|1200000|1200000|1200000,8.8372,0.8981,1.8060,47000,
18:29:45:241783805,1200000|1200000|1200000|1200000,7.7123,0.6017,1.5386,46000,
18:29:45:393269898,1200000|1200000|1200000|1200000,9.5380,0.9456,1.8057,46000,
18:29:45:544753016,1200000|1200000|1200000|1200000,8.4495,0.6224,1.5759,46000,
18:29:45:696222714,1200000|1200000|1200000|1200000,9.6418,0.9014,1.6795,47000,
18:29:45:847695044,1200000|1200000|1200000|1200000,9.0039,0.7611,1.6294,46000,
18:29:45:999202530,1200000|1200000|1200000|1200000,9.7102,0.7495,1.6865,45000,
18:29:46:150656350,1200000|1200000|1200000|1200000,9.8158,0.9525,1.7576,46000,
18:29:46:302126067,1200000|1200000|1700000|1200000,8.2908,0.6312,1.5755,46000,
18:29:46:453661941,1200000|1200000|1200000|1200000,10.3722,1.0664,1.9544,47000,
18:29:46:605127575,1200000|1200000|1200000|1200000,9.5467,0.9252,1.7531,46000,
18:29:46:756602985,1200000|1200000|1200000|1200000,10.4641,1.2137,1.9685,47000,
18:29:46:908067932,1600000|1200000|1200000|1200000,11.0357,1.2706,1.9648,45000,
18:29:47: 59366127,1200000|1200000|1200000|1200000,9.0438,0.8918,1.6755,47000,
18:29:47:210835689,1200000|1200000|1200000|1200000,10.2554,1.1300,2.0375,46000,
18:29:47:362310853,1200000|1200000|1200000|1200000,10.2571,1.2159,1.8663,46000,
18:29:47:513781416,1200000|1200000|1200000|1200000,11.3942,1.2455,2.0384,46000,
18:29:47:665258798,1200000|1200000|1200000|1200000,10.2198,1.1671,1.9021,46000,
18:29:47:816722331,1200000|1200000|1200000|1200000,11.0661,1.2131,2.0030,47000,
18:29:47:968166462,1200000|1200000|1200000|1200000,10.3581,1.1007,1.9826,46000,
18:29:48:119689433,1200000|1200000|1200000|1200000,10.5635,1.1711,1.9230,46000,
18:29:48:271192144,1200000|1200000|1200000|1200000,10.4179,1.1961,2.0198,46000,
18:29:48:422675267,1200000|1200000|1200000|1200000,10.4926,1.2140,1.9121,47000,
18:29:48:574130645,1200000|1200000|1200000|1200000,10.4704,1.0790,1.7712,47000,
18:29:48:725599390,1200000|2000000|1200000|1200000,11.1579,1.2354,1.9768,46000,
18:29:48:877069553,1200000|1200000|1200000|1200000,11.3498,1.3522,2.0372,46000,
18:29:49: 28548934,1200000|1600000|1200000|1200000,10.6538,1.1869,2.0007,45000,
18:29:49:180082092,1200000|1700000|1200000|1200000,10.2643,1.2626,1.9282,46000,
18:29:49:331656877,1300000|1200000|1200000|1200000,10.5475,1.3182,2.0219,46000,
18:29:49:483184405,1200000|1200000|1200000|1200000,10.6999,1.0326,1.9622,46000,
18:29:49:634616845,1200000|1200000|1200000|1200000,12.1544,1.7289,2.4457,46000,
18:29:49:786076588,1200000|1200000|1200000|1200000,13.1438,2.1196,2.6341,46000,
18:29:49:937545896,1200000|1200000|1200000|1200000,13.0162,1.9825,2.6793,46000,
18:29:50: 88998387,1200000|1200000|1200000|1200000,13.7054,2.0710,2.7032,47000,
18:29:50:240404543,1200000|1200000|1200000|1200000,13.8167,2.1311,2.7641,46000,
18:29:50:391923888,1200000|1200000|1200000|1200000,13.7034,2.0010,2.8133,46000,
18:29:50:543417452,1200000|1400000|1200000|1200000,13.7001,2.2455,2.6646,45000,
18:29:50:694996316,1200000|1200000|1200000|1200000,13.8333,2.2007,2.9990,46000,
18:29:50:846473840,1200000|1200000|1200000|1200000,13.3026,2.0547,2.7306,46000,
18:29:50:997929971,1200000|1200000|1200000|1200000,13.2220,2.0981,2.8289,46000,
18:29:51:149367391,1200000|1200000|1200000|1200000,13.8961,2.1594,2.9626,46000,
18:29:51:300836565,1200000|1200000|1700000|1200000,13.7620,2.0792,2.7364,47000,
18:29:51:452387927,1200000|1200000|1200000|1200000,13.6366,2.1661,2.4607,46000,
18:29:51:603849187,1200000|1200000|1200000|1200000,13.5743,1.9959,2.4845,46000,
18:29:51:755354747,1200000|1200000|1200000|1200000,13.1216,1.9130,2.4999,46000,
18:29:51:906808149,1200000|1200000|1200000|1200000,13.2888,2.0374,2.6121,46000,
18:29:52: 58215011,1200000|1200000|1200000|1200000,13.8100,2.0006,2.5097,46000,
18:29:52:209685798,1200000|1200000|1200000|1200000,14.1304,1.9534,2.7025,46000,
18:29:52:361162757,1200000|1200000|1200000|1200000,14.6357,2.0581,2.5528,45000,
18:29:52:512633628,1200000|1200000|1200000|1200000,13.4941,2.0270,2.4290,46000,
18:29:52:664105168,1200000|1200000|1400000|1200000,16.8057,3.1107,3.2463,46000,
18:29:52:815703993,1200000|1200000|1200000|1200000,16.6138,3.3349,3.4763,46000,
18:29:52:967240974,1200000|1200000|1200000|1200000,17.4207,3.2486,3.4286,45000,
18:29:53:118700605,1200000|1200000|1400000|1200000,16.0308,3.1880,3.3392,46000,
18:29:53:270182772,1200000|1200000|1200000|1200000,16.7907,3.2666,3.3092,46000,
18:29:53:421585889,1200000|1200000|1200000|1200000,16.9269,3.1644,3.5706,46000,
18:29:53:573040313,1200000|1200000|1200000|1200000,16.8024,3.0679,3.4743,46000,
18:29:53:724451123,1200000|1200000|1200000|1200000,15.9123,3.0560,3.3855,47000,
18:29:53:875893720,1200000|1200000|1200000|1200000,17.4047,3.1159,3.4313,46000,
18:29:54: 27410981,1200000|1200000|1200000|1200000,16.8533,3.1370,3.5181,46000,
18:29:54:178892628,1200000|1200000|1200000|1200000,16.5763,3.3180,3.4318,46000,
18:29:54:330367959,1200000|1400000|1200000|1200000,16.5886,3.2409,3.3238,47000,
18:29:54:481904653,1200000|1200000|1200000|1200000,16.8551,3.2629,3.4981,47000,
18:29:54:633379298,1200000|1500000|1200000|1200000,16.5867,3.2179,3.2796,47000,
18:29:54:784915829,1200000|1700000|1200000|1200000,16.5190,3.2525,3.3632,46000,
18:29:54:936334099,1200000|1200000|1200000|1200000,16.6765,3.3143,3.3918,46000,
18:29:55: 87753346,1200000|1200000|1200000|1200000,16.1984,3.2254,3.3043,46000,
18:29:55:239190563,1200000|1200000|1200000|1200000,16.9541,3.3060,3.4376,47000,
18:29:55:390634894,1200000|1400000|1200000|1200000,17.7972,3.2592,3.3821,47000,
18:29:55:541845758,1200000|1200000|1200000|1200000,15.9339,3.2142,3.3393,47000,
18:29:55:693205061,1200000|1200000|1200000|1200000,18.8311,4.1246,4.0712,47000,
18:29:55:844627674,1200000|1200000|1200000|1200000,20.3022,4.3462,4.5708,47000,
18:29:55:996064971,1200000|1200000|1200000|1200000,20.3630,4.3291,4.4011,46000,
18:29:56:147495428,1200000|1200000|1200000|1200000,17.9017,3.9955,3.9027,46000,
18:29:56:298938679,1200000|1200000|1200000|1200000,18.4003,3.9814,3.8819,47000,
18:29:56:450405659,1200000|1200000|1200000|1200000,16.6425,3.8568,3.3950,46000,
18:29:56:601882900,1200000|1200000|1200000|1200000,16.2173,3.5887,3.0696,47000,
18:29:56:753279740,1200000|1200000|1200000|1200000,17.6403,3.9125,3.8107,47000,
18:29:56:904671316,1200000|1200000|1200000|1200000,19.7551,4.0793,4.0721,47000,
18:29:57: 56095113,1200000|1200000|1200000|1200000,18.5342,3.9742,4.0797,46000,
18:29:57:207593261,1200000|1200000|1200000|1200000,18.5428,3.9861,4.1512,47000,
18:29:57:358982864,1200000|1200000|1200000|1200000,17.4286,3.8852,3.8221,45000,
18:29:57:510342737,1200000|1200000|1200000|1200000,17.3582,3.8977,3.8226,46000,
18:29:57:661838131,1200000|1200000|1200000|1200000,20.0319,4.1025,4.3759,47000,
18:29:57:813357656,1200000|1200000|1200000|1200000,20.4373,4.8089,4.1949,47000,
18:29:57:964832103,1200000|1200000|1200000|1200000,17.8237,3.7784,3.6104,46000,
18:29:58:116189816,1200000|1200000|1200000|1200000,15.8711,3.5632,3.0590,46000,
18:29:58:267604816,1200000|1200000|1200000|1200000,16.9304,3.7363,3.4240,46000,
18:29:58:419105900,1200000|1200000|1200000|1200000,17.5409,3.8144,3.6933,47000,
18:29:58:570566244,1200000|1200000|1200000|1200000,18.6226,4.1600,3.7206,46000,
18:29:58:722008164,1200000|1200000|1200000|1200000,21.0072,5.0371,4.5698,46000,
18:29:58:873509599,1200000|1200000|1200000|1200000,18.3878,4.3118,3.4462,45000,
18:29:59: 24874415,1200000|1200000|1200000|1200000,16.8625,4.5036,3.3082,48000,
18:29:59:176238738,1200000|1200000|1200000|1200000,19.0355,4.4972,3.9655,47000,
18:29:59:327650475,1500000|1200000|1200000|1200000,18.6899,4.7707,3.8531,47000,
18:29:59:479142132,1200000|1200000|1200000|1200000,18.9364,4.6493,3.9320,47000,
18:29:59:630495165,1200000|1200000|1200000|1200000,19.8143,4.6363,3.9412,47000,
18:29:59:781878588,1200000|1200000|1200000|1200000,19.1721,4.6090,3.9236,46000,
18:29:59:933248184,1200000|1200000|1200000|1200000,20.3151,4.6632,4.1109,48000,
18:30:00: 84610977,1200000|1200000|1200000|1200000,20.8015,4.8193,4.6234,46000,
18:30:00:235969030,1200000|1200000|1200000|1200000,19.4703,4.6843,4.1928,47000,
18:30:00:387396430,1200000|1200000|1200000|1200000,20.9592,5.0094,4.6689,47000,
18:30:00:538976362,1200000|1200000|1200000|1200000,20.8600,4.9307,4.6306,46000,
18:30:00:690512893,1800000|1200000|1200000|1300000,20.7474,4.8215,4.5567,46000,
18:30:00:841563143,1200000|1200000|1200000|1200000,20.9130,4.9260,4.4787,46000,
18:30:00:992952573,1200000|1500000|1200000|1200000,20.9488,5.0453,4.6229,47000,
18:30:01:144512535,1200000|1200000|1200000|1200000,22.3581,6.8906,4.4986,46000,
18:30:01:295972798,1200000|1200000|1200000|1200000,16.9250,4.3089,3.4816,46000,
18:30:01:447420449,1200000|1200000|1200000|1200000,15.9279,4.2645,3.3062,46000,
18:30:01:598779768,1500000|1400000|1400000|1400000,20.6010,5.9312,4.2427,47000,
18:30:01:749883478,1300000|1300000|1400000|1300000,23.0598,7.1870,4.6342,46000,
18:30:01:901259382,1500000|1200000|1500000|1500000,23.4351,7.4776,4.6392,47000,
18:30:02: 52436692,1200000|1500000|1200000|1200000,23.3507,7.3807,4.6727,47000,
18:30:02:203581144,1500000|1500000|1200000|1200000,23.2718,7.3504,4.5989,47000,
18:30:02:354808631,1500000|1500000|1500000|1500000,22.9368,7.1262,4.6080,48000,
18:30:02:505906411,1400000|1400000|1400000|1400000,23.0120,6.9551,4.5102,48000,
18:30:02:657152389,1500000|1500000|1500000|1200000,23.1642,7.2429,4.6947,47000,
18:30:02:808289166,1500000|1200000|1200000|1200000,23.4460,7.5011,4.6669,47000,
18:30:02:959551118,1500000|1200000|1500000|1500000,23.0746,7.2390,4.6430,47000,
18:30:03:110769193,1500000|1500000|1500000|1500000,22.8329,6.8003,4.3080,46000,
18:30:03:261929736,1400000|1300000|1400000|1500000,23.2839,7.3320,4.6394,47000,
18:30:03:413203302,1400000|1200000|1200000|1200000,23.1911,7.2356,4.6065,48000,
18:30:03:564377513,1400000|1500000|1500000|1500000,23.0946,7.2053,4.7417,48000,
18:30:03:715566213,1400000|1400000|1500000|1400000,23.2166,7.2572,4.6914,47000,
18:30:03:866839911,1500000|1200000|1200000|1200000,23.3816,7.4273,4.6358,47000,
18:30:04: 18082735,1500000|1500000|1200000|1500000,23.0617,7.1400,4.7826,47000,
18:30:04:169202798,1400000|1400000|1400000|1400000,22.9501,6.9710,4.1112,48000,
18:30:04:320492283,1600000|1500000|1500000|1400000,22.6795,6.9187,4.5065,47000,
18:30:04:471579583,1400000|1400000|1400000|1400000,22.1996,6.7684,4.0007,47000,
18:30:04:622772478,1700000|1700000|1700000|1700000,25.1631,9.1422,4.6775,48000,
18:30:04:773773940,1700000|1700000|1600000|1700000,26.4441,10.4553,4.6157,48000,
18:30:04:924776878,1700000|1700000|1600000|1700000,26.3623,10.4862,4.6135,47000,
18:30:05: 75766253,1700000|1600000|1700000|1700000,26.5604,10.5741,4.6462,47000,
18:30:05:226777991,1700000|1700000|1700000|1700000,26.0749,10.2873,4.6810,47000,
18:30:05:377846277,1700000|1700000|1700000|1700000,26.2216,10.1039,4.6912,48000,
18:30:05:528857206,1700000|1700000|1700000|1700000,25.9298,9.9934,4.6683,48000,
18:30:05:679858209,1700000|1700000|1700000|1700000,26.0748,10.1130,4.6416,48000,
18:30:05:830906222,1700000|1700000|1700000|1700000,26.7070,10.7644,4.6035,47000,
18:30:05:981936038,1700000|1700000|1700000|1700000,26.3276,10.4482,4.6748,47000,
18:30:06:132971317,1700000|1700000|1700000|1700000,26.5541,10.5686,4.6158,48000,
18:30:06:284029015,1700000|1700000|1700000|1700000,26.4831,10.4996,4.5817,48000,
18:30:06:435096284,1700000|1700000|1700000|1700000,26.2988,10.4274,4.6405,49000,
18:30:06:586130094,1600000|1700000|1700000|1700000,26.4811,10.4957,4.6748,48000,
18:30:06:737167923,1700000|1700000|1700000|1700000,26.5412,10.7328,4.6437,49000,
18:30:06:888264636,1700000|1700000|1700000|1700000,26.4727,10.4234,4.6423,49000,
18:30:07: 39344856,1700000|1700000|1700000|1700000,26.4904,10.5114,4.5501,49000,
18:30:07:190347776,1700000|1700000|1700000|1700000,26.3910,10.5919,4.6449,49000,
18:30:07:341361616,1700000|1700000|1700000|1700000,26.5018,10.4314,4.5512,49000,
18:30:07:492397355,1700000|1700000|1700000|1700000,26.4829,10.4988,4.6433,49000,
18:30:07:643431830,1800000|1800000|1800000|1800000,27.4729,11.6686,4.6444,49000,
18:30:07:794407630,1700000|1700000|1700000|1700000,28.0336,11.9592,4.6156,48000,
18:30:07:945433073,1800000|1800000|1800000|1700000,27.7880,11.9796,4.6761,48000,
18:30:08: 96421162,1700000|1800000|1800000|1800000,27.9054,11.8336,4.6456,48000,
18:30:08:247382960,1800000|1800000|1800000|1800000,27.5389,11.7471,4.6167,48000,
18:30:08:398377185,1700000|1700000|1700000|1700000,27.6866,11.6007,4.7063,48000,
18:30:08:549373413,1700000|1700000|1700000|1700000,27.8287,11.8376,4.6142,48000,
18:30:08:700437816,1800000|1800000|1800000|1700000,27.6776,11.8733,4.6130,49000,
18:30:08:851413607,1800000|1700000|1800000|1700000,27.9485,11.8781,4.5829,49000,
18:30:09:  2408984,1800000|1800000|1800000|1800000,27.6775,11.8679,4.6440,48000,
18:30:09:153414155,1700000|1700000|1800000|1700000,28.0320,11.9621,4.6142,48000,
18:30:09:304385664,1800000|1800000|1800000|1800000,27.8530,11.8626,4.6473,49000,
18:30:09:455348259,1700000|1700000|1800000|1800000,27.7045,11.8151,4.5839,49000,
18:30:09:606289687,1700000|1800000|1700000|1800000,28.0257,12.0281,4.6166,48000,
18:30:09:757234683,1700000|1700000|1800000|1700000,27.7373,11.8461,4.6779,48000,
18:30:09:908233767,1800000|1800000|1700000|1700000,27.9146,11.9250,4.6144,49000,
18:30:10: 59213400,1700000|1700000|1800000|1700000,27.6365,11.8205,4.5223,48000,
18:30:10:210205096,1800000|1800000|1700000|1700000,27.9120,11.8541,4.6152,49000,
18:30:10:361161258,1800000|1800000|1700000|1700000,27.6925,11.8814,4.6144,49000,
18:30:10:512125546,1900000|1800000|1900000|1800000,27.7813,11.7080,4.5845,49000,
18:30:10:663157190,1800000|1800000|1800000|1800000,29.2249,13.2389,4.6434,49000,
18:30:10:814123955,1800000|1800000|1800000|1900000,29.0372,13.1419,4.6474,50000,
18:30:10:965012262,1800000|1800000|1800000|1800000,29.1734,13.1733,4.6167,49000,
18:30:11:115956374,1800000|1800000|1900000|1800000,28.8666,12.9755,4.6462,48000,
18:30:11:266912760,1900000|1900000|1900000|1900000,28.8392,12.8904,4.6371,49000,
18:30:11:417838145,1900000|1800000|1800000|1800000,28.9318,12.9326,4.6171,49000,
18:30:11:568750041,1800000|1800000|1900000|1900000,28.9528,13.0536,4.6770,49000,
18:30:11:719651465,1900000|1800000|1900000|1900000,28.3552,12.5112,4.6647,49000,
18:30:11:870568776,1800000|1900000|1800000|1800000,29.1752,13.0869,4.5866,49000,
18:30:12: 21462541,1900000|1800000|1800000|1800000,28.9362,13.1454,4.6174,49000,
18:30:12:172361090,1900000|1900000|1900000|1900000,28.8018,12.7377,4.7304,49000,
18:30:12:323292745,1900000|1800000|1800000|1800000,28.9555,12.9594,4.5864,49000,
18:30:12:474225049,1900000|1900000|1900000|1900000,28.7666,12.8701,4.6181,49000,
18:30:12:625152909,1900000|1800000|1800000|1900000,29.2589,13.2607,4.5554,49000,
18:30:12:776054635,1800000|1900000|1900000|1800000,29.3327,13.4368,4.6494,49000,
18:30:12:926959839,1900000|1800000|1800000|1800000,29.0194,13.0152,4.6519,48000,
18:30:13: 77874881,1900000|1800000|1800000|1900000,29.1883,13.2936,4.7419,50000,
18:30:13:228802707,1900000|1800000|1800000|2000000,29.4144,13.4153,4.6178,49000,
18:30:13:379754962,2000000|1800000|1800000|1900000,29.1557,13.2636,4.6478,49000,
18:30:13:530695377,1900000|1900000|2000000|2000000,29.5869,13.5909,4.5879,50000,
18:30:13:681559036,1900000|1900000|2000000|1900000,31.3009,15.4023,4.6825,50000,
18:30:13:832447989,2000000|2100000|2000000|1900000,31.4310,15.4274,4.6196,49000,
18:30:13:983268673,1900000|2000000|2000000|1900000,31.2305,15.3236,4.6834,49000,
18:30:14:134126639,1900000|2000000|2000000|2000000,31.4749,15.4668,4.5884,49000,
18:30:14:284975357,1900000|2000000|1900000|1900000,31.1576,15.2545,4.5891,50000,
18:30:14:435826794,2000000|1900000|2000000|2000000,31.1836,15.3891,4.6497,50000,
18:30:14:586713019,2000000|1900000|1900000|1900000,31.1977,15.0780,4.6151,49000,
18:30:14:737541059,2000000|2000000|1900000|2000000,30.7722,14.8264,4.5741,50000,
18:30:14:888389149,2000000|2000000|2000000|2000000,30.9469,15.1545,4.6504,48000,
18:30:15: 39242537,1900000|2000000|1900000|2000000,31.3484,15.2231,4.5887,49000,
18:30:15:190116612,2000000|1900000|1900000|1900000,31.2289,15.3257,4.6475,49000,
18:30:15:340940646,1900000|1900000|2000000|1900000,31.3898,15.3776,4.5884,51000,
18:30:15:491765842,2000000|2000000|2000000|2000000,31.1464,15.2406,4.6504,50000,
18:30:15:642652442,2000000|1900000|1900000|1900000,31.4145,15.4091,4.5871,50000,
18:30:15:793475895,2000000|2000000|2000000|2000000,30.9744,15.0653,4.6201,49000,
18:30:15:944322573,2000000|2000000|2000000|1900000,30.8927,15.0945,4.6188,50000,
18:30:16: 95186027,2000000|2000000|2000000|2000000,31.2608,15.1414,4.6188,50000,
18:30:16:246039653,2000000|1900000|1900000|1900000,31.1654,15.2559,4.6492,50000,
18:30:16:396905369,1900000|1900000|1900000|1900000,30.6199,14.6446,4.6725,50000,
18:30:16:547768345,2100000|2100000|2100000|2100000,31.6551,15.6454,4.6203,51000,
18:30:16:698581880,2100000|2100000|2100000|2100000,33.3992,17.4874,4.5984,51000,
18:30:16:849379176,2100000|2100000|2100000|2100000,33.4153,17.6110,4.6267,50000,
18:30:17:   169794,2100000|2100000|2100000|2100000,33.6303,17.4939,4.6234,51000,
18:30:17:150963781,2100000|2100000|2100000|2100000,33.4192,17.5005,4.5603,51000,
18:30:17:301765924,2100000|2100000|2100000|2100000,33.6240,17.6060,4.6225,50000,
18:30:17:452563359,2100000|2100000|2100000|2100000,33.4098,17.4934,4.5935,50000,
18:30:17:603362841,2100000|2100000|2100000|2100000,33.4132,17.6172,4.6198,51000,
18:30:17:754159477,2100000|2100000|2100000|2100000,33.6404,17.5015,4.5911,51000,
18:30:17:904971149,2100000|2100000|2100000|2100000,33.4096,17.4952,4.6217,50000,
18:30:18: 55762840,2100000|2100000|2100000|2100000,33.6336,17.6113,4.6210,51000,
18:30:18:206580668,2100000|2100000|2100000|2100000,33.4020,17.4901,4.5914,51000,
18:30:18:357374702,2100000|2100000|2100000|2100000,33.4239,17.6273,4.5918,51000,
18:30:18:508167679,2100000|2100000|2100000|2100000,33.6324,17.4917,4.6224,51000,
18:30:18:658973269,2100000|2100000|2100000|2100000,33.4117,17.4967,4.6221,52000,
18:30:18:809762356,2100000|2100000|2100000|2100000,33.6443,17.6193,4.5909,51000,
18:30:18:960566834,2100000|2100000|2100000|2100000,33.4174,17.5016,4.6235,51000,
18:30:19:111358242,2100000|2100000|2100000|2100000,33.4171,17.6162,4.6526,51000,
18:30:19:262157608,2100000|2100000|2100000|2100000,33.6218,17.4912,4.5911,51000,
18:30:19:412959713,2100000|2100000|2100000|2100000,33.4138,17.4987,4.6218,51000,
18:30:19:563765977,2200000|2200000|2200000|2200000,34.2367,18.2141,4.6227,51000,
18:30:19:714534243,2200000|2200000|2200000|2200000,35.6008,19.6807,4.5907,51000,
18:30:19:865311217,2200000|2200000|2200000|2200000,35.6285,19.8407,4.6524,51000,
18:30:20: 16079592,2200000|2200000|2200000|2200000,35.8777,19.7212,4.6213,52000,
18:30:20:166860364,2200000|2200000|2200000|2200000,35.6289,19.7069,4.6513,53000,
18:30:20:317679708,2200000|2200000|2200000|2200000,35.8622,19.8392,4.6202,52000,
18:30:20:468442144,2200000|2200000|2200000|2200000,35.6357,19.7156,4.6227,52000,
18:30:20:619201261,2200000|2200000|2200000|2200000,35.6401,19.8530,4.6534,52000,
18:30:20:769966800,2200000|2200000|2200000|2200000,35.8685,19.7105,4.6207,52000,
18:30:20:920744650,2200000|2200000|2200000|2200000,35.6482,19.7288,4.6232,52000,
18:30:21: 71515808,2200000|2200000|2200000|2200000,35.6417,19.8570,4.6529,52000,
18:30:21:222284878,2200000|2200000|2200000|2200000,35.8403,19.6788,4.6216,53000,
18:30:21:373051504,2200000|2200000|2200000|2200000,35.6422,19.7241,4.6517,53000,
18:30:21:523805455,2200000|2200000|2200000|2200000,35.8672,19.8402,4.5911,53000,
18:30:21:674575626,2200000|2200000|2200000|2200000,35.5914,19.6692,4.6201,51000,
18:30:21:825340498,2200000|2200000|2200000|2200000,35.5565,19.6307,4.6222,52000,
18:30:21:976110750,2200000|2200000|2200000|2200000,35.8776,19.8480,4.6215,52000,
18:30:22:126874237,2200000|2200000|2200000|2200000,35.5853,19.6653,4.6213,52000,
18:30:22:277628580,2200000|2200000|2200000|2200000,35.6157,19.8203,4.6526,52000,
18:30:22:428384753,2200000|2200000|2200000|2200000,35.7766,19.6156,4.6214,52000,
18:30:22:579191826,2200000|2200000|1200000|2200000,23.9602,11.6122,3.4051,49000,
18:30:22:730106249,2200000|2200000|1200000|2200000,8.3008,0.6421,1.4356,47000,
18:30:22:881006936,2200000|2200000|1200000|2200000,6.8827,0.4676,1.2429,47000,
18:30:23: 31914812,1200000|2200000|1200000|2200000,8.3141,0.5564,1.3303,48000,
18:30:23:183024053,1200000|2200000|1200000|2200000,7.4856,0.3929,1.2899,48000,
18:30:23:334477259,1200000|2200000|1200000|2200000,7.0894,0.3261,1.2544,48000,
18:30:23:485998279,1200000|2200000|1200000|2200000,7.2983,0.3844,1.2861,48000,
18:30:23:637453397,1200000|2200000|1200000|2200000,7.5207,0.4065,1.2904,47000,
18:30:23:789000379,1200000|1200000|1200000|2200000,7.7962,0.5110,1.3454,47000,
