17:32:45. 22354637,60000,33.99,1,7.99,
17:32:45. 32499108,60000,33.99,1,7.99,
17:32:46.141873852,60000,33.01,111,7.01,
17:32:47.141189838,60000,30.77,363,4.77,
17:32:48.143508585,60000,28.47,622,2.47,
17:32:49.226947914,60000,26.90,799,0.90,
17:32:50.225544211,60000,26.00,902,0.00,
17:32:51. 22390747,59996,24.93,902,0.00,
17:32:51.234117187,59996,24.93,978,0.00,
17:32:52. 20161942,59997,25.20,978,0.00,
17:32:52.362946404,59997,25.20,1076,0.00,
17:32:53. 27678421,59997,25.20,1076,0.00,
17:32:53.461610953,59997,25.20,1139,0.00,
17:32:54. 26057905,59998,25.47,1139,0.00,
17:32:54.610344653,59998,25.47,1196,0.00,
17:32:55. 26350399,59998,25.47,1196,0.00,
17:32:55.621789782,59998,25.47,1258,0.00,
17:32:56. 25630868,59999,25.73,1258,0.00,
17:32:56.620318453,59999,25.73,1344,0.00,
17:32:57. 26229877,60000,26.00,1344,0.00,
17:32:57.620961357,60000,26.00,1449,0.00,
17:32:58. 26203967,60000,26.00,1449,0.00,
17:32:58.620905262,60000,26.00,1545,0.00,
17:32:59. 24366821,60001,26.27,1545,0.00,
17:32:59.680270644,60001,26.27,1601,0.00,
17:33:00. 24412480,60001,26.27,1601,0.00,
17:33:00.779534416,60001,26.27,1711,0.00,
17:33:01. 23109975,60001,26.27,1711,0.00,
17:33:01.871514435,60001,26.27,1815,0.00,
17:33:02. 22637419,60001,26.27,1815,0.00,
17:33:02.929716473,60001,26.27,1887,0.00,
17:33:03. 21955869,60000,26.00,1887,0.00,
17:33:03.990145828,60000,26.00,1943,0.00,
17:33:04. 21162919,60000,26.00,1943,0.00,
17:33:05. 22349725,60000,26.00,1943,0.00,
17:33:06. 21977609,59999,25.73,1943,0.00,
17:33:06.112847632,59999,21.15,2145,-4.58,
17:33:07. 21108895,60000,21.26,2145,-4.74,
17:33:07.252687181,60000,20.98,2217,-5.02,
17:33:08. 28299381,60000,20.98,2217,-5.02,
17:33:08.443800507,60000,20.85,2252,-5.15,
17:33:09. 27829361,59999,20.75,2252,-4.98,
17:33:10. 28195405,60000,20.85,2252,-5.15,
17:33:11. 28061786,60000,20.85,2252,-5.15,
17:33:11. 38185852,60000,20.74,2280,-5.26,
17:33:12. 26594023,59999,20.65,2280,-5.08,
17:33:12. 36722022,59999,20.70,2268,-5.04,
17:33:13. 24939959,59999,20.70,2268,-5.04,
17:33:13.155912268,59999,20.76,2251,-4.98,
17:33:14. 24118186,60000,20.85,2251,-5.15,
17:33:14.407024916,60000,20.85,2251,-5.15,
17:33:15. 23810503,60001,20.95,2251,-5.32,
17:33:15.740442272,60001,20.96,2248,-5.31,
17:33:16. 22672777,60000,20.86,2248,-5.14,
17:33:17. 30138149,59999,20.77,2248,-4.96,
17:33:17.182003560,59999,20.81,2236,-4.92,
17:33:18. 28746730,60001,21.01,2236,-5.26,
17:33:18.724414214,60001,21.05,2225,-5.22,
17:33:19. 26726674,60002,21.15,2225,-5.38,
17:33:20. 24181777,60003,21.25,2225,-5.55,
17:33:20.357823779,60003,21.36,2199,-5.44,
17:33:21. 27503209,60006,21.66,2199,-5.94,
17:33:22. 27054865,60008,21.87,2199,-6.27,
17:33:22. 98175020,60008,21.98,2175,-6.15,
17:33:23. 27457401,60010,22.19,2175,-6.48,
17:33:23.927037956,60010,22.28,2158,-6.39,
17:33:24. 27835861,60011,22.38,2158,-6.55,
17:33:25. 27385195,60012,22.49,2158,-6.71,
17:33:25.866700999,60012,22.62,2133,-6.58,
17:33:26. 28475669,60014,22.84,2133,-6.89,
17:33:27. 25986975,60014,22.84,2133,-6.89,
17:33:27.892740063,60014,29.73,2099,0.00,
17:33:28. 24436371,60014,29.73,2099,0.00,
