System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
20:13:29:729598470,1500000|1300000|1900000|1200000,30.6253,14.3603,5.5424,49000,
20:13:30:230907842,1400000|1200000|1300000|1700000,30.0488,13.7507,5.5583,49000,
20:13:30:732258696,1200000|1600000|1600000|1200000,28.8742,12.6641,5.4338,50000,
20:13:31:233426392,1800000|2000000|1200000|2200000,29.6609,13.4344,5.5841,49000,
20:13:31:734323900,1900000|2100000|2100000|2100000,29.7752,13.5203,5.4862,49000,
20:13:32:235393898,2000000|1600000|1700000|1400000,30.0809,13.8194,5.4564,49000,
20:13:32:736443010,1300000|1800000|1600000|1300000,27.5299,11.4613,5.0616,49000,
20:13:33:237882487,1500000|1900000|1600000|1200000,28.3923,12.0846,5.4433,49000,
20:13:33:738897498,1200000|1700000|1200000|1500000,27.5438,11.4467,5.0150,49000,
20:13:34:243083414,2100000|2100000|1300000|1700000,29.6758,13.5471,5.4344,49000,
20:13:34:744050274,1200000|1200000|1500000|1200000,29.6203,13.3241,5.4495,48000,
20:13:35:245536193,1400000|2000000|1600000|2100000,30.1029,13.9131,5.5552,50000,
20:13:35:746525977,1200000|1600000|1800000|1400000,29.8745,13.5311,5.5663,49000,
20:13:36:247604254,1200000|1200000|1800000|1700000,31.7328,15.4789,5.6465,50000,
20:13:36:748752677,1200000|1300000|1200000|1700000,30.7534,14.4782,5.4573,48000,
20:13:37:250337245,1200000|1200000|2100000|1400000,27.1511,11.0605,4.9889,48000,
20:13:37:751521578,1600000|1600000|2100000|1300000,29.6736,13.3953,5.4166,51000,
20:13:38:252722788,1800000|2000000|1600000|2000000,30.3218,14.0479,5.7289,51000,
20:13:38:753698111,1600000|1400000|1500000|1700000,29.5467,13.3519,5.3700,48000,
20:13:39:254942882,1700000|1700000|2100000|1600000,26.7645,10.4809,5.2608,49000,
20:13:39:756034272,1500000|1900000|1400000|1200000,30.1514,13.7267,5.8053,50000,
20:13:40:257957011,2000000|1700000|1500000|1800000,30.2230,13.8261,5.7767,49000,
20:13:40:758939386,1800000|1900000|1500000|2000000,28.4626,12.1374,5.4358,50000,
20:13:41:259918040,1800000|2200000|1500000|1200000,29.5418,13.2327,5.7421,49000,
20:13:41:760798651,1800000|2200000|1900000|1600000,31.5442,15.1322,5.9106,51000,
20:13:42:261696487,2000000|1300000|2000000|1600000,32.7082,16.2154,6.0469,50000,
20:13:42:763081713,2200000|2200000|2100000|2200000,30.5649,14.3365,5.3638,51000,
20:13:43:263996449,1900000|1900000|1900000|1800000,32.3592,15.9638,6.0076,52000,
20:13:43:764990138,2000000|1600000|1300000|1800000,30.1270,13.7198,5.8342,51000,
20:13:44:265979963,2100000|1800000|1600000|1300000,32.8084,16.5151,5.9686,51000,
20:13:44:766921945,1900000|1700000|2100000|1600000,30.2212,13.8667,5.5790,51000,
20:13:45:268126526,1800000|1200000|1300000|1500000,33.1893,16.8516,6.0262,50000,
20:13:45:770538400,1800000|1800000|2000000|2000000,30.4480,13.9548,5.8151,50000,
20:13:46:271505173,1600000|1600000|2000000|2100000,33.4626,16.9452,6.1700,51000,
20:13:46:772440642,2000000|2200000|1700000|1700000,32.3723,15.7496,5.9932,50000,
20:13:47:273441856,1800000|1800000|1900000|1500000,34.8901,18.2846,6.1767,50000,
20:13:47:774591040,1500000|1600000|1500000|1500000,30.1295,13.7111,5.7376,52000,
20:13:48:276066226,1700000|1200000|1400000|1700000,33.7041,17.1885,6.1049,51000,
20:13:48:777159881,2100000|2100000|1600000|1500000,29.4737,13.1934,5.7548,52000,
20:13:49:278084383,1700000|1700000|1900000|1700000,32.4378,15.9678,5.8560,52000,
20:13:49:779213526,1300000|1700000|1200000|1200000,33.1356,16.6261,6.0208,51000,
20:13:50:280226007,2200000|1600000|1800000|2100000,34.3243,17.9158,6.0235,52000,
20:13:50:781221843,2200000|1600000|1300000|1700000,29.4413,13.1211,5.7638,51000,
20:13:51:282104694,2100000|1600000|1700000|1400000,32.7293,16.3101,6.0558,50000,
20:13:51:783050098,1700000|1500000|1300000|1700000,29.1309,12.8662,5.5808,51000,
20:13:52:284274454,2000000|2100000|1900000|2200000,32.5978,16.1034,6.1478,52000,
20:13:52:795807196,2200000|2000000|2000000|1700000,31.1644,14.7301,5.6486,53000,
20:13:53:304694884,2000000|1700000|1500000|2000000,31.5871,15.4079,5.8050,52000,
20:13:53:805679664,1800000|1700000|1800000|2100000,31.6686,15.4151,5.6884,51000,
20:13:54:306678275,1700000|1500000|1900000|2200000,33.7588,17.2691,6.0870,52000,
20:13:54:807571809,1200000|1500000|2000000|2000000,30.7875,14.5325,5.5571,52000,
20:13:55:308584335,2100000|2100000|2200000|2100000,33.9939,17.6328,6.0108,52000,
20:13:55:809485005,2100000|2000000|2000000|2000000,33.0331,16.6438,5.8996,52000,
20:13:56:310424142,1900000|1700000|1200000|1800000,32.7604,16.4811,5.9878,52000,
20:13:56:811433875,1700000|1900000|2000000|2000000,31.2712,14.8314,5.9029,52000,
20:13:57:312909084,1600000|2100000|2200000|1800000,33.1432,16.7672,5.8738,52000,
20:13:57:813802736,1500000|1500000|2000000|1700000,31.2344,15.0281,5.7768,51000,
20:13:58:314963161,1200000|1500000|1800000|1600000,33.0850,16.5997,6.0626,51000,
20:13:58:816052936,2000000|2200000|2100000|2100000,28.2350,12.0283,5.5400,51000,
20:13:59:317004483,1600000|1300000|1300000|1800000,33.3699,16.9357,5.9577,52000,
20:13:59:818108901,1500000|2100000|1800000|1300000,31.8600,15.4332,6.0418,51000,
20:14:00:319093078,1200000|1600000|1900000|1200000,31.0711,14.7987,5.9116,51000,
20:14:00:820650858,1800000|1400000|1300000|1500000,30.3559,14.0338,5.9352,53000,
20:14:01:321696241,1200000|1600000|1700000|1400000,31.9320,15.4984,6.0644,51000,
20:14:01:822820635,2200000|1700000|1900000|1500000,30.8285,14.5355,5.8553,52000,
20:14:02:323712800,1200000|1300000|1700000|1800000,29.7170,13.4925,5.7804,52000,
20:14:02:824809530,2000000|1200000|2100000|1500000,30.6958,14.3442,5.8849,52000,
20:14:03:325857794,1600000|1600000|2200000|1700000,30.6832,14.2777,5.7803,52000,
20:14:03:826861780,1900000|1700000|2100000|2000000,31.0261,14.7266,5.7360,53000,
20:14:04:327869384,2100000|1800000|2000000|2100000,31.2280,14.9043,5.8184,53000,
20:14:04:828821729,1600000|1700000|1500000|2100000,30.3394,13.9517,5.8015,52000,
20:14:05:329836400,1500000|1700000|1700000|1600000,32.4327,16.1056,6.0182,52000,
20:14:05:830930349,2000000|2200000|1700000|2000000,31.5493,15.2768,5.8249,52000,
20:14:06:331886901,1900000|1400000|1200000|1600000,32.4011,16.0151,5.9547,51000,
20:14:06:832973401,1600000|1800000|1500000|2000000,31.1316,14.7187,5.8974,53000,
20:14:07:333908701,1700000|1700000|2000000|1800000,31.8095,15.5276,6.0781,51000,
20:14:07:834884218,1900000|2100000|1600000|2100000,33.0222,16.6688,5.9012,52000,
20:14:08:335805342,2100000|2100000|2200000|1900000,32.7542,16.4711,5.8745,52000,
20:14:08:836703512,1700000|1700000|1900000|1900000,31.7800,15.3705,5.7103,51000,
20:14:09:337831087,1200000|1900000|1600000|1700000,31.8824,15.4426,5.9671,51000,
20:14:09:838944225,1300000|2000000|1900000|1800000,33.1530,16.6596,6.1412,52000,
20:14:10:340065081,2200000|2000000|2100000|1900000,33.3850,16.9717,6.0580,52000,
20:14:10:840950732,2100000|2100000|1900000|1200000,32.5904,16.2336,5.9402,51000,
20:14:11:341891196,1600000|1400000|1800000|2000000,32.7844,16.3592,6.0837,52000,
20:14:11:844594572,2100000|1900000|1900000|2200000,31.6456,15.2411,5.9054,52000,
20:14:12:345510647,2000000|1900000|2100000|2000000,33.7436,16.9360,6.2554,52000,
20:14:12:846647461,1900000|1800000|1800000|1600000,31.3430,14.9560,5.9512,53000,
20:14:13:347668206,1800000|1300000|1700000|1700000,34.3215,17.8040,6.1111,53000,
20:14:13:848837573,1900000|2100000|1600000|1600000,30.5069,14.0712,6.1203,53000,
20:14:14:350008850,1700000|2200000|2100000|1800000,31.7832,15.3222,6.2095,53000,
20:14:14:850933272,1200000|1200000|1300000|1200000,32.9769,16.2277,6.2129,51000,
20:14:15:353078031,1600000|2000000|1900000|2100000,31.2262,14.8042,5.9248,52000,
20:14:15:854057774,1700000|1800000|1300000|1400000,30.3606,13.9085,6.0122,53000,
20:14:16:355144718,1600000|1900000|1900000|1900000,31.9596,15.5433,6.0510,53000,
20:14:16:856153991,1900000|1900000|1700000|1700000,30.8977,14.4121,6.1589,53000,
20:14:17:357174364,1900000|1400000|1200000|1900000,31.9089,15.4724,5.9832,52000,
20:14:17:858201916,1800000|1700000|2000000|1300000,29.8262,13.5848,5.8832,52000,
20:14:18:359216629,1700000|2000000|1600000|1200000,31.0883,14.6072,5.9308,51000,
20:14:18:860290661,1200000|1900000|1200000|1700000,31.7989,15.4906,5.9899,52000,
20:14:19:361514127,1800000|1800000|1700000|1800000,31.6034,15.0857,6.1542,52000,
20:14:19:862574875,1900000|1900000|2100000|2000000,30.1578,13.9444,5.7609,53000,
20:14:20:363667729,1700000|1700000|1900000|1600000,32.7893,16.2648,6.1066,52000,
20:14:20:864712099,1500000|1900000|2000000|1700000,30.9056,14.5814,5.9505,53000,
20:14:21:365685237,1900000|1300000|1600000|1300000,32.4494,15.9704,6.1503,52000,
20:14:21:866712692,1700000|1500000|1400000|1900000,30.3423,14.0349,5.8162,52000,
20:14:22:368136904,1800000|1700000|1200000|1500000,32.2091,15.6665,6.1152,52000,
20:14:22:869203876,1600000|1700000|2000000|1300000,29.0710,12.8378,5.5459,52000,
20:14:23:370294281,1700000|1800000|2000000|1400000,30.6514,14.4159,5.7673,51000,
20:14:23:871259445,1800000|1800000|1900000|1400000,31.1208,14.6223,6.0070,53000,
20:14:24:372391901,1200000|1600000|1200000|1200000,30.7075,14.4035,5.9291,51000,
20:14:24:873987168,1900000|2100000|2000000|2000000,29.3867,13.0649,5.8613,52000,
20:14:25:374961478,1200000|1800000|1400000|1400000,33.0553,16.4174,6.2072,52000,
20:14:25:877075180,1700000|2100000|1700000|1900000,30.7664,14.4201,5.8613,53000,
20:14:26:378002217,2000000|1900000|2100000|1800000,33.5952,17.1010,6.1074,53000,
20:14:26:878984373,2100000|1200000|1900000|1600000,31.3800,14.8059,6.0714,53000,
20:14:27:379984953,1400000|1200000|1200000|1500000,32.2266,15.6396,6.1553,52000,
20:14:27:881302550,1700000|1700000|2100000|1500000,29.2482,12.9320,5.5700,52000,
20:14:28:382357654,1600000|1700000|1600000|1900000,30.7531,14.2817,6.0301,52000,
20:14:28:883644837,1300000|1700000|1900000|1500000,29.9090,13.3993,5.9332,52000,
20:14:29:384744789,1600000|1600000|1900000|1900000,28.6849,12.3369,5.6983,53000,
20:14:29:885831287,2000000|2100000|1600000|1900000,27.0438,10.7542,5.5704,53000,
20:14:30:389140819,1800000|1900000|2200000|2000000,31.9947,15.6466,5.8754,53000,
20:14:30:890092810,1700000|2100000|1200000|2000000,26.6113,10.3785,5.2887,52000,
20:14:31:391311541,1600000|2100000|2000000|1200000,27.6646,11.2957,5.6322,53000,
20:14:31:892348117,1600000|1700000|1200000|1400000,27.7173,11.5029,5.5483,53000,
20:14:32:393530572,1900000|1700000|1500000|1900000,29.9922,13.5738,5.8090,53000,
20:14:32:894611725,1200000|1200000|1500000|1200000,28.8871,12.4406,5.5748,52000,
20:14:33:396052644,1900000|1200000|1200000|1200000,23.3423,7.2188,5.0323,52000,
20:14:33:897076707,1300000|2000000|1700000|1200000,32.4093,15.9620,5.7323,52000,
20:14:34:398126122,1200000|1200000|1500000|1200000,27.4380,11.0605,5.4201,52000,
20:14:34:899655189,1500000|1600000|1300000|1800000,26.1810,9.9588,5.3555,51000,
20:14:35:400911373,2100000|1600000|1600000|1500000,25.9040,9.6710,5.0544,53000,
20:14:35:901823978,1200000|1200000|1700000|1200000,26.9700,10.7439,5.1051,52000,
20:14:36:403384629,1900000|2000000|1800000|1500000,30.9086,14.4360,5.7581,53000,
20:14:36:904390661,1900000|2200000|1800000|2000000,26.3101,10.0093,5.4790,53000,
20:14:37:405328219,1800000|1300000|1500000|1200000,26.3973,10.2242,5.1687,52000,
20:14:37:906367122,1500000|1400000|1500000|1200000,28.1971,11.8176,5.4481,53000,
20:14:38:407702657,1200000|1400000|1200000|1900000,23.6969,7.4794,5.2201,51000,
20:14:38:909381971,1200000|1600000|1200000|1800000,25.6769,9.5223,5.2060,52000,
20:14:39:410869982,1200000|1200000|1200000|1200000,24.0383,7.8622,4.9806,51000,
20:14:39:912449069,1200000|1800000|1200000|1200000,25.9060,9.6602,5.2159,51000,
20:14:40:414043260,1800000|1200000|1200000|1200000,24.2460,8.1073,5.0298,50000,
20:14:40:915423388,2200000|2100000|2200000|1500000,22.1876,6.1208,4.9303,52000,
20:14:41:416365104,2200000|1200000|1300000|1200000,22.9801,6.8863,5.0608,51000,
20:14:41:917285447,1800000|1500000|1600000|1400000,28.8144,12.4972,5.4557,52000,
20:14:42:418351391,1800000|1300000|2100000|1400000,26.8789,10.6546,5.3532,52000,
20:14:42:919289489,1800000|1200000|1200000|1400000,25.4589,9.2719,5.1850,51000,
20:14:43:420428631,1700000|1400000|1300000|1500000,27.0468,10.7702,5.2076,52000,
20:14:43:921558195,1900000|1700000|2000000|1800000,27.3352,11.0883,5.5089,52000,
20:14:44:422619820,1900000|1500000|1900000|2000000,29.7525,13.3703,5.7063,53000,
20:14:44:923631634,1200000|2000000|1200000|1700000,30.2933,13.9170,5.7764,52000,
20:14:45:426752440,1300000|2100000|1200000|1500000,28.5869,12.3402,5.4679,52000,
20:14:45:928247646,1400000|1300000|1300000|1700000,27.2324,11.0156,5.2651,52000,
20:14:46:429631478,1800000|1700000|1300000|1800000,24.5018,8.4215,5.1204,52000,
20:14:46:930702105,1600000|1300000|1200000|1200000,30.5942,14.2060,5.7897,52000,
20:14:47:431950218,1700000|1600000|1300000|1800000,25.2637,9.1040,5.1568,53000,
20:14:47:933060754,1400000|1700000|1400000|1900000,25.0284,8.9113,5.0711,53000,
20:14:48:434103396,1300000|1200000|1200000|1700000,25.6085,9.4162,5.3360,51000,
20:14:48:935555467,2100000|1700000|1900000|1300000,26.2365,10.0863,5.0818,54000,
20:14:49:436565996,1900000|1500000|1800000|1600000,27.4314,11.2116,5.3838,53000,
20:14:49:937631077,1400000|1300000|1200000|1300000,28.4002,12.1089,5.5687,52000,
20:14:50:439112083,1600000|1800000|1600000|2100000,27.9571,11.7242,5.6856,54000,
20:14:50:940098383,2200000|2000000|1700000|1900000,28.5159,12.2492,5.4072,54000,
20:14:51:441014462,1800000|1800000|1600000|1900000,29.8675,13.5770,5.9024,53000,
20:14:51:942074558,1900000|2000000|2000000|1800000,27.8048,11.5043,5.5511,52000,
20:14:52:443208053,1700000|2100000|2100000|2000000,29.5117,13.2371,5.7086,53000,
20:14:52:944153638,1200000|1200000|1700000|1300000,24.6937,8.5331,5.1868,52000,
20:14:53:445786258,1600000|1200000|1800000|1300000,31.4779,15.1591,5.7773,53000,
20:14:53:946923939,1800000|2000000|1400000|1300000,28.3695,12.1860,5.3391,53000,
20:14:54:448029054,1200000|1200000|1200000|1200000,27.0337,10.7165,5.3239,52000,
20:14:54:954043565,1500000|1700000|1500000|1800000,26.0548,9.9977,5.1312,53000,
20:14:55:455119700,1200000|1700000|1900000|1900000,26.6378,10.3718,5.4668,53000,
20:14:55:956306007,1600000|1600000|2100000|2200000,27.8937,11.7646,5.5062,54000,
20:14:56:457195917,1500000|1300000|1200000|1200000,29.2136,12.8289,5.6716,52000,
20:14:56:958464146,2000000|1200000|1400000|1500000,27.6196,11.4733,5.2775,52000,
20:14:57:459472709,1200000|1800000|1200000|1200000,28.7311,12.5157,5.3880,53000,
20:14:57:960540739,2000000|2100000|1800000|1900000,30.4867,14.2173,5.6897,52000,
20:14:58:461829200,1300000|1200000|2100000|1200000,29.4211,13.1471,5.7131,53000,
20:14:58:966441716,2000000|1800000|1400000|1900000,26.9362,10.7734,5.4828,53000,
20:14:59:467438623,1500000|1200000|1300000|1400000,29.9379,13.6869,5.6923,53000,
20:14:59:968637455,1700000|1200000|1200000|1800000,30.8747,14.4825,5.8850,54000,
20:15:00:469801920,1400000|1300000|1500000|1200000,27.5933,11.4608,5.2612,53000,
20:15:00:971081217,1900000|1500000|1500000|1500000,25.3615,9.3380,4.9932,53000,
20:15:01:472132456,1200000|1300000|1900000|1200000,29.6244,13.3064,5.4685,51000,
20:15:01:973788888,1200000|1500000|1900000|1300000,29.7951,13.5531,5.6372,52000,
20:15:02:474830247,1600000|1200000|1800000|1600000,28.0902,11.9783,5.3204,53000,
20:15:02:976072987,1200000|1500000|1700000|2200000,29.1509,12.8939,5.3904,53000,
20:15:03:477155225,1200000|1700000|1300000|1800000,30.0402,13.7953,5.5977,52000,
20:15:03:979271871,2000000|1700000|2000000|2000000,27.3521,11.2330,5.3017,53000,
20:15:04:480273738,1200000|1200000|1200000|1200000,28.0159,11.7354,5.5378,51000,
20:15:04:981753561,1700000|1900000|2100000|2000000,27.3777,11.2209,5.2356,53000,
20:15:05:483380109,1200000|1200000|1800000|1200000,28.4035,12.2345,5.4502,52000,
20:15:05:984929948,1800000|1900000|1700000|1300000,26.6793,10.4803,5.5576,53000,
20:15:06:485986223,1400000|1300000|1200000|1700000,27.3184,11.1540,5.1789,53000,
20:15:06:987257843,2000000|1400000|1700000|1700000,25.1114,9.0756,4.8997,52000,
20:15:07:488507749,1200000|1300000|1400000|1900000,28.1999,11.9460,5.3272,52000,
20:15:07:990124905,1500000|1400000|1600000|2000000,23.9988,8.0133,4.8558,52000,
20:15:08:491420299,1200000|1200000|1500000|1200000,24.2161,8.1014,4.9031,52000,
20:15:08:992972320,1900000|1600000|1900000|1500000,24.7559,8.6798,5.1572,53000,
20:15:09:493989175,1300000|1600000|2100000|1400000,27.0944,10.7934,5.3631,53000,
20:15:09:995044395,1200000|1900000|2100000|1200000,26.5620,10.4442,5.0899,51000,
20:15:10:496604670,1800000|2100000|1800000|1200000,28.3339,12.1249,5.5646,52000,
20:15:10:997724121,1900000|1900000|2100000|2100000,26.7517,10.5877,5.3705,53000,
20:15:11:498671830,1700000|2000000|2100000|1900000,30.7343,14.3763,5.7380,53000,
20:15:11:999633024,1700000|1400000|1500000|1500000,27.0439,10.8675,5.2701,53000,
20:15:12:500789866,1900000|1200000|1200000|2000000,26.7961,10.6041,5.3859,52000,
20:15:13:  1901813,1400000|1200000|1200000|1400000,28.4201,12.2826,5.2987,52000,
20:15:13:503261708,1900000|1400000|1200000|1500000,30.1456,13.8028,5.6611,53000,
20:15:14:  4564015,1800000|2200000|1900000|2000000,27.9398,11.7802,5.1727,53000,
20:15:14:505602758,1900000|2000000|1400000|2100000,24.8504,8.7891,4.8346,53000,
20:15:15:  6549449,2000000|2000000|1200000|1500000,30.4552,14.0252,5.8223,53000,
20:15:15:507532104,1700000|1400000|1700000|1200000,30.8164,14.3934,5.6060,53000,
20:15:16: 11804181,1900000|1600000|1600000|1500000,26.8569,10.5518,5.2814,53000,
20:15:16:512851427,1500000|1700000|1900000|1700000,26.3242,10.1789,5.1917,53000,
20:15:17: 13955582,1600000|1800000|1500000|1400000,26.0330,9.8510,4.9416,52000,
20:15:17:516938403,1800000|2100000|1700000|1700000,27.4059,11.2694,5.2809,54000,
20:15:18: 17953163,1200000|1200000|2000000|1700000,24.9570,8.7946,5.2942,52000,
20:15:18:520087577,1600000|1200000|1200000|1900000,27.1317,10.9087,5.2995,53000,
20:15:19: 21086988,1500000|1200000|1200000|1900000,28.5798,12.3167,5.2308,53000,
20:15:19:522428468,1200000|1400000|2000000|1500000,28.0245,11.8248,5.1492,53000,
20:15:20: 23638088,1700000|1200000|1500000|1300000,27.5647,11.4570,5.1679,53000,
20:15:20:524842338,1300000|1400000|1800000|1700000,28.6914,12.3757,5.5929,53000,
20:15:21: 26183234,1700000|1300000|1500000|1900000,30.3073,14.0745,5.7378,54000,
20:15:21:527363477,1200000|1600000|1500000|1200000,28.9095,12.6545,5.5559,52000,
20:15:22: 28960702,2100000|2200000|1800000|1800000,29.9415,13.5826,5.6886,54000,
20:15:22:529885210,2100000|1200000|1700000|2100000,31.0011,14.7337,5.9164,53000,
20:15:23: 30853663,2200000|1500000|2000000|2000000,32.4823,16.1984,5.8714,55000,
20:15:23:531750410,1200000|1200000|1900000|1500000,26.1337,9.9834,5.2011,53000,
20:15:24: 32841294,1700000|2000000|1800000|1700000,27.9126,11.6258,5.4445,53000,
20:15:24:533945493,2100000|1300000|1900000|1500000,29.8401,13.6868,5.6208,54000,
20:15:25: 34912709,1900000|1300000|1600000|1900000,30.1246,13.8446,5.7560,53000,
20:15:25:535971738,1700000|1300000|1400000|1300000,28.0645,11.7797,5.4276,52000,
20:15:26: 37135200,2100000|1900000|1800000|2100000,29.9843,13.8120,5.4370,54000,
20:15:26:538048796,2200000|1600000|1600000|1900000,32.5257,16.1315,6.0319,54000,
20:15:27: 38969247,2200000|1400000|1200000|1700000,27.8769,11.6660,5.5941,53000,
20:15:27:540341106,1900000|2100000|1900000|1900000,31.3816,15.0783,5.9736,54000,
20:15:28: 41267398,2200000|1900000|1900000|1500000,31.6654,15.2729,5.8316,54000,
20:15:28:543033332,1200000|1900000|2000000|1300000,32.0309,15.8146,5.8521,54000,
20:15:29: 44170039,1700000|1500000|1400000|2100000,29.7847,13.5814,5.4987,53000,
20:15:29:545374552,1600000|1500000|1500000|1500000,30.2948,13.9046,5.8401,53000,
20:15:30: 46546855,2000000|1500000|1700000|1500000,29.1667,13.0052,5.6022,53000,
20:15:30:547551669,2000000|1400000|1500000|1500000,31.9703,15.6308,5.9253,53000,
20:15:31: 48587195,1700000|1600000|1900000|1800000,28.4366,12.1132,5.5996,54000,
