Processor Power_0 (Watt)IA Power_0 (Watt)
8.4781
7.8721
7.1526
5.9555
7.8540
6.0180
6.9117
7.8693
5.9727
6.5532
7.8117
7.1074
7.4286
7.0712
7.7929
6.3562
6.6281
7.3697
6.2455
7.5582
7.9027
6.5818
6.7560
6.4831
7.7022
7.0019
7.7593
7.5006
6.6496
6.5192
7.8695
7.7718
6.5016
7.6139
7.8075
6.0998
8.3330
7.6809
6.8693
7.2708
8.5172
8.4930
7.8538
8.6767
8.5184
7.2515
6.9294
7.8113
15.4777
37.5747
37.4750
37.4894
37.7591
37.4909
37.7545
37.5003
37.5204
37.7576
37.5237
37.7962
37.5227
37.5401
37.7909
37.5511
37.5623
37.8047
37.5457
37.7819
37.5798
37.6763
37.9161
37.6872
37.9481
37.6755
37.9438
37.6768
37.6920
37.9354
37.6909
37.7038
37.9354
37.7271
37.9833
37.7310
37.9937
37.7426
37.7228
37.9609
39.5441
41.4946
41.2147
41.4693
41.2018
41.5115
41.2559
41.5211
41.2609
41.5218
41.2126
41.5139
41.1845
41.4249
41.2753
41.4543
41.2656
41.5449
41.1971
41.5070
41.1376
41.4810
41.2204
41.4920
41.2326
41.4517
41.1884
41.5001
41.1905
41.4829
41.1590
41.4742
41.0827
41.4382
41.2268
41.4213
41.1931
41.5308
41.2140
41.4858
41.5293
41.9287
41.6671
41.9815
41.9409
41.6845
41.9175
41.6409
41.9173
41.6048
41.5778
41.8682
41.8559
41.6152
41.8504
41.6412
41.9490
41.6263
41.8405
41.6234
42.6837
42.5268
42.7621
42.4338
42.7724
42.4294
42.7515
42.4844
42.7725
42.7511
42.4843
42.7709
42.4617
42.7540
42.5031
42.7468
42.5090
42.7539
42.4423
42.7409
36.3774
36.5895
36.3931
36.3871
36.6299
36.3409
36.5711
36.3540
36.3993
36.5702
36.3445
36.3319
36.6178
36.3823
36.6014
36.3307
36.3300
36.5515
36.3209
37.0577
41.2166
41.3894
41.1077
41.3916
41.1282
41.3469
41.0867
41.3269
41.1732
41.3737
41.0757
41.3565
41.0635
41.3505
41.0804
41.3986
41.0898
41.3524
41.0793
41.4162
41.1007
41.3961
41.0893
41.3174
41.1210
41.3482
41.0377
41.3849
41.1025
41.3448
41.1205
41.3565
41.4092
41.1155
41.3526
41.1167
41.1087
41.4073
41.3464
41.6928
43.3629
43.0289
43.2523
43.0765
43.2690
43.0435
43.2451
42.9481
43.3477
43.3468
43.0086
43.2593
42.9505
43.2968
43.0715
43.3873
43.3760
43.0122
43.2055
43.1747
43.2392
43.1200
43.0982
43.3335
43.4105
42.8876
43.4231
43.1359
43.3350
43.1978
43.3619
43.4315
43.0928
43.5115
43.4482
43.0039
43.4851
43.1969
43.3437
43.1330
43.5131
43.5030
42.9929
43.6797
43.0125
43.6256
42.9922
43.3898
43.4418
43.0701
43.4829
43.3314
43.1327
43.3264
43.3120
43.3996
43.3793
43.0937
43.5657
38.2954
36.6238
36.3804
36.6290
36.3807
36.3718
36.6212
36.3814
36.6181
36.3803
36.3882
36.6247
36.3727
36.6142
36.3615
36.3635
36.6229
36.3636
36.3815
36.5990
40.3164
41.3552
41.1354
41.3800
41.0948
41.3543
41.1320
41.3932
41.1357
41.3511
41.3906
41.1126
41.3620
41.1143
41.3854
41.1471
41.4164
41.0634
41.4037
41.0797
42.7005
42.4971
42.7809
42.5250
42.7767
42.4425
42.7688
42.5286
42.8146
42.4950
42.7703
42.4682
42.7448
42.7679
42.4653
42.7813
42.4779
42.8065
42.4783
42.8806
43.1772
43.5693
43.3616
42.9683
43.5359
43.3474
43.5648
43.3008
43.2809
43.2027
43.3236
43.1452
43.4388
43.3736
43.2808
43.3659
43.1273
43.4426
43.6046
43.1840
43.7002
43.4326
43.3937
43.4575
43.4663
43.3936
43.5792
43.6528
43.4453
43.5311
43.5675
43.4423
43.4658
43.3915
43.6460
43.4871
43.2463
43.5802
43.6528
43.4060
43.3512
43.7665
43.4616
43.4280
43.4142
43.7440
43.1945
43.5498
43.6859
43.2536
43.5860
43.4061
43.3809
43.3538
43.4551
43.5010
43.6722
43.1221
43.6145
40.7838
37.2859
37.3126
37.5511
37.3088
37.2940
37.5210
37.2937
37.5412
37.2773
37.2813
37.5297
37.2612
37.5353
37.2966
37.5374
37.2768
37.2719
37.5370
37.2689
39.8216
41.1493
41.1542
41.4501
41.3835
41.1192
41.3720
41.1058
41.3527
41.1880
41.4482
41.0893
41.4089
41.1706
41.3805
41.1457
41.4551
41.1693
41.4112
41.1111
42.8478
43.1636
43.3276
43.3727
43.1024
43.4170
43.0851
43.4378
43.0839
43.3650
43.4139
43.1326
43.3473
43.1038
43.3964
43.1033
43.3923
42.9874
43.3057
43.2455
43.2075
43.6984
43.1667
43.7475
43.5197
43.2412
43.7670
43.4581
43.4731
43.4176
43.7985
43.4381
43.4710
43.7387
43.2400
43.7672
43.4695
43.4334
43.5713
43.5078
43.3833
43.8051
43.4718
43.5612
43.5865
43.7064
43.3849
43.7746
43.6620
43.5496
43.5544
43.5679
43.3722
43.8894
43.5820
43.4846
43.7501
43.8295
43.1689
43.7010
43.6427
43.4827
43.5441
43.8116
43.5186
43.4889
43.8411
43.3433
43.6108
43.8169
43.4134
43.8864
43.5877
43.4599
43.7935
43.5730
43.5262
43.6199
43.4664
42.1446
36.4224
36.6913
36.4558
36.6929
36.4447
36.4309
36.6771
36.4225
36.4427
36.6878
36.4282
36.4362
36.6705
36.4408
36.6582
36.4389
36.4191
36.6806
36.4198
39.0834
43.0978
43.3427
42.9857
43.3768
43.1327
43.3460
42.9948
43.3779
43.4475
43.0863
43.3138
43.1127
43.4034
43.0818
43.3973
43.2251
43.4295
43.3758
43.0605
43.5444
43.2952
43.7761
43.4814
43.3135
43.5007
43.5968
43.2666
43.6549
43.7279
43.2173
43.6733
43.3745
43.6708
43.6419
43.4467
43.5957
43.2899
43.6496
43.4867
43.4969
43.8551
43.6485
43.6136
43.7600
43.6467
43.8178
43.6342
43.4590
43.8463
43.6467
43.7342
43.6391
43.6948
43.6355
43.6121
43.9603
43.8067
43.3913
43.9249
43.9092
43.6676
43.6746
43.8903
43.6262
43.9678
43.7070
43.5359
43.8401
44.0410
43.4648
43.7973
43.8494
43.6394
43.9160
43.6956
43.8800
43.6825
44.0235
43.8363
43.4799
43.8324
43.7920
44.0091
43.5849
43.8021
43.8667
43.4169
43.8558
43.9005
43.6680
44.0466
43.8670
43.5841
43.9660
44.0557
43.6801
43.6241
43.5246
43.7046
8.2846
7.3816
8.1388
7.6556
7.0868
8.1471
7.7559
8.3409
7.9683
7.1225
8.4633
8.2398
7.9149
7.2161
7.5831
7.1470
6.4631
7.7321
7.5557
7.1669
7.3969
7.2150
7.2261
6.9228
6.8793
8.0773
7.9008
7.5522
7.1865
6.7263
7.4549
7.1631
8.0103
7.1164
7.3386
6.9085
7.1761
7.2531
6.5959
7.8477
6.4025
7.2986
7.4229
7.0226
6.6427
7.4879
7.2607
7.2872
7.3470
6.7238
6.6451
6.8870
7.5697
6.5247
7.4670
7.3912
7.1714
7.4805
7.1123
7.4291
7.0078
7.2828
6.2688
7.4718
6.8899
8.3069
7.1996
6.9066
6.5940
7.0480
8.0960
6.9047
6.8884
6.6952
7.1149
6.6829
6.3171
7.0327
7.4105
7.0400
6.6388
6.9639
6.6168
6.8222
7.0550
7.2239
7.5339
6.3876
6.6177
6.8398
7.5835
7.2733
6.9468
8.1274
6.3471
6.8123
7.3062
6.3553
7.2799
6.9820
7.4744
7.5191
6.6476
7.5166
7.1672
7.2957
7.0377
6.8908
7.2608
6.5480
7.6298
6.6018
6.9285
7.8195
7.1835
6.5659
7.5742
6.3314
8.3846
8.8845
8.3116
7.8640
9.8275
10.9091
8.2033
7.3912
7.6779
8.3309
6.7411
7.7623
7.4706
7.9384
7.4669
7.7633
8.2315
7.2131
6.8811
7.6219
