45190.383220591,250000000,250000
45193.383365182,250000000,500000
45196.383446979,250000000,1000000
45199.383547606,250000000,2000000
45202.383669875,250000000,2500000
45205.383792426,250000000,3000000
45208.383919558,500000000,500000
45211.383998239,500000000,1000000
45214.384098904,500000000,2000000
45217.384222766,500000000,4000000
45220.384348661,500000000,5000000
45223.384486973,500000000,6000000
45226.384644804,750000000,750000
45229.384737517,750000000,1500000
45232.384825509,750000000,3000000
45235.384939754,750000000,6000000
45238.385067338,750000000,7500000
45241.385252552,750000000,9000000
45244.385467316,1000000000,1000000
45247.385580134,1000000000,2000000
45250.385680187,1000000000,4000000
45253.385810893,1000000000,8000000
45256.385945445,1000000000,10000000
45259.386084762,1000000000,12000000
45262.386239253,2000000000,2000000
45265.386339106,2000000000,4000000
45268.386442039,2000000000,8000000
45271.386601194,2000000000,16000000
45274.386780238,2000000000,20000000
45277.386957901,2000000000,24000000
