,,45199.177368563,41.1971,7.5522,56,
,,45199.328263957,41.5070,7.4762,56,
,,45199.479194825,41.1376,7.5802,56,
,,45199.630080648,41.4810,7.5675,56,
,,45199.780966918,41.2204,7.7571,56,
,,45199.931862171,41.4920,7.6291,56,
,,45200.082773936,41.2326,7.6472,56,
,,45200.233677998,41.4517,7.6983,56,
,,45200.384603918,41.1884,7.6554,56,
,,45200.53547945,41.5001,7.7129,56,
,,45200.686365779,41.1905,7.7638,57,
,,45200.837249349,41.4829,7.687,56,
,,45200.988161365,41.1590,7.758,57,
,,45201.13907099,41.4742,7.6857,56,
,,45201.289960018,41.0827,7.7526,57,
,,45201.440838986,41.4382,7.7065,56,
,,45201.591723409,41.2268,7.7083,56,
,,45201.742678119,41.4213,7.6182,56,
,,45201.893571386,41.1931,7.7332,57,
,,45202.044494195,41.5308,7.6926,56,
,,45202.195408976,41.2140,7.7245,56,
,,45202.346288923,41.4858,7.6559,56,
,,45202.497175561,41.5293,8.2356,56,
,,45202.648072281,41.9287,8.3766,56,
,,45202.799014999,41.6671,8.6381,56,
,,45202.949904342,41.9815,8.4785,57,
,,45203.100791376,41.9409,8.558,57,
,,45203.251712545,41.6845,8.3238,56,
,,45203.40265346,41.9175,8.546,57,
,,45203.553549534,41.6409,8.5726,57,
,,45203.70445787,41.9173,8.4476,57,
,,45203.855401111,41.6048,8.446,57,
,,45204.006318107,41.5778,8.4319,57,
,,45204.157213665,41.8682,8.4017,57,
,,45204.308119248,41.8559,8.2518,56,
,,45204.459044274,41.6152,8.4259,57,
,,45204.609961583,41.8504,8.2667,57,
,,45204.760856899,41.6412,8.6347,57,
,,45204.911754444,41.9490,8.187,56,
,,45205.062675113,41.6263,8.3539,56,
,,45205.213591568,41.8405,8.1055,57,
,,45205.3644995,41.6234,8.5733,56,
,,45205.515402743,42.6837,8.3641,56,
,,45205.666308765,42.5268,8.4678,56,
,,45205.817218814,42.7621,8.4037,56,
,,45205.968135394,42.4338,8.4345,57,
,,45206.119113056,42.7724,8.3002,57,
,,45206.270045134,42.4294,8.424,56,
,,45206.420976289,42.7515,8.3102,57,
,,45206.571887942,42.4844,8.4391,57,
,,45206.722829,42.7725,8.3607,57,
,,45206.87375202,42.7511,8.4035,56,
,,45207.024663759,42.4843,8.2914,57,
,,45207.175607958,42.7709,8.3775,56,
,,45207.326570078,42.4617,8.4196,57,
,,45207.477494174,42.7540,8.2984,56,
,,45207.628407092,42.5031,8.4237,57,
,,45207.779360614,42.7468,8.3516,57,
,,45207.930252538,42.5090,8.4399,56,
,,45208.081149849,42.7539,8.387,57,
,,45208.232065603,42.4423,8.3237,58,
,,45208.382995461,42.7409,8.3205,57,
,,45208.533905777,36.3774,4.8458,57,
,,45208.684717034,36.5895,4.5995,58,
,,45208.835486545,36.3931,4.5689,57,
,,45208.986249869,36.3871,4.6585,57,
,,45209.137019649,36.6299,4.6263,57,
,,45209.287794703,36.3409,4.6534,57,
,,45209.438582767,36.5711,4.6227,58,
,,45209.589349387,36.3540,4.624,57,
,,45209.740117149,36.3993,4.5922,56,
,,45209.890895706,36.5702,4.6236,57,
,,45210.041661026,36.3445,4.6564,57,
,,45210.192434768,36.3319,4.6196,56,
,,45210.343219745,36.6178,4.6215,56,
,,45210.493991783,36.3823,4.6558,57,
,,45210.644767398,36.6014,4.5924,57,
,,45210.795542271,36.3307,4.5917,57,
,,45210.946309403,36.3300,4.6535,56,
,,45211.097083054,36.5515,4.5604,57,
,,45211.247857372,36.3209,4.6544,56,
,,45211.398662927,37.0577,4.7962,57,
,,45211.549566589,41.2166,7.4464,57,
,,45211.700497107,41.3894,7.435,56,
,,45211.851504208,41.1077,7.5032,57,
,,45212.002414589,41.3916,7.4264,58,
,,45212.153293036,41.1282,7.5525,57,
,,45212.30420678,41.3469,7.4887,58,
,,45212.45513302,41.0867,7.5687,57,
,,45212.606037123,41.3269,7.4981,58,
,,45212.75692175,41.1732,7.4865,57,
,,45212.907822539,41.3737,7.5046,58,
,,45213.058740313,41.0757,7.5867,57,
,,45213.209617654,41.3565,7.4876,57,
,,45213.360498237,41.0635,7.5168,57,
,,45213.511403534,41.3505,7.5133,58,
,,45213.662292308,41.0804,7.6044,58,
,,45213.813230492,41.3986,7.436,58,
,,45213.964123091,41.0898,7.5545,58,
,,45214.115051208,41.3524,7.4977,57,
,,45214.265939109,41.0793,7.5805,58,
,,45214.416839405,41.4162,7.5572,58,
,,45214.567726492,41.1007,7.7336,58,
,,45214.718662297,41.3961,7.6727,58,
,,45214.869550121,41.0893,7.7663,58,
,,45215.020443364,41.3174,7.6764,58,
,,45215.171355157,41.1210,7.7292,58,
,,45215.322264859,41.3482,7.6956,58,
,,45215.473133682,41.0377,7.7062,57,
,,45215.624042245,41.3849,7.7021,57,
,,45215.774963532,41.1025,7.7446,57,
,,45215.925858481,41.3448,7.646,58,
,,45216.076749189,41.1205,7.7493,58,
,,45216.227656238,41.3565,7.623,58,
,,45216.378587936,41.4092,7.7289,57,
,,45216.529486011,41.1155,7.5803,57,
,,45216.68039431,41.3526,7.7371,57,
,,45216.831296039,41.1167,7.6525,57,
,,45216.982192647,41.1087,7.7245,58,
,,45217.133094663,41.4073,7.6904,57,
,,45217.2839949,41.3464,7.7278,56,
,,45217.434924882,41.6928,8.2209,57,
,,45217.585869659,43.3629,9.5929,58,
,,45217.736755831,43.0289,9.5671,58,
,,45217.887722886,43.2523,9.6282,58,
,,45218.038720034,43.0765,9.5594,58,
,,45218.189635068,43.2690,9.5853,57,
,,45218.34055957,43.0435,9.6342,57,
,,45218.491488881,43.2451,9.5657,57,
,,45218.642451431,42.9481,9.6374,57,
,,45218.793371247,43.3477,9.4583,57,
,,45218.944353102,43.3468,9.614,58,
,,45219.095299364,43.0086,9.5516,58,
,,45219.246238258,43.2593,9.586,58,
,,45219.397169717,42.9505,9.5513,57,
,,45219.548198314,43.2968,9.562,58,
,,45219.699192811,43.0715,9.5338,57,
,,45219.850129425,43.3873,9.5408,58,
,,45220.001101577,43.3760,9.6083,58,
,,45220.152080897,43.0122,9.5596,57,
,,45220.303027617,43.2055,9.5579,58,
,,45220.454028215,43.1747,10.073,58,
,,45220.605006532,43.2392,9.4436,58,
,,45220.75602814,43.1200,9.8822,57,
,,45220.907395813,43.0982,9.5179,58,
,,45221.058374213,43.3335,9.6221,57,
,,45221.209338207,43.4105,10.036,58,
,,45221.360372542,42.8876,9.4491,58,
,,45221.511353072,43.4231,9.8799,57,
,,45221.662329227,43.1359,9.8093,58,
,,45221.813278599,43.3350,9.5776,58,
,,45221.964214758,43.1978,9.9399,57,
,,45222.115245531,43.3619,9.9266,58,
,,45222.266259903,43.4315,9.8896,58,
,,45222.417216864,43.0928,9.5988,58,
,,45222.568228517,43.5115,10.014,58,
,,45222.71920145,43.4482,9.7411,58,
,,45222.870214348,43.0039,9.4941,58,
,,45223.021115722,43.4851,9.9877,58,
,,45223.172084366,43.1969,9.9267,58,
,,45223.323191747,43.3437,9.8051,58,
,,45223.474217496,43.1330,9.8347,58,
,,45223.625181341,43.5131,10.14,58,
,,45223.776209142,43.5030,10.197,58,
,,45223.927210985,42.9929,9.5826,58,
,,45224.078850903,43.6797,10.393,58,
,,45224.229896069,43.0125,9.6419,58,
,,45224.380878699,43.6256,10.584,58,
,,45224.531914733,42.9922,9.7862,58,
,,45224.682975751,43.3898,9.8402,58,
,,45224.833939682,43.4418,10.057,58,
,,45224.984889609,43.0701,9.7489,58,
,,45225.135984363,43.4829,10.132,58,
,,45225.287003657,43.3314,9.8303,58,
,,45225.437997407,43.1327,9.9421,58,
,,45225.588990167,43.3264,9.678,58,
,,45225.740025259,43.3120,10.479,58,
,,45225.891013743,43.3996,9.862,57,
,,45226.042004378,43.3793,9.8619,58,
,,45226.193066923,43.0937,9.9083,58,
,,45226.3440342,43.5657,10.362,58,
,,45226.495065785,38.2954,6.2721,58,
,,45226.645900191,36.6238,4.5996,58,
,,45226.796668134,36.3804,4.631,58,
,,45226.947440746,36.6290,4.6295,58,
,,45227.098209261,36.3807,4.659,58,
,,45227.248981934,36.3718,4.6234,57,
,,45227.399746409,36.6212,4.6253,58,
,,45227.550512013,36.3814,4.654,58,
,,45227.701272751,36.6181,4.623,58,
,,45227.852042657,36.3803,4.6235,58,
,,45228.002820973,36.3882,4.6231,58,
,,45228.15358539,36.6247,4.6229,58,
,,45228.30435265,36.3727,4.5918,58,
,,45228.455134738,36.6142,4.6222,58,
,,45228.605901524,36.3615,4.6215,58,
,,45228.75667276,36.3635,4.653,58,
,,45228.90744009,36.6229,4.6213,58,
,,45229.058238248,36.3636,4.6205,58,
,,45229.20900561,36.3815,4.6202,58,
,,45229.359777116,36.5990,4.6215,58,
,,45229.510584578,40.3164,7.0645,58,
,,45229.661629896,41.3552,7.5282,58,
,,45229.812526165,41.1354,7.6035,58,
,,45229.96342235,41.3800,7.492,58,
,,45230.114326371,41.0948,7.6775,58,
,,45230.265228658,41.3543,7.4602,58,
,,45230.4161117,41.1320,7.6475,58,
,,45230.567028879,41.3932,7.5849,58,
,,45230.717914381,41.1357,7.6479,58,
,,45230.868804979,41.3511,7.6142,58,
,,45231.01970318,41.3906,7.6186,58,
,,45231.170624291,41.1126,7.5784,58,
,,45231.321534746,41.3620,7.6468,58,
,,45231.472432225,41.1143,7.618,58,
,,45231.62334282,41.3854,7.5781,58,
,,45231.774253883,41.1471,7.5817,58,
,,45231.925127691,41.4164,7.5302,59,
,,45232.076043066,41.0634,7.6173,58,
,,45232.226957986,41.4037,7.6292,58,
,,45232.377855753,41.0797,7.6416,58,
,,45232.528751456,42.7005,8.3011,58,
,,45232.679671354,42.4971,8.3926,57,
,,45232.830634529,42.7809,8.3089,58,
,,45232.981551849,42.5250,8.425,58,
,,45233.132481514,42.7767,8.3295,58,
,,45233.283408969,42.4425,8.4407,58,
,,45233.4343504,42.7688,8.3788,59,
,,45233.585253874,42.5286,8.3359,58,
,,45233.736170007,42.8146,8.3586,57,
,,45233.887111543,42.4950,8.4422,58,
,,45234.038047405,42.7703,8.3391,57,
,,45234.188967656,42.4682,8.4397,58,
,,45234.33988325,42.7448,8.4063,58,
,,45234.490839907,42.7679,8.3801,58,
,,45234.641761159,42.4653,8.4653,58,
,,45234.792693103,42.7813,8.3448,58,
,,45234.943606006,42.4779,8.4901,58,
,,45235.094505495,42.8065,8.3825,58,
,,45235.245437893,42.4783,8.4563,58,
,,45235.396347226,42.8806,8.393,58,
,,45235.547366883,43.1772,10.101,59,
,,45235.698353804,43.5693,10.159,58,
,,45235.849349715,43.3616,9.7058,58,
,,45236.000396643,42.9683,9.6362,58,
,,45236.151392433,43.5359,10.345,58,
,,45236.302358959,43.3474,10.622,58,
,,45236.453391129,43.5648,10.303,58,
,,45236.604499835,43.3008,9.8279,58,
,,45236.755640691,43.2809,9.6358,59,
,,45236.906683578,43.2027,10.289,58,
,,45237.057795714,43.3236,9.6906,58,
,,45237.208761991,43.1452,10.118,58,
,,45237.359721709,43.4388,9.7529,58,
,,45237.510745428,43.3736,9.8851,59,
,,45237.661778713,43.2808,10.506,58,
,,45237.812754252,43.3659,9.6573,58,
,,45237.963719785,43.1273,10.095,58,
,,45238.114817261,43.4426,10.071,58,
,,45238.265750366,43.6046,10.443,58,
,,45238.416699366,43.1840,10.033,58,
,,45238.567825274,43.7002,10.469,58,
,,45238.718884606,43.4326,9.7982,58,
,,45238.86999176,43.3937,10.707,58,
,,45239.021058052,43.4575,9.8858,58,
,,45239.172174805,43.4663,9.9932,58,
,,45239.32321539,43.3936,10.531,58,
,,45239.474260486,43.5792,10.277,58,
,,45239.625241151,43.6528,10.321,58,
,,45239.776284882,43.4453,10.654,58,
,,45239.927259991,43.5311,9.9522,58,
,,45240.078269099,43.5675,10.189,58,
,,45240.229340541,43.4423,10.735,58,
,,45240.380418224,43.4658,9.9027,58,
,,45240.531389485,43.3915,10.447,58,
,,45240.682508405,43.6460,10.436,58,
,,45240.833568904,43.4871,9.9853,58,
,,45240.984600963,43.2463,10.061,59,
,,45241.135713959,43.5802,10.244,58,
,,45241.286835418,43.6528,10.568,58,
,,45241.4378396,43.4060,9.7486,59,
,,45241.588931747,43.3512,10.623,59,
,,45241.73996451,43.7665,10.692,59,
,,45241.891023417,43.4616,10.215,58,
,,45242.042113682,43.4280,10.685,58,
,,45242.19318797,43.4142,10.018,58,
,,45242.344225635,43.7440,10.596,59,
,,45242.495325979,43.1945,10.2,59,
,,45242.646435578,43.5498,10.257,59,
,,45242.797434808,43.6859,10.542,58,
,,45242.948399625,43.2536,10.31,58,
,,45243.099452664,43.5860,10.31,58,
,,45243.250454272,43.4061,10.064,58,
,,45243.40140231,43.3809,10.588,59,
,,45243.552504085,43.3538,10.01,58,
,,45243.703437407,43.4551,10.697,58,
,,45243.854444806,43.5010,10.277,58,
,,45244.005520176,43.6722,10.594,58,
,,45244.156680476,43.1221,10.194,58,
,,45244.307760112,43.6145,10.48,59,
,,45244.458808845,40.7838,8.1042,58,
,,45244.609654693,37.2859,4.6006,58,
,,45244.760433288,37.3126,4.6624,58,
,,45244.911216132,37.5511,4.6286,58,
,,45245.061994381,37.3088,4.6564,58,
,,45245.212769838,37.2940,4.5962,58,
,,45245.363547975,37.5210,4.6265,58,
,,45245.514330568,37.2937,4.6573,58,
,,45245.665114226,37.5412,4.628,58,
,,45245.815894117,37.2773,4.6551,58,
,,45245.966682685,37.2813,4.6242,58,
,,45246.117459545,37.5297,4.6248,58,
,,45246.268243042,37.2612,4.6557,58,
,,45246.419030317,37.5353,4.6279,58,
,,45246.569808781,37.2966,4.6543,58,
,,45246.720583118,37.5374,4.6246,58,
,,45246.871361758,37.2768,4.622,58,
,,45247.022139596,37.2719,4.6533,58,
,,45247.172910053,37.5370,4.6248,58,
,,45247.323690879,37.2689,4.6248,58,
,,45247.474485706,39.8216,6.3022,58,
,,45247.625407626,41.1493,7.6714,58,
,,45247.776308291,41.1542,7.7386,58,
,,45247.927223379,41.4501,7.7098,58,
,,45248.078112047,41.3835,7.6525,58,
,,45248.229004023,41.1192,7.6991,58,
,,45248.379877521,41.3720,7.7301,58,
,,45248.530798732,41.1058,7.6512,58,
,,45248.681699029,41.3527,7.7388,58,
,,45248.832596522,41.1880,7.7277,59,
,,45248.983487703,41.4482,7.647,58,
,,45249.134581285,41.0893,7.6751,59,
,,45249.285529665,41.4089,7.6869,58,
,,45249.436416005,41.1706,7.7386,58,
,,45249.587337121,41.3805,7.5662,58,
,,45249.738232443,41.1457,7.7053,59,
,,45249.889131831,41.4551,7.6332,58,
,,45250.040021253,41.1693,7.6359,59,
,,45250.190944254,41.4112,7.6559,58,
,,45250.341847014,41.1111,7.7309,59,
,,45250.492748454,42.8478,8.9344,59,
,,45250.643689178,43.1636,9.6101,58,
,,45250.794651303,43.3276,9.6028,59,
,,45250.945609844,43.3727,9.6068,59,
,,45251.09652648,43.1024,9.6273,59,
,,45251.247459834,43.4170,9.5677,60,
,,45251.398395669,43.0851,9.5502,58,
,,45251.549367776,43.4378,9.5505,60,
,,45251.700319353,43.0839,9.5493,59,
,,45251.851361981,43.3650,9.5603,59,
,,45252.002326236,43.4139,9.5942,58,
,,45252.153284498,43.1326,9.5659,59,
,,45252.304242457,43.3473,9.4569,59,
,,45252.455220388,43.1038,9.6205,59,
,,45252.606143295,43.3964,9.5481,59,
,,45252.757049559,43.1033,9.5207,58,
,,45252.907972686,43.3923,9.5579,59,
,,45253.05892166,42.9874,9.6091,59,
,,45253.20988213,43.3057,9.5199,59,
,,45253.360839188,43.2455,9.5381,59,
,,45253.511770212,43.2075,9.9908,59,
,,45253.66275459,43.6984,10.543,59,
,,45253.813893276,43.1667,10.142,59,
,,45253.964939543,43.7475,10.724,58,
,,45254.115939522,43.5197,10.069,59,
,,45254.266976701,43.2412,10.245,58,
,,45254.417980154,43.7670,10.601,59,
,,45254.569076176,43.4581,10.15,59,
,,45254.720144872,43.4731,10.768,58,
,,45254.871262986,43.4176,10.061,59,
,,45255.022213892,43.7985,10.534,59,
,,45255.173245024,43.4381,10.623,59,
,,45255.324378426,43.4710,10.176,59,
,,45255.475473394,43.7387,10.648,58,
,,45255.626596611,43.2400,10.405,59,
,,45255.777629415,43.7672,10.681,59,
,,45255.928668211,43.4695,10.169,58,
,,45256.079791047,43.4334,10.788,59,
,,45256.230826047,43.5713,10.369,58,
,,45256.381924377,43.5078,10.197,58,
,,45256.532954895,43.3833,10.427,59,
,,45256.684096204,43.8051,10.664,59,
,,45256.835154291,43.4718,9.9447,58,
,,45256.986191602,43.5612,10.77,59,
,,45257.137216325,43.5865,10.208,58,
,,45257.288377938,43.7064,10.507,60,
,,45257.439372953,43.3849,10.272,59,
,,45257.590417455,43.7746,10.611,58,
,,45257.741480174,43.6620,10.302,59,
,,45257.892502086,43.5496,10.715,60,
,,45258.043623673,43.5544,10.149,59,
,,45258.194778624,43.5679,10.239,58,
,,45258.345776519,43.3722,10.41,59,
,,45258.496730802,43.8894,10.603,58,
,,45258.647852763,43.5820,10.187,59,
,,45258.798879242,43.4846,10.452,58,
,,45258.949854376,43.7501,10.426,59,
,,45259.100871435,43.8295,10.686,59,
,,45259.251999882,43.1689,9.9643,58,
,,45259.403025199,43.7010,10.498,59,
,,45259.554045575,43.6427,10.195,59,
,,45259.705044039,43.4827,10.475,59,
,,45259.856290864,43.5441,10.107,59,
,,45260.007400958,43.8116,10.598,58,
,,45260.158445394,43.5186,10.577,59,
,,45260.309631144,43.4889,10.097,58,
,,45260.460701323,43.8411,10.457,58,
,,45260.611829727,43.3433,10.215,58,
,,45260.763050697,43.6108,10.308,58,
,,45260.914257934,43.8169,10.699,59,
,,45261.065879777,43.4134,10.173,59,
,,45261.216995624,43.8864,10.722,59,
,,45261.368000345,43.5877,10.068,58,
,,45261.519039699,43.4599,10.454,58,
,,45261.67008068,43.7935,10.396,58,
,,45261.821101095,43.5730,10.036,59,
,,45261.97209844,43.5262,10.639,58,
,,45262.123123206,43.6199,10.186,58,
,,45262.274155612,43.4664,10.445,59,
,,45262.425151389,42.1446,9.4101,59,
,,45262.575988787,36.4224,4.6322,58,
,,45262.726773582,36.6913,4.5961,59,
,,45262.877540027,36.4558,4.627,58,
,,45263.028308229,36.6929,4.6266,59,
,,45263.179092068,36.4447,4.6276,59,
,,45263.329864979,36.4309,4.6507,58,
,,45263.480643017,36.6771,4.6227,59,
,,45263.631412236,36.4225,4.6212,59,
,,45263.782178149,36.4427,4.6558,60,
,,45263.932944911,36.6878,4.6227,59,
,,45264.083718338,36.4282,4.6534,58,
,,45264.234490864,36.4362,4.5932,58,
,,45264.385257895,36.6705,4.6236,58,
,,45264.536023542,36.4408,4.6531,59,
,,45264.686810717,36.6582,4.6213,59,
,,45264.837586614,36.4389,4.5912,58,
,,45264.988359991,36.4191,4.6501,59,
,,45265.139137736,36.6806,4.5934,59,
,,45265.289911864,36.4198,4.6508,59,
,,45265.440691504,39.0834,6.2406,59,
,,45265.591681816,43.0978,9.6537,58,
,,45265.742673494,43.3427,9.5633,59,
,,45265.893598314,42.9857,9.6677,58,
,,45266.044565578,43.3768,9.5494,59,
,,45266.195507351,43.1327,9.541,59,
,,45266.346442535,43.3460,9.5806,59,
,,45266.497411831,42.9948,9.5906,59,
,,45266.648342833,43.3779,9.5893,60,
,,45266.799291931,43.4475,9.4748,59,
,,45266.950286834,43.0863,9.6395,59,
,,45267.101243245,43.3138,9.5717,59,
,,45267.252165547,43.1127,9.5629,60,
,,45267.403112498,43.4034,9.5443,60,
,,45267.554052947,43.0818,9.5824,59,
,,45267.705000283,43.3973,9.5242,59,
,,45267.855922341,43.2251,9.6106,59,
,,45268.006867022,43.4295,9.4803,59,
,,45268.157827847,43.3758,9.6651,59,
,,45268.308748765,43.0605,9.4923,59,
,,45268.459738995,43.5444,9.8708,60,
,,45268.610813755,43.2952,10.371,59,
,,45268.761873665,43.7761,10.682,59,
,,45268.91288488,43.4814,10.002,59,
,,45269.063880921,43.3135,10.286,59,
,,45269.215059843,43.5007,10.202,59,
,,45269.366103768,43.5968,10.371,59,
,,45269.51706985,43.2666,10.118,59,
,,45269.668105504,43.6549,10.399,59,
,,45269.819218882,43.7279,10.693,59,
,,45269.970231202,43.2173,10.223,59,
,,45270.121396908,43.6733,10.473,59,
,,45270.272393455,43.3745,10.432,59,
,,45270.423373182,43.6708,10.438,59,
,,45270.57449786,43.6419,10.388,59,
,,45270.725642059,43.4467,10.049,59,
,,45270.876872129,43.5957,10.47,59,
,,45271.027907215,43.2899,10.256,60,
,,45271.178940072,43.6496,10.338,60,
,,45271.330021583,43.4867,10.752,59,
,,45271.481015825,43.4969,9.9435,58,
,,45271.632080687,43.8551,10.461,59,
,,45271.783052554,43.6485,10.659,59,
,,45271.934104939,43.6136,9.9911,59,
,,45272.085115558,43.7600,10.171,60,
,,45272.236250469,43.6467,10.64,59,
,,45272.387308741,43.8178,10.47,58,
,,45272.538519635,43.6342,10.094,60,
,,45272.689487144,43.4590,10.274,59,
,,45272.840861821,43.8463,10.581,59,
,,45272.991943185,43.6467,10.211,59,
,,45273.143140502,43.7342,10.26,60,
,,45273.294140208,43.6391,10.489,59,
,,45273.445071079,43.6948,10.111,60,
,,45273.596281963,43.6355,9.9856,59,
,,45273.747255393,43.6121,10.46,59,
,,45273.898295937,43.9603,10.607,59,
,,45274.049352535,43.8067,10.409,59,
,,45274.200425362,43.3913,10.192,59,
,,45274.351414695,43.9249,10.478,60,
,,45274.502603876,43.9092,10.502,59,
,,45274.653678177,43.6676,10.557,60,
,,45274.804660321,43.6746,9.9716,59,
,,45274.955755296,43.8903,10.398,60,
,,45275.106857385,43.6262,10.495,60,
,,45275.257957911,43.9678,10.648,60,
,,45275.409012689,43.7070,10.068,60,
,,45275.560096845,43.5359,10.246,59,
,,45275.711174293,43.8401,10.322,58,
,,45275.862207971,44.0410,10.594,59,
,,45276.013257528,43.4648,10.187,60,
,,45276.164450354,43.7973,10.232,59,
,,45276.315541994,43.8494,10.308,60,
,,45276.466525415,43.6394,10.404,59,
,,45276.617852218,43.9160,10.476,60,
,,45276.769003242,43.6956,10.145,59,
,,45276.920066811,43.8800,10.301,61,
,,45277.071077273,43.6825,10.398,59,
,,45277.222183328,44.0235,10.615,60,
,,45277.373353465,43.8363,10.361,59,
,,45277.524377691,43.4799,10.018,60,
,,45277.675388486,43.8324,10.248,60,
,,45277.826615293,43.7920,10.174,59,
,,45277.977664958,44.0091,10.616,60,
,,45278.12866632,43.5849,10.26,59,
,,45278.279858845,43.8021,10.265,61,
,,45278.430984863,43.8667,10.366,60,
,,45278.582011124,43.4169,9.9812,60,
,,45278.733031134,43.8558,10.192,59,
,,45278.884100635,43.9005,10.342,61,
,,45279.035190964,43.6680,10.559,60,
,,45279.186331336,44.0466,10.636,61,
,,45279.337378985,43.8670,10.38,60,
,,45279.488440877,43.5841,10.337,59,
,,45279.639504713,43.9660,10.479,60,
,,45279.790603003,44.0557,10.612,60,
,,45279.941666668,43.6801,10.533,60,
,,45280.092721277,43.6241,9.9214,60,
,,45280.243729319,43.5246,10.2,60,
