System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
12:33:19:931862171,2200000|2200000|2200000|2200000,41.4920,22.8222,7.6291,56000,
12:33:20: 82773936,2200000|2200000|2200000|2200000,41.2326,22.9890,7.6472,56000,
12:33:20:233677998,2200000|2200000|2200000|2200000,41.4517,22.7878,7.6983,56000,
12:33:20:384603918,2200000|2200000|2200000|2200000,41.1884,22.9048,7.6554,56000,
12:33:20:535479450,2200000|2200000|2200000|2200000,41.5001,22.8407,7.7129,56000,
12:33:20:686365779,2200000|2200000|2200000|2200000,41.1905,22.9640,7.7638,57000,
12:33:20:837249349,2200000|2200000|2200000|2200000,41.4829,22.7896,7.6870,56000,
12:33:20:988161365,2200000|2200000|2200000|2200000,41.1590,22.9017,7.7580,57000,
12:33:21:139070990,2200000|2200000|2200000|2200000,41.4742,22.8030,7.6857,56000,
12:33:21:289960018,2200000|2200000|2200000|2200000,41.0827,22.8784,7.7526,57000,
12:33:21:440838986,2200000|2200000|2200000|2200000,41.4382,22.7861,7.7065,56000,
12:33:21:591723409,2200000|2200000|2200000|2200000,41.2268,22.9815,7.7083,56000,
12:33:21:742678119,2200000|2200000|2200000|2200000,41.4213,22.7763,7.6182,56000,
12:33:21:893571386,2200000|2200000|2200000|2200000,41.1931,22.9914,7.7332,57000,
12:33:22: 44494195,2200000|2200000|2200000|2200000,41.5308,22.8650,7.6926,56000,
12:33:22:195408976,2200000|2200000|2200000|2200000,41.2140,22.9569,7.7245,56000,
12:33:22:346288923,2200000|2200000|2200000|2200000,41.4858,22.8405,7.6559,56000,
12:33:22:497175561,2200000|2200000|2200000|2200000,41.5293,22.9173,8.2356,56000,
12:33:22:648072281,2200000|2200000|2200000|2200000,41.9287,22.7518,8.3766,56000,
12:33:22:799014999,2200000|2200000|2200000|2200000,41.6671,22.9059,8.6381,56000,
12:33:22:949904342,2200000|2200000|2200000|2200000,41.9815,22.7633,8.4785,57000,
12:33:23:100791376,2200000|2200000|2200000|2200000,41.9409,22.8915,8.5580,57000,
12:33:23:251712545,2200000|2200000|2200000|2200000,41.6845,22.7540,8.3238,56000,
12:33:23:402653460,2200000|2200000|2200000|2200000,41.9175,22.8906,8.5460,57000,
12:33:23:553549534,2200000|2200000|2200000|2200000,41.6409,22.7367,8.5726,57000,
12:33:23:704457870,2200000|2200000|2200000|2200000,41.9173,22.8829,8.4476,57000,
12:33:23:855401111,2200000|2200000|2200000|2200000,41.6048,22.7306,8.4460,57000,
12:33:24:  6318107,2200000|2200000|2200000|2200000,41.5778,22.8714,8.4319,57000,
12:33:24:157213665,2200000|2200000|2200000|2200000,41.8682,22.7174,8.4017,57000,
12:33:24:308119248,2200000|2200000|2200000|2200000,41.8559,22.8240,8.2518,56000,
12:33:24:459044274,2200000|2200000|2200000|2200000,41.6152,22.7139,8.4259,57000,
12:33:24:609961583,2200000|2200000|2200000|2200000,41.8504,22.8713,8.2667,57000,
12:33:24:760856899,2200000|2200000|2200000|2200000,41.6412,22.7323,8.6347,57000,
12:33:24:911754444,2200000|2200000|2200000|2200000,41.9490,22.9664,8.1870,56000,
12:33:25: 62675113,2200000|2200000|2200000|2200000,41.6263,22.7747,8.3539,56000,
12:33:25:213591568,2200000|2200000|2200000|2200000,41.8405,22.8561,8.1055,57000,
12:33:25:364499500,2200000|2200000|2200000|2200000,41.6234,22.7129,8.5733,56000,
12:33:25:515402743,2200000|2200000|2200000|2200000,42.6837,22.9945,8.3641,56000,
12:33:25:666308765,2200000|2200000|2200000|2200000,42.5268,22.8530,8.4678,56000,
12:33:25:817218814,2200000|2200000|2200000|2200000,42.7621,23.0074,8.4037,56000,
12:33:25:968135394,2200000|2200000|2200000|2200000,42.4338,22.9423,8.4345,57000,
12:33:26:119113056,2200000|2200000|2200000|2200000,42.7724,22.8215,8.3002,57000,
12:33:26:270045134,2200000|2200000|2200000|2200000,42.4294,22.9510,8.4240,56000,
12:33:26:420976289,2200000|2200000|2200000|2200000,42.7515,22.8144,8.3102,57000,
12:33:26:571887942,2200000|2200000|2200000|2200000,42.4844,22.9767,8.4391,57000,
12:33:26:722829000,2200000|2200000|2200000|2200000,42.7725,22.8257,8.3607,57000,
12:33:26:873752020,2200000|2200000|2200000|2200000,42.7511,22.9435,8.4035,56000,
12:33:27: 24663759,2200000|2200000|2200000|2200000,42.4843,22.8321,8.2914,57000,
12:33:27:175607958,2200000|2200000|2200000|2200000,42.7709,22.9677,8.3775,56000,
12:33:27:326570078,2200000|2200000|2200000|2200000,42.4617,22.7984,8.4196,57000,
12:33:27:477494174,2200000|2200000|2200000|2200000,42.7540,22.9629,8.2984,56000,
12:33:27:628407092,2200000|2200000|2200000|2200000,42.5031,22.8341,8.4237,57000,
12:33:27:779360614,2200000|2200000|2200000|2200000,42.7468,22.9615,8.3516,57000,
12:33:27:930252538,2200000|2200000|2200000|2200000,42.5090,22.9880,8.4399,56000,
12:33:28: 81149849,2200000|2200000|2200000|2200000,42.7539,22.8339,8.3870,57000,
12:33:28:232065603,2200000|2200000|2200000|2200000,42.4423,22.8022,8.3237,58000,
12:33:28:382995461,2200000|2200000|2200000|2200000,42.7409,22.9619,8.3205,57000,
12:33:28:533905777,2200000|2200000|2200000|2200000,36.3774,20.4036,4.8458,57000,
12:33:28:684717034,2200000|2200000|2200000|2200000,36.5895,20.5428,4.5995,58000,
12:33:28:835486545,2200000|2200000|2200000|2200000,36.3931,20.4489,4.5689,57000,
12:33:28:986249869,2200000|2200000|2200000|2200000,36.3871,20.5803,4.6585,57000,
12:33:29:137019649,2200000|2200000|2200000|2200000,36.6299,20.4475,4.6263,57000,
12:33:29:287794703,2200000|2200000|2200000|2200000,36.3409,20.5306,4.6534,57000,
12:33:29:438582767,2200000|2200000|2200000|2200000,36.5711,20.3900,4.6227,58000,
12:33:29:589349387,2200000|2200000|2200000|2200000,36.3540,20.4120,4.6240,57000,
12:33:29:740117149,2200000|2200000|2200000|2200000,36.3993,20.5884,4.5922,56000,
12:33:29:890895706,2200000|2200000|2200000|2200000,36.5702,20.3898,4.6236,57000,
12:33:30: 41661026,2200000|2200000|2200000|2200000,36.3445,20.4008,4.6564,57000,
12:33:30:192434768,2200000|2200000|2200000|2200000,36.3319,20.5251,4.6196,56000,
12:33:30:343219745,2200000|2200000|2200000|2200000,36.6178,20.4378,4.6215,56000,
12:33:30:493991783,2200000|2200000|2200000|2200000,36.3823,20.5768,4.6558,57000,
12:33:30:644767398,2200000|2200000|2200000|2200000,36.6014,20.4148,4.5924,57000,
12:33:30:795542271,2200000|2200000|2200000|2200000,36.3307,20.3928,4.5917,57000,
12:33:30:946309403,2200000|2200000|2200000|2200000,36.3300,20.5237,4.6535,56000,
12:33:31: 97083054,2200000|2200000|2200000|2200000,36.5515,20.3657,4.5604,57000,
12:33:31:247857372,2200000|2200000|2200000|2200000,36.3209,20.3770,4.6544,56000,
12:33:31:398662927,2200000|2200000|2200000|2200000,37.0577,20.7510,4.7962,57000,
12:33:31:549566589,2200000|2200000|2200000|2200000,41.2166,22.4765,7.4464,57000,
12:33:31:700497107,2200000|2200000|2200000|2200000,41.3894,22.5983,7.4350,56000,
12:33:31:851504208,2200000|2200000|2200000|2200000,41.1077,22.5704,7.5032,57000,
12:33:32:  2414589,2200000|2200000|2200000|2200000,41.3916,22.4434,7.4264,58000,
12:33:32:153293036,2200000|2200000|2200000|2200000,41.1282,22.6078,7.5525,57000,
12:33:32:304206780,2200000|2200000|2200000|2200000,41.3469,22.4150,7.4887,58000,
12:33:32:455133020,2200000|2200000|2200000|2200000,41.0867,22.5682,7.5687,57000,
12:33:32:606037123,2200000|2200000|2200000|2200000,41.3269,22.4276,7.4981,58000,
12:33:32:756921750,2200000|2200000|2200000|2200000,41.1732,22.5889,7.4865,57000,
12:33:32:907822539,2200000|2200000|2200000|2200000,41.3737,22.4297,7.5046,58000,
12:33:33: 58740313,2200000|2200000|2200000|2200000,41.0757,22.5824,7.5867,57000,
12:33:33:209617654,2200000|2200000|2200000|2200000,41.3565,22.4370,7.4876,57000,
12:33:33:360498237,2200000|2200000|2200000|2200000,41.0635,22.5683,7.5168,57000,
12:33:33:511403534,2200000|2200000|2200000|2200000,41.3505,22.4335,7.5133,58000,
12:33:33:662292308,2200000|2200000|2200000|2200000,41.0804,22.5911,7.6044,58000,
12:33:33:813230492,2200000|2200000|2200000|2200000,41.3986,22.4352,7.4360,58000,
12:33:33:964123091,2200000|2200000|2200000|2200000,41.0898,22.5832,7.5545,58000,
12:33:34:115051208,2200000|2200000|2200000|2200000,41.3524,22.4257,7.4977,57000,
12:33:34:265939109,2200000|2200000|2200000|2200000,41.0793,22.5645,7.5805,58000,
12:33:34:416839405,2200000|2200000|2200000|2200000,41.4162,22.4945,7.5572,58000,
12:33:34:567726492,2200000|2200000|2200000|2200000,41.1007,22.8407,7.7336,58000,
12:33:34:718662297,2200000|2200000|2200000|2200000,41.3961,22.7114,7.6727,58000,
12:33:34:869550121,2200000|2200000|2200000|2200000,41.0893,22.8499,7.7663,58000,
12:33:35: 20443364,2200000|2200000|2200000|2200000,41.3174,22.6985,7.6764,58000,
12:33:35:171355157,2200000|2200000|2200000|2200000,41.1210,22.8468,7.7292,58000,
12:33:35:322264859,2200000|2200000|2200000|2200000,41.3482,22.6837,7.6956,58000,
12:33:35:473133682,2200000|2200000|2200000|2200000,41.0377,22.8468,7.7062,57000,
12:33:35:624042245,2200000|2200000|2200000|2200000,41.3849,22.6976,7.7021,57000,
12:33:35:774963532,2200000|2200000|2200000|2200000,41.1025,22.8443,7.7446,57000,
12:33:35:925858481,2200000|2200000|2200000|2200000,41.3448,22.6933,7.6460,58000,
12:33:36: 76749189,2200000|2200000|2200000|2200000,41.1205,22.8487,7.7493,58000,
12:33:36:227656238,2200000|2200000|2200000|2200000,41.3565,22.6762,7.6230,58000,
12:33:36:378587936,2200000|2200000|2200000|2200000,41.4092,22.8475,7.7289,57000,
12:33:36:529486011,2200000|2200000|2200000|2200000,41.1155,22.6910,7.5803,57000,
12:33:36:680394310,2200000|2200000|2200000|2200000,41.3526,22.8373,7.7371,57000,
12:33:36:831296039,2200000|2200000|2200000|2200000,41.1167,22.6950,7.6525,57000,
12:33:36:982192647,2200000|2200000|2200000|2200000,41.1087,22.8437,7.7245,58000,
12:33:37:133094663,2200000|2200000|2200000|2200000,41.4073,22.6922,7.6904,57000,
12:33:37:283994900,2200000|2200000|2200000|2200000,41.3464,22.8220,7.7278,56000,
12:33:37:434924882,2200000|2200000|2200000|2200000,41.6928,22.6712,8.2209,57000,
12:33:37:585869659,2200000|2200000|2200000|2200000,43.3629,22.8475,9.5929,58000,
12:33:37:736755831,2200000|2200000|2200000|2200000,43.0289,22.6810,9.5671,58000,
12:33:37:887722886,2200000|2200000|2200000|2200000,43.2523,22.7532,9.6282,58000,
12:33:38: 38720034,2200000|2200000|2200000|2200000,43.0765,22.7005,9.5594,58000,
12:33:38:189635068,2200000|2200000|2200000|2200000,43.2690,22.7906,9.5853,57000,
12:33:38:340559570,2200000|2200000|2200000|2200000,43.0435,22.8462,9.6342,57000,
12:33:38:491488881,2200000|2200000|2200000|2200000,43.2451,22.6021,9.5657,57000,
12:33:38:642451431,2200000|2200000|2200000|2200000,42.9481,22.7430,9.6374,57000,
12:33:38:793371247,2200000|2200000|2200000|2200000,43.3477,22.7023,9.4583,57000,
12:33:38:944353102,2200000|2200000|2200000|2200000,43.3468,22.8211,9.6140,58000,
12:33:39: 95299364,2200000|2200000|2200000|2200000,43.0086,22.6282,9.5516,58000,
12:33:39:246238258,2200000|2200000|2200000|2200000,43.2593,22.7807,9.5860,58000,
12:33:39:397169717,2200000|2200000|2200000|2200000,42.9505,22.5560,9.5513,57000,
12:33:39:548198314,2200000|2200000|2200000|2200000,43.2968,22.8240,9.5620,58000,
12:33:39:699192811,2200000|2200000|2200000|2200000,43.0715,22.8426,9.5338,57000,
12:33:39:850129425,2200000|2200000|2200000|2200000,43.3873,22.6990,9.5408,58000,
12:33:40:  1101577,2200000|2200000|2200000|2200000,43.3760,22.8549,9.6083,58000,
12:33:40:152080897,2200000|2200000|2200000|2200000,43.0122,22.6487,9.5596,57000,
12:33:40:303027617,2200000|2200000|2200000|2200000,43.2055,22.7547,9.5579,58000,
12:33:40:454028215,2200000|2200000|2200000|2200000,43.1747,22.7385,10.0732,58000,
12:33:40:605006532,2200000|2200000|2200000|2200000,43.2392,22.3242,9.4436,58000,
12:33:40:756028140,2200000|2200000|2200000|2200000,43.1200,22.5351,9.8822,57000,
12:33:40:907395813,2200000|2200000|2200000|2200000,43.0982,22.3889,9.5179,58000,
12:33:41: 58374213,2200000|2200000|2200000|2200000,43.3335,22.3645,9.6221,57000,
12:33:41:209338207,2200000|2200000|2200000|2200000,43.4105,22.5442,10.0361,58000,
12:33:41:360372542,2200000|2200000|2200000|2200000,42.8876,22.3003,9.4491,58000,
12:33:41:511353072,2200000|2200000|2200000|2200000,43.4231,22.5637,9.8799,57000,
12:33:41:662329227,2200000|2200000|2200000|2200000,43.1359,22.5596,9.8093,58000,
12:33:41:813278599,2200000|2200000|2200000|2200000,43.3350,22.3702,9.5776,58000,
12:33:41:964214758,2200000|2200000|2200000|2200000,43.1978,22.5890,9.9399,57000,
12:33:42:115245531,2200000|2200000|2200000|2200000,43.3619,22.3806,9.9266,58000,
12:33:42:266259903,2200000|2200000|2200000|2200000,43.4315,22.5685,9.8896,58000,
12:33:42:417216864,2200000|2200000|2200000|2200000,43.0928,22.5489,9.5988,58000,
12:33:42:568228517,2200000|2200000|2200000|2200000,43.5115,22.4457,10.0141,58000,
12:33:42:719201450,2200000|2200000|2200000|2200000,43.4482,22.5750,9.7411,58000,
12:33:42:870214348,2200000|2200000|2200000|2200000,43.0039,22.3438,9.4941,58000,
12:33:43: 21115722,2200000|2200000|2200000|2200000,43.4851,22.5815,9.9877,58000,
12:33:43:172084366,2200000|2200000|2200000|2200000,43.1969,22.4377,9.9267,58000,
12:33:43:323191747,2200000|2200000|2200000|2200000,43.3437,22.5273,9.8051,58000,
12:33:43:474217496,2200000|2200000|2200000|2200000,43.1330,22.5028,9.8347,58000,
12:33:43:625181341,2200000|2200000|2200000|2200000,43.5131,22.3841,10.1400,58000,
12:33:43:776209142,2200000|2200000|2200000|2200000,43.5030,22.5169,10.1972,58000,
12:33:43:927210985,2200000|2200000|2200000|2200000,42.9929,22.2834,9.5826,58000,
12:33:44: 78850903,2200000|2200000|2200000|2200000,43.6797,22.6135,10.3928,58000,
12:33:44:229896069,2200000|2200000|2200000|2200000,43.0125,22.2909,9.6419,58000,
12:33:44:380878699,2200000|2200000|2200000|2200000,43.6256,22.5786,10.5843,58000,
12:33:44:531914733,2200000|2200000|2200000|2200000,42.9922,22.4279,9.7862,58000,
12:33:44:682975751,2200000|2200000|2200000|2200000,43.3898,22.3226,9.8402,58000,
12:33:44:833939682,2200000|2200000|2200000|2200000,43.4418,22.5008,10.0574,58000,
12:33:44:984889609,2200000|2200000|2200000|2200000,43.0701,22.4614,9.7489,58000,
12:33:45:135984363,2200000|2200000|2200000|2200000,43.4829,22.3647,10.1321,58000,
12:33:45:287003657,2200000|2200000|2200000|2200000,43.3314,22.4503,9.8303,58000,
12:33:45:437997407,2200000|2200000|2200000|2200000,43.1327,22.3476,9.9421,58000,
12:33:45:588990167,2200000|2200000|2200000|2200000,43.3264,22.4468,9.6780,58000,
12:33:45:740025259,2200000|2200000|2200000|2200000,43.3120,22.5686,10.4788,58000,
12:33:45:891013743,2200000|2200000|2200000|2200000,43.3996,22.3284,9.8620,57000,
12:33:46: 42004378,2200000|2200000|2200000|2200000,43.3793,22.4777,9.8619,58000,
12:33:46:193066923,2200000|2200000|2200000|2200000,43.0937,22.4666,9.9083,58000,
12:33:46:344034200,2200000|2200000|2200000|2200000,43.5657,22.4089,10.3619,58000,
12:33:46:495065785,2200000|2200000|2200000|2200000,38.2954,21.1066,6.2721,58000,
12:33:46:645900191,2200000|2200000|2200000|2200000,36.6238,20.4452,4.5996,58000,
12:33:46:796668134,2200000|2200000|2200000|2200000,36.3804,20.5776,4.6310,58000,
12:33:46:947440746,2200000|2200000|2200000|2200000,36.6290,20.4422,4.6295,58000,
12:33:47: 98209261,2200000|2200000|2200000|2200000,36.3807,20.4368,4.6590,58000,
12:33:47:248981934,2200000|2200000|2200000|2200000,36.3718,20.5625,4.6234,57000,
12:33:47:399746409,2200000|2200000|2200000|2200000,36.6212,20.4370,4.6253,58000,
12:33:47:550512013,2200000|2200000|2200000|2200000,36.3814,20.4375,4.6540,58000,
12:33:47:701272751,2200000|2200000|2200000|2200000,36.6181,20.5704,4.6230,58000,
12:33:47:852042657,2200000|2200000|2200000|2200000,36.3803,20.4383,4.6235,58000,
12:33:48:  2820973,2200000|2200000|2200000|2200000,36.3882,20.4436,4.6231,58000,
12:33:48:153585390,2200000|2200000|2200000|2200000,36.6247,20.5748,4.6229,58000,
12:33:48:304352650,2200000|2200000|2200000|2200000,36.3727,20.4306,4.5918,58000,
12:33:48:455134738,2200000|2200000|2200000|2200000,36.6142,20.5677,4.6222,58000,
12:33:48:605901524,2200000|2200000|2200000|2200000,36.3615,20.4182,4.6215,58000,
12:33:48:756672760,2200000|2200000|2200000|2200000,36.3635,20.4206,4.6530,58000,
12:33:48:907440090,2200000|2200000|2200000|2200000,36.6229,20.5733,4.6213,58000,
12:33:49: 58238248,2200000|2200000|2200000|2200000,36.3636,20.4246,4.6205,58000,
12:33:49:209005610,2200000|2200000|2200000|2200000,36.3815,20.5738,4.6202,58000,
12:33:49:359777116,2200000|2200000|2200000|2200000,36.5990,20.4133,4.6215,58000,
