1445107664.367,1445107664.467,162.122,52.718,36.696,0.012,35.680,36.339
1445107664.467,1445107664.567,172.151,52.684,46.649,-0.026,35.813,36.234
1445107664.567,1445107664.667,161.202,52.651,36.169,0.058,35.723,36.132
1445107664.667,1445107664.767,163.011,52.803,37.439,0.006,36.095,36.022
1445107664.767,1445107664.867,163.804,52.654,37.773,-0.011,36.365,36.261
1445107664.867,1445107664.967,162.808,52.932,36.885,0.010,35.929,36.407
1445107664.967,1445107665.067,162.886,52.943,37.371,0.001,35.635,36.267
1445107665.067,1445107665.167,163.459,53.155,37.138,-0.034,36.058,36.211
1445107665.167,1445107665.267,162.852,52.944,37.170,-0.013,36.027,36.175
1445107665.267,1445107665.367,162.572,52.750,37.390,0.019,35.747,36.102
1445107665.367,1445107665.467,161.989,52.518,36.822,0.014,35.805,36.140
1445107665.467,1445107665.567,162.362,52.664,37.080,-0.015,35.832,36.268
1445107665.567,1445107665.667,162.158,52.839,36.836,-0.003,35.680,36.103
1445107665.667,1445107665.767,162.745,52.786,37.273,-0.020,35.788,36.132
1445107665.767,1445107665.867,162.149,52.771,36.846,-0.003,35.733,36.176
1445107665.867,1445107665.967,163.022,53.003,37.183,-0.014,35.850,36.285
1445107665.967,1445107666.067,162.940,52.927,36.502,-0.008,35.994,36.564
1445107666.066,1445107666.166,162.504,52.907,36.769,0.004,35.866,36.086
1445107666.166,1445107666.266,162.994,52.747,37.565,-0.006,35.752,36.130
1445107666.266,1445107666.366,161.794,52.698,36.470,-0.027,35.819,36.153
1445107666.366,1445107666.466,163.092,52.627,37.855,-0.008,35.709,36.219
1445107666.466,1445107666.566,161.971,52.806,36.424,-0.000,35.874,36.184
1445107666.566,1445107666.666,162.798,52.698,37.606,-0.017,35.704,36.184
1445107666.666,1445107666.766,162.183,52.877,36.537,-0.015,35.879,36.080
1445107666.766,1445107666.866,163.231,53.004,37.518,-0.019,35.871,36.330
1445107666.866,1445107666.966,162.237,52.818,36.646,-0.001,35.758,36.202
