0,Processor Power_0 (Watt)IA Power_0 (Watt),0
79296.586927123,5.9041,1.5759
79296.68873274,5.6240,1.5977
79296.790051098,4.8711,1.2036
79296.891792207,4.4195,1.1974
79296.99349306901,4.5741,1.1629
79297.09525317,4.7597,1.2032
79297.19698105,4.7598,1.1992
79297.298694741,4.3064,1.1484
79297.400445455,4.8205,1.2004
79297.50217035,4.7400,1.1802
79297.603936582,4.1946,1.138
79297.705673602,5.4558,1.5196
79297.80732679099,5.1315,1.1923
79297.90905380899,4.5023,1.1341
79298.010780372,4.7741,1.2046
79298.11252161401,4.3115,1.1055
79298.21424982999,5.1828,1.3344
79298.31601015,4.8184,1.1757
79298.417733465,4.6042,1.1832
79298.519525165,5.6107,1.3517
79298.621045725,4.5905,1.1937
79298.722754168,5.0666,1.4623
79298.82448965,4.9831,1.1933
79298.926012037,4.3217,1.1414
79299.027758521,4.7849,1.2437
79299.12926856001,4.2484,1.0725
79299.230988797,4.3957,1.1054
79299.332758021,4.6846,1.1779
79299.434374359,4.8202,1.1816
79299.536104636,4.4324,1.0682
79299.637701801,4.1930,1.0599
79299.740684102,4.9077,1.3331
79299.842863232,4.7870,1.2141
79299.94467614,4.2538,0.9944
79300.04628545399,4.6894,1.0677
79300.147995441,4.6222,1.0839
79300.24971540199,3.9641,0.9934
79300.35138369699,4.6876,1.1012
79300.45301349201,4.1170,1.0369
79300.55461928601,4.5765,1.0614
79300.656277388,5.3671,1.3428
79300.757974623,4.6409,1.1471
79300.859621184,4.1741,1.1163
79300.96131773401,4.4827,1.1082
79301.063032095,4.7293,1.1623
79301.164787994,4.6263,1.0978
79301.266489585,4.4950,1.1041
79301.368245594,4.1260,0.9834
79301.469945245,4.4030,1.005
79301.571671777,4.7509,1.1067
79301.673365929,5.1289,1.2608
79301.77491817799,4.1026,0.9299
79301.876516905,4.6785,1.0187
79301.978085914,4.1504,0.9463
79302.079758912,3.9313,0.9077
79302.181416229,4.4488,0.9794
79302.28306146601,4.7861,1.1844
79302.384823409,3.8199,0.957
79302.486525994,4.7993,1.1707
79302.588198507,4.3967,1.0788
79302.689913796,5.0750,1.3941
79302.791535688,4.2214,1.0413
79302.893258593,4.7242,1.1634
79302.99496929201,4.1401,1.0856
79303.096712055,4.6861,1.2518
79303.19843222899,4.7981,1.2554
79303.299957929,4.7911,1.1664
79303.40163091299,4.5223,1.2356
79303.50336959001,4.9702,1.3246
79303.60514240401,4.6037,1.1843
79303.706876889,5.4790,1.4789
79303.808612451,4.7092,1.1694
79303.910356675,4.4992,1.1198
79304.012124556,4.3665,1.1517
79304.11387749,4.1638,1.1028
79304.215672739,5.1155,1.3107
79304.31742426001,4.4330,1.106
79304.41917111901,4.3536,1.132
79304.52093268,4.5822,1.1682
79304.62256553701,4.5096,1.1765
79304.724349176,5.8985,1.5314
79304.825941312,4.5930,1.1654
79304.92772738601,4.5481,1.2038
79305.029425243,4.8212,1.1994
79305.131158271,4.3561,1.117
79305.23287845901,5.1526,1.3489
79305.334615031,4.8485,1.1669
79305.436428477,5.1536,1.2577
79305.538077017,4.3808,1.1665
79305.639728572,4.4557,1.1919
79305.741492327,5.4809,1.4814
79305.843098589,4.7011,1.1613
79305.944882946,4.3374,1.1204
79306.04652421099,4.9125,1.2974
79306.14827242099,4.7055,1.1798
79306.25002737201,4.7800,1.1974
79306.35175980499,4.5852,1.1827
79306.453407219,5.0905,1.3276
79306.555044818,4.5216,1.224
79306.6568125,5.0160,1.2587
79306.758569071,5.7023,1.5025
79306.860286757,4.2131,1.0804
79306.961944514,4.3230,1.217
79307.063686115,4.6776,1.1647
79307.16541937699,4.6564,1.2083
79307.26808097601,4.7350,1.2808
79307.36980969099,4.3382,1.12
79307.47381503999,4.7897,1.4444
79307.575834098,4.3743,1.1983
79307.677463514,4.7026,1.2113
79307.779214822,5.5894,1.4608
79307.880960615,4.3596,1.1353
79307.98270836299,4.1352,1.1352
79308.08450032699,4.8253,1.2087
79308.186256717,5.2141,1.3377
79308.28792868801,4.9085,1.2306
79308.389679207,4.5076,1.1825
79308.49149427,4.4794,1.1838
79308.593123004,5.1128,1.2135
79308.69487328699,5.6806,1.4983
79308.796481899,4.8561,1.2263
79308.89821918,4.4291,1.1501
79308.99995514601,4.9697,1.2878
79309.101688496,4.8607,1.1963
79309.203454692,4.3709,1.1878
79309.305182628,4.7838,1.177
79309.406922532,4.5736,1.1617
79309.50871117201,4.6066,1.2331
79309.610466966,4.9832,1.1933
79309.712245266,4.9063,1.4174
79309.813836039,5.1423,1.2726
79309.915637079,4.2209,1.0946
79310.017380023,4.6037,1.2082
79310.11914692901,4.8766,1.1604
79310.220897482,4.5700,1.2168
79310.322641545,4.1812,1.1147
79310.424409175,4.7785,1.1941
79310.526167334,5.1622,1.3146
79310.627904479,5.0801,1.2473
79310.72967044001,5.0957,1.4402
79310.83131433799,4.6150,1.1585
79310.933063162,4.8121,1.2147
79311.03482432901,4.3578,1.1799
79311.136580891,4.5814,1.1387
79311.238317745,4.7303,1.1754
79311.340068413,4.3626,1.1459
79311.44168955801,4.8241,1.2385
79311.5433831,4.3682,1.1494
79311.644897752,4.9376,1.2746
79311.746611282,5.0674,1.4148
79311.84834201301,4.5470,1.1069
79311.950043686,4.3102,1.1013
79312.051806958,4.1683,1.1529
79312.153531188,4.4171,1.1735
79312.255266983,4.4079,1.2089
79312.359444402,4.9874,1.4004
79312.46121239199,4.5405,1.2455
79312.56292403099,4.3447,1.1838
79312.66466368199,5.0919,1.2564
79312.76638672101,5.2920,1.4522
79312.868156756,4.3710,1.1393
79312.96986983099,4.6969,1.2653
79313.071585457,4.5565,1.1881
79313.17330327599,4.8164,1.192
79313.275015217,4.6037,1.1777
79313.376665449,4.1848,1.0985
79313.478375848,5.2799,1.2405
79313.58015647301,4.6653,1.2332
79313.68187282,4.1405,1.0834
79313.783637967,5.5286,1.4736
79313.885353249,4.2240,1.022
79313.987063422,4.1442,1.037
79314.08869853,4.3795,1.0709
79314.190288991,4.1999,1.0059
79314.292026731,4.2140,1.0493
