1445346933.293,1445346933.393,221.950,52.779,60.825,35.525,35.742,36.045
1445346933.393,1445346933.493,232.839,52.397,72.044,35.456,35.729,36.036
1445346933.493,1445346933.593,192.804,52.541,31.721,35.730,35.693,36.207
1445346933.593,1445346933.693,212.936,52.485,51.687,35.572,35.897,36.255
1445346933.693,1445346933.793,209.845,52.577,48.746,35.669,35.806,36.054
1445346933.793,1445346933.893,206.302,52.626,44.836,35.777,35.861,36.192
1445346933.893,1445346933.993,204.069,52.455,42.911,35.661,35.669,36.501
1445346933.993,1445346934.093,203.646,52.310,42.400,35.649,35.798,36.511
1445346934.093,1445346934.193,204.782,52.467,43.848,35.524,35.668,36.116
1445346934.193,1445346934.293,204.557,52.525,43.047,35.528,35.940,36.328
1445346934.293,1445346934.393,204.881,52.519,43.323,35.560,36.508,35.966
1445346934.393,1445346934.493,199.551,52.402,39.032,35.492,35.420,36.079
1445346934.493,1445346934.593,228.212,52.604,67.059,35.597,35.826,36.203
1445346934.593,1445346934.693,233.124,52.721,71.728,35.553,35.846,36.011
1445346934.693,1445346934.793,227.156,52.493,65.961,35.667,35.688,36.196
1445346934.793,1445346934.893,230.961,52.276,69.581,35.855,35.880,36.275
1445346934.893,1445346934.993,229.235,52.775,68.100,35.719,35.669,36.077
1445346934.993,1445346935.093,230.152,52.390,68.634,35.854,35.931,36.087
1445346935.093,1445346935.193,229.706,52.369,68.547,35.519,36.009,36.032
1445346935.193,1445346935.293,229.651,52.572,68.398,35.524,35.628,36.328
1445346935.293,1445346935.393,230.637,52.385,69.307,35.724,35.829,36.297
1445346935.393,1445346935.493,231.167,52.448,69.553,35.828,35.985,36.163
1445346935.493,1445346935.593,228.651,52.483,67.394,35.596,35.710,36.361
1445346935.593,1445346935.693,227.812,52.452,66.666,35.814,35.827,35.942
1445346935.693,1445346935.793,228.464,52.511,67.292,35.640,35.840,36.231
1445346935.793,1445346935.893,229.062,52.364,68.029,35.524,35.995,36.146
1445346935.893,1445346935.993,227.485,52.535,66.358,35.496,35.719,36.275
1445346935.993,1445346936.093,231.278,52.582,69.995,35.542,35.792,36.278
1445346936.093,1445346936.193,229.347,52.516,68.455,35.681,35.710,36.035
1445346936.193,1445346936.293,230.948,52.789,69.363,35.833,35.695,36.085
1445346936.293,1445346936.393,230.028,52.421,69.132,35.378,35.809,36.218
1445346936.393,1445346936.493,230.509,52.748,68.978,35.556,35.713,36.421
1445346936.493,1445346936.593,230.236,52.380,69.123,35.626,35.977,36.124
1445346936.593,1445346936.693,229.652,52.530,68.492,35.764,35.924,36.046
1445346936.693,1445346936.793,228.279,52.495,67.240,35.516,35.727,36.133
1445346936.793,1445346936.893,222.341,52.496,61.296,35.569,35.757,36.074
1445346936.893,1445346936.993,225.235,52.402,63.999,35.588,35.753,36.298
1445346936.993,1445346937.093,223.776,52.379,63.044,35.635,35.736,35.993
1445346937.093,1445346937.193,222.942,52.682,62.040,35.574,35.716,36.050
1445346937.193,1445346937.293,222.245,52.769,61.097,35.491,35.701,36.208
1445346937.293,1445346937.393,224.138,52.747,62.653,35.834,35.731,35.991
1445346937.393,1445346937.493,230.928,52.426,69.498,35.852,35.778,36.240
1445346937.493,1445346937.593,229.191,52.761,67.544,35.636,35.912,36.254
1445346937.593,1445346937.693,228.222,52.633,66.707,35.578,35.926,36.340
1445346937.693,1445346937.793,229.061,52.442,67.684,35.701,35.913,36.194
1445346937.793,1445346937.893,228.699,52.499,67.931,35.371,35.825,35.926
1445346937.893,1445346937.993,230.040,52.791,67.597,35.700,36.229,36.727
1445346937.993,1445346938.093,229.576,52.235,68.301,35.453,35.961,36.434
1445346938.093,1445346938.193,228.254,52.332,67.581,35.513,35.553,36.075
1445346938.193,1445346938.293,230.333,52.680,68.405,35.849,35.882,36.194
1445346938.293,1445346938.393,228.973,52.769,67.256,35.705,36.187,36.047
1445346938.393,1445346938.493,226.409,52.720,65.355,35.479,35.757,36.129
1445346938.493,1445346938.593,228.170,52.708,66.711,35.856,35.746,36.191
1445346938.593,1445346938.693,226.531,52.603,65.283,35.692,35.744,36.185
1445346938.693,1445346938.793,221.897,52.589,59.891,35.700,36.006,36.511
1445346938.793,1445346938.893,225.183,52.463,63.453,35.686,36.047,36.254
1445346938.893,1445346938.993,217.134,52.450,56.190,35.574,35.761,36.093
1445346938.993,1445346939.093,216.707,52.284,55.625,35.563,35.781,36.198
1445346939.093,1445346939.193,255.413,52.414,93.700,35.630,35.751,35.983
1445346939.193,1445346939.293,212.448,52.392,51.142,35.621,35.753,36.154
1445346939.293,1445346939.393,205.557,52.516,44.851,35.481,35.745,36.036
1445346939.393,1445346939.493,207.650,52.567,46.632,35.593,35.778,36.136
1445346939.493,1445346939.593,206.451,52.689,45.260,35.576,35.726,36.120
1445346939.593,1445346939.693,210.148,52.580,49.171,35.653,35.706,36.003
1445346939.693,1445346939.793,209.051,52.440,47.615,35.889,35.846,36.148
1445346939.793,1445346939.893,210.400,52.485,49.505,35.444,35.720,36.316
1445346939.893,1445346939.993,209.359,52.759,47.607,35.641,36.049,36.331
1445346939.993,1445346940.093,208.149,52.680,46.885,35.562,35.990,36.010
1445346940.093,1445346940.193,209.258,52.768,47.660,35.479,35.978,36.222
1445346940.193,1445346940.293,210.852,52.737,49.548,35.562,35.849,36.195
1445346940.293,1445346940.393,209.109,52.381,48.391,35.506,35.680,36.041
