System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
12:43:36:933026980,1400000|1300000|1200000|1200000,22.3195,6.0287,5.2088,50000,
12:43:37:434334617,1300000|2000000|1300000|1200000,22.8219,6.4179,5.2898,51000,
12:43:37:935334474,1200000|1600000|1800000|1200000,23.1732,6.8067,5.3470,50000,
12:43:38:436547547,1200000|1400000|1200000|1500000,22.6372,6.3211,5.2209,50000,
12:43:38:938257008,1300000|1300000|1200000|1200000,22.2645,5.9983,5.1732,49000,
12:43:39:439744736,1400000|1200000|1500000|1600000,22.4253,6.0733,5.2941,50000,
12:43:39:941004269,1300000|1200000|2000000|1700000,23.6713,7.2884,5.4094,50000,
12:43:40:442453048,2200000|1200000|1200000|1200000,22.4946,6.1587,5.1615,52000,
12:43:40:943391720,1300000|2100000|1200000|1200000,23.6220,7.2391,5.4276,52000,
12:43:41:444536972,1200000|1700000|1200000|1500000,22.3504,6.0427,5.2347,51000,
12:43:41:946158052,1200000|1900000|1800000|1300000,22.3083,6.0478,5.2704,50000,
12:43:42:447687852,1600000|1300000|1200000|1200000,22.5518,6.2431,5.2656,50000,
12:43:42:949860989,1400000|1300000|1200000|1800000,22.5982,6.2257,5.3090,51000,
12:43:43:451098742,1400000|1200000|1500000|1200000,22.6401,6.3303,5.2282,50000,
12:43:43:952461362,1200000|1400000|2000000|1200000,22.1682,5.8892,5.1726,49000,
12:43:44:454151695,1500000|1200000|1200000|1200000,22.1330,5.8284,5.2179,50000,
12:43:44:955385702,2100000|1900000|1400000|1200000,22.6165,6.2934,5.1906,50000,
12:43:45:456347076,1200000|1200000|1200000|1200000,22.5399,6.2632,5.1571,50000,
12:43:45:957957095,1200000|1800000|1300000|1600000,22.5066,6.2727,5.1441,50000,
12:43:46:459362056,1200000|1200000|1300000|1200000,21.3781,5.2033,5.0106,50000,
12:43:46:960921566,1200000|1500000|1200000|1200000,21.7289,5.4947,5.0397,49000,
12:43:47:462524406,1600000|1500000|1400000|1200000,20.6560,4.5463,4.9642,51000,
12:43:47:963751012,1500000|1600000|1200000|1900000,22.0635,5.8451,5.0960,50000,
12:43:48:465142026,1200000|1300000|1200000|1500000,20.4707,4.3861,4.8574,50000,
12:43:48:966720329,1400000|1200000|1200000|1200000,22.5291,6.3200,5.2282,51000,
12:43:49:468027652,1200000|1200000|1200000|1200000,20.8538,4.7628,4.9265,50000,
12:43:49:969581956,1200000|1900000|1300000|1200000,21.8452,5.7145,5.0769,51000,
12:43:50:471127474,1500000|1700000|1800000|1200000,21.4950,5.3527,5.0036,50000,
12:43:50:972520571,1200000|1200000|1200000|1200000,20.6419,4.5585,4.8814,49000,
12:43:51:474046101,1800000|1200000|1800000|1600000,21.2911,5.1288,5.0412,51000,
12:43:51:975159629,1800000|1700000|1200000|1200000,21.5760,5.4504,5.0681,50000,
12:43:52:476342211,1200000|1200000|1200000|1600000,20.4720,4.3569,4.9261,50000,
12:43:52:977877547,1700000|1400000|1300000|1400000,21.0716,4.9576,4.9789,52000,
12:43:53:479012766,1200000|1200000|1200000|1200000,21.7364,5.4992,5.1625,50000,
12:43:53:980562975,1300000|1300000|1200000|1800000,21.4376,5.2496,5.0833,51000,
12:43:54:481820645,1200000|1200000|1200000|1200000,21.4929,5.2760,5.0720,50000,
12:43:54:983306135,1900000|1600000|2000000|1800000,20.8819,4.8066,4.9157,51000,
12:43:55:484377095,1200000|1200000|1200000|1400000,22.6021,6.3280,5.1286,51000,
12:43:55:985982138,1200000|1500000|1200000|1200000,20.5333,4.4493,4.8798,50000,
12:43:56:487543973,1700000|1200000|1200000|1200000,20.6780,4.5641,4.9403,50000,
12:43:56:988659743,1200000|1200000|1200000|1200000,20.5619,4.5023,4.9129,50000,
12:43:57:490211772,1200000|1200000|1200000|1200000,20.7050,4.5828,4.8829,50000,
12:43:57:991736648,1200000|1200000|1800000|1200000,20.6590,4.5541,4.9403,49000,
12:43:58:493222325,1600000|1200000|1200000|1200000,20.9387,4.8652,4.9709,50000,
12:43:58:994401719,1200000|1600000|1200000|1200000,20.6100,4.5223,4.9831,50000,
12:43:59:495975221,1200000|1200000|1200000|1200000,20.2849,4.2155,4.9046,50000,
12:43:59:997322506,1200000|1700000|1200000|1200000,20.9534,4.8418,4.9172,50000,
12:44:00:498787461,1700000|1500000|1700000|1400000,21.9616,5.7680,5.0956,51000,
12:44:00:999964201,1200000|1200000|1200000|1200000,21.2623,5.1261,4.9929,50000,
12:44:01:501406869,1200000|1200000|1200000|1200000,20.3623,4.2565,4.8757,51000,
12:44:02:  2947439,1500000|1200000|1500000|1400000,21.6237,5.4525,5.0431,51000,
12:44:02:504275546,1200000|1200000|1200000|1200000,21.1748,5.0625,4.9374,50000,
12:44:03:  5773826,1400000|1700000|1200000|1300000,21.3740,5.2574,5.0072,50000,
12:44:03:507093782,1200000|1200000|1200000|1200000,21.6042,5.4398,5.0211,50000,
12:44:04:  8576699,1700000|1700000|2000000|1800000,21.4538,5.3286,5.0013,52000,
12:44:04:509705960,1200000|1200000|1200000|1200000,21.7994,5.5979,5.1622,50000,
12:44:05: 11200887,1200000|1500000|2000000|1700000,22.3365,6.1341,5.1074,52000,
12:44:05:512328187,1200000|1200000|1200000|1200000,20.7743,4.6404,4.9532,50000,
12:44:06: 13860476,1300000|2200000|2200000|1800000,21.2279,5.1195,4.9775,51000,
12:44:06:515011745,1300000|1300000|1200000|1200000,22.0252,5.8210,5.0764,51000,
12:44:07: 16525298,1200000|1500000|1200000|1200000,20.6427,4.5620,4.9378,50000,
12:44:07:518112305,1800000|1500000|1900000|1300000,21.6708,5.5189,5.0329,50000,
12:44:08: 19204160,1200000|1200000|1900000|1200000,21.7838,5.6074,5.0345,50000,
12:44:08:520766462,1800000|1900000|1500000|1700000,21.2589,5.1479,5.0306,51000,
12:44:09: 21862225,2000000|1200000|1200000|1200000,22.2304,6.0411,5.0989,52000,
12:44:09:522826290,1500000|1200000|1300000|1400000,21.9905,5.8125,5.0878,52000,
12:44:10: 24191513,1200000|1200000|1400000|1200000,20.9639,4.7427,5.0126,50000,
12:44:10:526271848,1600000|1600000|1300000|1700000,21.2857,5.0912,4.9687,52000,
12:44:11: 27919611,1200000|2200000|1200000|1200000,21.4327,5.3297,5.0603,50000,
12:44:11:529418971,1300000|2200000|1700000|1300000,22.3318,6.0508,5.1079,51000,
12:44:12: 30853889,1200000|1200000|1200000|1200000,20.4757,4.3352,4.9226,50000,
12:44:12:532380895,1200000|1900000|2000000|1200000,22.1785,5.9090,5.2443,51000,
12:44:13: 33978902,1500000|2100000|1500000|2000000,20.8889,4.7500,4.9575,50000,
12:44:13:536372792,1500000|2200000|1200000|1700000,21.8672,5.6574,5.1272,51000,
12:44:14: 37664330,1300000|1200000|1200000|1200000,22.6450,6.3896,5.2672,50000,
12:44:14:539116450,1300000|1500000|1400000|1500000,21.7853,5.5384,5.1256,51000,
12:44:15: 40401089,1200000|1500000|1200000|2200000,20.6616,4.5232,4.9411,50000,
12:44:15:541981559,1200000|1400000|1900000|1900000,22.3651,6.1380,5.1761,49000,
12:44:16: 43534519,1200000|1200000|1200000|1800000,21.4875,5.2978,4.9938,51000,
12:44:16:544890725,1300000|1200000|1200000|1200000,21.1623,4.9647,5.0770,50000,
12:44:17: 46294459,1400000|1700000|1700000|1500000,20.8592,4.6956,5.0268,51000,
12:44:17:547516638,1200000|1500000|1900000|1700000,21.7978,5.5508,5.1154,49000,
12:44:18: 49151465,1700000|1500000|1400000|1900000,22.2740,6.0479,5.1501,51000,
12:44:18:550337203,1200000|1300000|1200000|1900000,20.8244,4.6758,4.9509,51000,
12:44:19: 51430333,1200000|1200000|1200000|1800000,22.1323,5.8802,5.0896,50000,
12:44:19:553006423,1800000|1200000|1200000|1300000,22.7114,6.5125,5.1382,50000,
12:44:20: 54068290,2100000|1700000|1200000|1600000,22.1903,6.0730,5.0869,52000,
12:44:20:555103253,1600000|1200000|1200000|1900000,21.3555,5.1460,5.0650,50000,
12:44:21: 56292672,1400000|1700000|1700000|2000000,22.2679,6.0297,5.1645,51000,
12:44:21:557426522,1200000|1200000|1200000|1200000,20.7050,4.5840,4.9404,50000,
12:44:22: 58916725,1900000|1400000|1300000|1200000,21.3953,5.2375,4.9636,52000,
12:44:22:560000656,1200000|1200000|1600000|1500000,21.7234,5.5300,5.0432,51000,
12:44:23: 61650551,1200000|1300000|1400000|1300000,21.4158,5.2371,5.0190,50000,
12:44:23:563116819,1200000|1400000|1200000|1200000,21.2002,5.0395,5.0164,51000,
12:44:24: 64700846,1200000|1200000|1200000|1200000,22.5082,6.2595,5.1543,50000,
12:44:24:566280626,1600000|1900000|1300000|1200000,21.3573,5.1623,5.0232,51000,
12:44:25: 67368175,1200000|1200000|1200000|1400000,21.5979,5.4891,5.0574,50000,
12:44:25:569009301,1500000|1200000|1200000|2000000,22.8385,6.6017,5.1902,50000,
12:44:26: 70366497,1200000|1200000|1200000|1200000,20.7935,4.7097,4.9055,50000,
12:44:26:571855912,1900000|1900000|1300000|2000000,22.4936,6.2629,5.1580,52000,
12:44:27: 73168894,1200000|1200000|1200000|1200000,21.0386,4.9160,4.9446,50000,
12:44:27:574742288,1200000|1200000|1200000|1200000,20.5153,4.4283,4.8804,51000,
12:44:28: 76239550,1200000|1200000|1200000|1800000,20.5179,4.4067,4.9197,49000,
12:44:28:577822557,1200000|2100000|1600000|1700000,22.5076,6.2936,5.1192,51000,
12:44:29: 79405023,1900000|1200000|1200000|1400000,21.0366,4.8795,4.9667,50000,
12:44:29:580469599,1200000|1200000|1200000|1800000,20.6085,4.5504,4.9019,50000,
12:44:30: 82041003,1500000|1200000|1400000|1200000,20.6931,4.5662,4.8723,51000,
12:44:30:583360570,1500000|1800000|1800000|1700000,22.5806,6.3808,5.1347,51000,
12:44:31: 84805069,1200000|1900000|2000000|1500000,21.1612,5.0322,4.9552,51000,
12:44:31:585857984,1200000|1200000|1200000|1200000,22.1286,5.9033,5.1282,50000,
12:44:32: 87398042,1700000|1600000|1500000|1600000,22.3234,6.0822,5.2405,51000,
12:44:32:588699132,1700000|1300000|1600000|1200000,21.9961,5.7956,5.0800,52000,
12:44:33: 89856613,1600000|1400000|1600000|1800000,22.0360,5.7707,5.0951,51000,
12:44:33:591141502,1200000|1200000|1200000|1200000,21.0801,4.8850,5.0420,51000,
12:44:34: 92705752,1200000|1200000|1200000|1200000,22.5058,6.2250,5.1926,50000,
12:44:34:594198255,1700000|1200000|1500000|1400000,22.2832,6.0346,5.1544,51000,
12:44:35: 95352441,1700000|1700000|1200000|1200000,20.7075,4.5766,4.9566,50000,
12:44:35:596502174,1200000|1200000|2000000|1200000,22.6220,6.2885,5.2551,50000,
12:44:36: 98069094,1300000|1500000|1700000|1200000,21.0429,4.8785,5.0275,51000,
12:44:36:599394432,2000000|1200000|1600000|1800000,21.6945,5.4874,5.0416,50000,
12:44:37:100397174,1200000|1600000|1200000|1300000,23.0170,6.7696,5.1236,51000,
12:44:37:602098601,1200000|1200000|1200000|1200000,20.5307,4.4420,4.8836,50000,
12:44:38:103630081,1600000|1200000|1200000|1200000,22.7112,6.4644,5.1634,50000,
12:44:38:604883122,1500000|1500000|1300000|1200000,22.8018,6.5631,5.1213,51000,
12:44:39:106209212,1200000|1600000|1400000|1200000,21.1186,4.9677,4.9116,52000,
12:44:39:607447337,1200000|1200000|1200000|1200000,21.8288,5.5926,5.1971,51000,
12:44:40:109041021,1200000|1200000|2200000|1600000,22.4220,6.1374,5.0870,50000,
12:44:40:610613538,1500000|1200000|1200000|1700000,22.0642,5.8101,5.1384,52000,
12:44:41:111897223,1500000|1500000|1200000|1900000,22.4261,6.1598,5.1695,51000,
12:44:41:613248855,1300000|1800000|1700000|1600000,22.3812,6.1502,5.1672,51000,
12:44:42:114766707,1200000|1500000|1200000|1200000,22.3120,6.0965,5.1560,50000,
12:44:42:616335147,1900000|1700000|1500000|2100000,22.5619,6.3932,5.1366,52000,
12:44:43:117463549,1500000|1900000|1200000|1300000,22.4799,6.2732,5.1926,50000,
12:44:43:618679024,1200000|1700000|1200000|1600000,21.7541,5.5889,5.0913,52000,
12:44:44:119732652,1200000|1200000|1200000|1300000,21.8137,5.6501,5.0786,50000,
12:44:44:621323590,1200000|1200000|1200000|1400000,22.7145,6.4842,5.1149,50000,
12:44:45:122886046,1200000|1200000|1200000|1500000,22.1677,5.9098,5.1359,50000,
12:44:45:624508308,1900000|1300000|1800000|1500000,22.7776,6.5250,5.2762,51000,
12:44:46:125578252,1700000|1800000|1500000|1300000,23.8112,7.4390,5.3945,53000,
12:44:46:626746380,1200000|1900000|1200000|1700000,22.7564,6.5629,5.2197,51000,
12:44:47:127924478,1400000|1300000|1400000|2200000,23.7367,7.4789,5.2818,52000,
12:44:47:629261234,1500000|1700000|1500000|1300000,23.7735,7.4329,5.2766,51000,
12:44:48:130609683,1300000|1600000|1500000|1500000,22.5223,6.2382,5.1683,50000,
12:44:48:632161086,1200000|1600000|1200000|1300000,22.4191,6.1582,5.1376,50000,
12:44:49:133777889,1400000|1800000|1200000|1200000,22.1933,5.9213,5.1899,50000,
12:44:49:635147650,1200000|1300000|1600000|1900000,23.8865,7.5127,5.4169,52000,
12:44:50:136310234,1200000|1200000|1200000|1200000,22.9261,6.6129,5.2578,50000,
12:44:50:637780816,1200000|1500000|1200000|1500000,24.9139,8.5883,5.3987,51000,
12:44:51:139154527,1400000|1200000|1200000|1300000,22.6096,6.3600,5.1878,50000,
12:44:51:640568092,1400000|1200000|1200000|1800000,22.1816,5.9571,5.1902,50000,
12:44:52:141921441,1500000|1200000|1200000|1400000,22.2651,5.9904,5.1996,50000,
12:44:52:643166921,1200000|1200000|1200000|1200000,22.6208,6.3136,5.2097,51000,
12:44:53:144702485,1200000|1900000|1300000|1200000,24.1839,7.7924,5.3790,52000,
12:44:53:646300949,1200000|1600000|1200000|1200000,22.4659,6.1777,5.2077,50000,
12:44:54:147863155,1900000|1300000|1200000|1800000,23.9945,7.6262,5.4525,52000,
12:44:54:649150397,1200000|1200000|1200000|1800000,22.6021,6.3328,5.1769,51000,
12:44:55:150718571,1500000|2000000|1700000|1800000,23.0488,6.7196,5.2998,51000,
12:44:55:652034577,1200000|1400000|1600000|1200000,23.3639,6.9860,5.3187,51000,
12:44:56:153472085,1200000|1400000|2000000|1900000,22.9029,6.6435,5.1744,51000,
12:44:56:655157853,1500000|1400000|1200000|1500000,22.1133,5.7973,5.1710,50000,
12:44:57:156399154,1200000|2000000|1700000|1800000,24.0951,7.7161,5.3496,53000,
12:44:57:657879887,1200000|1500000|1200000|1600000,22.5682,6.2362,5.3125,51000,
12:44:58:159506712,1200000|1300000|1200000|1500000,23.2244,6.8845,5.2839,51000,
12:44:58:660843877,1700000|1500000|1200000|1500000,23.6812,7.3200,5.4028,51000,
12:44:59:162049119,1200000|1800000|1400000|1400000,22.8503,6.5348,5.2277,51000,
12:44:59:663252568,1600000|1200000|1400000|1600000,23.5408,7.1139,5.3296,51000,
12:45:00:165621772,1200000|1400000|1200000|1300000,23.1141,6.6682,5.3607,50000,
12:45:00:666992989,1300000|1700000|2000000|1200000,24.0519,7.7211,5.2990,53000,
12:45:01:168100525,1200000|1500000|1200000|1500000,23.5545,7.2066,5.3065,51000,
12:45:01:669739492,1900000|1200000|1500000|1200000,24.6287,8.2249,5.4660,50000,
12:45:02:170849878,1200000|1700000|1400000|1400000,22.8212,6.5570,5.1680,52000,
12:45:02:672215662,1800000|1200000|1200000|1700000,24.4148,8.0577,5.4709,51000,
12:45:03:173385477,1800000|1700000|1700000|1800000,22.6834,6.4909,5.1701,52000,
12:45:03:674535083,1500000|1900000|1200000|1400000,24.6054,8.2600,5.3963,52000,
12:45:04:175843565,1200000|1600000|1200000|1300000,22.6279,6.3948,5.1498,50000,
12:45:04:677336696,1600000|1800000|1600000|1500000,23.8884,7.5644,5.3442,52000,
12:45:05:178492502,1200000|1200000|1200000|1200000,22.7924,6.4975,5.2094,50000,
12:45:05:679997834,1900000|1200000|1800000|1400000,24.0723,7.7464,5.3920,53000,
12:45:06:181219057,1800000|1200000|1200000|1200000,23.0409,6.6882,5.2555,51000,
12:45:06:682339196,1200000|1200000|1600000|1200000,24.0195,7.6102,5.3437,51000,
12:45:07:183997165,2000000|1300000|1200000|1300000,23.8334,7.4818,5.3403,52000,
12:45:07:685169359,1200000|1500000|1300000|1500000,24.0202,7.6856,5.2914,53000,
12:45:08:186486733,1500000|1200000|1200000|1200000,23.5521,7.1613,5.3267,50000,
12:45:08:687711457,1400000|1700000|1700000|1200000,23.8768,7.4695,5.4144,50000,
12:45:09:189175640,1600000|1400000|1900000|1900000,24.8609,8.5298,5.3511,51000,
12:45:09:690504095,1900000|1500000|1700000|1400000,23.9359,7.6384,5.2533,52000,
12:45:10:191571025,1300000|1300000|1700000|1200000,24.3946,8.0883,5.3545,52000,
12:45:10:693133106,1800000|1700000|1300000|1700000,22.8533,6.5585,5.1890,51000,
12:45:11:194266515,1200000|1800000|1700000|1700000,24.1365,7.7336,5.4031,51000,
12:45:11:695810146,1700000|1700000|1600000|1700000,23.2944,6.9972,5.2275,51000,
12:45:12:197135801,1800000|1200000|1200000|1700000,23.8542,7.4624,5.3755,51000,
12:45:12:698250405,1700000|1500000|1600000|1300000,23.0886,6.7290,5.3264,51000,
12:45:13:199449462,1200000|1200000|1700000|1200000,22.9751,6.6157,5.3482,51000,
12:45:13:701032804,1600000|2000000|1600000|1300000,24.5117,8.1109,5.3772,51000,
12:45:14:202266101,1900000|1400000|1200000|1500000,23.7282,7.3209,5.3718,51000,
12:45:14:703296033,1200000|1800000|1400000|1200000,22.6959,6.4204,5.2578,51000,
12:45:15:204805832,1400000|1200000|1400000|1200000,24.3432,7.8762,5.5062,50000,
12:45:15:706174698,1400000|1400000|1900000|1500000,23.2533,6.9041,5.2710,51000,
12:45:16:208211864,1200000|1500000|1200000|1500000,23.1292,6.8149,5.3052,49000,
12:45:16:709815198,1900000|1200000|1200000|1900000,24.0675,7.6650,5.4165,51000,
12:45:17:210872204,1200000|2000000|1200000|1200000,22.5933,6.3227,5.1667,52000,
12:45:17:712512789,1300000|1200000|1500000|1200000,22.3125,6.0233,5.1634,51000,
12:45:18:214023370,1500000|1500000|1300000|1200000,21.8866,5.5719,5.1638,51000,
12:45:18:715387788,1200000|1500000|1200000|1300000,20.2689,4.1172,4.9725,50000,
12:45:19:217463604,1200000|1200000|1200000|1200000,20.8205,4.6857,4.9681,50000,
12:45:19:718975668,1200000|1400000|1500000|1200000,20.2603,4.1136,4.8885,50000,
12:45:20:220570313,1200000|1200000|1200000|1200000,20.3502,4.2229,4.9441,50000,
12:45:20:722139493,1300000|1400000|1600000|1300000,20.5082,4.4002,4.8939,50000,
12:45:21:223613730,1200000|1200000|1200000|1200000,18.5524,2.5893,4.6448,50000,
12:45:21:725182117,1200000|1200000|1500000|1200000,20.3008,4.2049,4.9406,50000,
12:45:22:226737214,1200000|1200000|1200000|1500000,18.7590,2.7450,4.6779,51000,
12:45:22:727996670,1200000|1200000|1200000|1200000,20.3427,4.2245,4.8517,50000,
12:45:23:229542588,1200000|1300000|1800000|1700000,19.6208,3.5764,4.8091,51000,
12:45:23:731098811,1200000|1200000|1200000|1200000,19.1816,3.1597,4.7305,50000,
12:45:24:232596251,1700000|1200000|1200000|1600000,18.6797,2.7209,4.6816,50000,
12:45:24:733912390,1200000|1200000|1200000|1800000,20.2715,4.1688,4.8609,50000,
12:45:25:235426134,1200000|1200000|1200000|1200000,18.5853,2.6269,4.5996,50000,
12:45:25:736997082,1700000|1200000|1200000|1200000,20.3067,4.1906,4.8701,50000,
12:45:26:238116892,1200000|1200000|1200000|1200000,18.5807,2.6081,4.6779,50000,
12:45:26:739636267,1300000|1200000|1200000|1200000,20.0421,3.9421,4.9095,51000,
12:45:27:241181993,1200000|1200000|1200000|1200000,18.5952,2.5879,4.6733,50000,
12:45:27:742694420,1200000|1200000|1200000|1200000,18.4824,2.5288,4.6214,50000,
12:45:28:244199481,1200000|1200000|1200000|1800000,20.3422,4.2180,4.9208,49000,
12:45:28:745748852,1200000|1200000|1200000|1200000,18.5544,2.5984,4.6115,50000,
12:45:29:247256625,1200000|1200000|1200000|1200000,18.8293,2.8719,4.6846,49000,
12:45:29:748801123,1900000|1200000|1200000|1200000,20.4448,4.2953,4.8478,51000,
12:45:30:249839379,1200000|1200000|1200000|1200000,18.5827,2.6426,4.6545,50000,
12:45:30:751338330,1200000|1200000|1200000|1200000,18.4809,2.5236,4.6598,50000,
12:45:31:252892694,1200000|1600000|1600000|1200000,20.4025,4.2633,4.8869,50000,
12:45:31:754480478,1200000|1200000|1200000|1200000,18.5164,2.5527,4.6531,50000,
12:45:32:255989912,1200000|1200000|1200000|1200000,18.5398,2.5788,4.6456,50000,
12:45:32:757532677,1200000|1700000|1200000|1900000,20.4858,4.4002,4.8844,51000,
12:45:33:259103391,1200000|1200000|1200000|1900000,18.6577,2.6942,4.6515,51000,
12:45:33:760608668,1200000|1200000|1200000|1200000,18.5530,2.5581,4.6742,50000,
12:45:34:262146289,1200000|1200000|1200000|1200000,18.5513,2.5897,4.6269,50000,
12:45:34:763659166,1200000|1200000|1200000|1500000,20.8353,4.7386,4.9306,51000,
12:45:35:265211881,1200000|1200000|1200000|1200000,18.5889,2.6343,4.6570,51000,
12:45:35:766724191,1200000|1200000|1200000|1200000,18.5239,2.5269,4.6045,51000,
12:45:36:268228504,1600000|1500000|1600000|1700000,19.4993,3.4753,4.7201,51000,
12:45:36:769448517,1200000|1200000|1200000|1200000,19.6019,3.5395,4.7851,49000,
12:45:37:270957607,1200000|1200000|1200000|1200000,18.5391,2.5778,4.6434,50000,
12:45:37:772482478,1200000|1200000|1200000|1200000,18.5009,2.5417,4.6589,50000,
12:45:38:274023679,1800000|1600000|1200000|1500000,20.6564,4.5317,4.8946,52000,
12:45:38:775156909,1200000|2200000|1200000|1200000,18.6201,2.6426,4.6367,51000,
12:45:39:276639726,1200000|1200000|1200000|1200000,18.5583,2.5988,4.6378,50000,
12:45:39:778166561,1200000|1200000|1200000|1200000,18.4974,2.5441,4.6211,50000,
12:45:40:279660982,1300000|1200000|1500000|1400000,19.8365,3.7781,4.8483,51000,
12:45:40:780975050,1200000|1200000|1200000|1200000,19.1346,3.0950,4.7081,50000,
12:45:41:282478644,1200000|1200000|1200000|1200000,18.5207,2.5594,4.6717,50000,
12:45:41:783978935,1200000|1200000|1200000|1200000,18.5138,2.5228,4.6406,50000,
12:45:42:285540246,1200000|1200000|1200000|1200000,18.5314,2.5697,4.6504,50000,
12:45:42:787063953,1200000|1200000|1200000|1800000,20.1601,4.0351,4.9135,49000,
12:45:43:288580881,1200000|1200000|1200000|1800000,18.6772,2.7185,4.6901,49000,
12:45:43:790126372,1200000|1200000|1200000|1200000,18.5164,2.5594,4.6346,50000,
12:45:44:291640369,1200000|1200000|1200000|1200000,18.5540,2.5594,4.5921,50000,
12:45:44:793186561,1200000|1400000|1200000|1400000,20.3619,4.2153,4.9694,51000,
12:45:45:294827299,1200000|1200000|1200000|1200000,18.5514,2.5959,4.6651,50000,
12:45:45:796327977,1200000|1200000|1200000|1200000,18.5037,2.5520,4.6455,50000,
12:45:46:297879101,1200000|1200000|1200000|1200000,18.5558,2.5644,4.6554,50000,
12:45:46:799394862,1200000|1200000|1200000|1200000,18.4982,2.5429,4.6623,49000,
12:45:47:300949800,1200000|1200000|1200000|1200000,20.3416,4.2198,4.9337,50000,
12:45:47:802456897,1200000|1200000|1200000|1200000,18.4818,2.5327,4.6389,50000,
