16:27:17: 64178504,34.50,
16:27:17:569199390,34.50,
16:27:18: 71852524,34.50,
16:27:18:574970846,34.50,
16:27:19: 78127969,34.50,
16:27:19:580932158,34.50,
16:27:20: 82683663,34.50,
16:27:20:591819977,34.00,
16:27:21: 93370828,34.00,
16:27:21:594653401,33.50,
16:27:22: 96258042,33.50,
16:27:22:598854750,33.50,
16:27:23:103008831,33.00,
16:27:23:607413555,33.00,
16:27:24:108908392,33.50,
16:27:24:610322243,33.50,
16:27:25:112006657,33.00,
16:27:25:613281675,33.00,
16:27:26:115994520,32.50,
16:27:26:617431955,32.50,
16:27:27:119790294,32.50,
16:27:27:621561116,32.50,
16:27:28:125428636,32.50,
16:27:28:626818752,32.50,
16:27:29:128466904,32.50,
16:27:29:631119610,32.50,
16:27:30:133070061,32.50,
16:27:30:636015368,32.00,
16:27:31:138154571,32.00,
16:27:31:640400905,31.50,
16:27:32:145537419,31.50,
16:27:32:651981074,31.50,
16:27:33:153601047,31.50,
16:27:33:655835457,31.00,
16:27:34:157395448,31.00,
16:27:34:659978560,31.00,
16:27:35:164121886,30.50,
16:27:35:665644315,30.50,
16:27:36:167665859,30.50,
16:27:36:669176122,30.00,
16:27:37:175920712,30.00,
16:27:37:679422935,30.00,
16:27:38:182255538,29.50,
16:27:38:684282662,29.50,
16:27:39:187330050,29.50,
16:27:39:689969119,29.50,
16:27:40:192581186,29.50,
16:27:40:696859467,29.50,
16:27:41:203891483,29.50,
16:27:41:708406282,29.50,
16:27:42:211203350,29.50,
16:27:42:714729347,29.50,
16:27:43:216953931,29.00,
16:27:43:718546132,29.00,
16:27:44:220294814,29.00,
16:27:44:726093870,29.00,
16:27:45:232185020,29.00,
16:27:45:734043181,29.00,
16:27:46:235600717,29.50,
16:27:46:737415716,29.50,
16:27:47:238905156,29.50,
16:27:47:740787173,29.00,
16:27:48:242413566,29.00,
16:27:48:743703554,28.50,
16:27:49:245444630,28.50,
16:27:49:746804734,28.50,
16:27:50:248510084,28.50,
16:27:50:752387252,29.00,
16:27:51:256363127,29.00,
16:27:51:757970018,29.00,
16:27:52:259800806,29.00,
16:27:52:761719744,28.50,
16:27:53:264370260,28.50,
16:27:53:767889949,28.50,
16:27:54:270040301,28.50,
16:27:54:771656638,28.00,
16:27:55:273335639,28.00,
16:27:55:775014496,28.00,
16:27:56:277282014,28.00,
16:27:56:779813794,28.00,
16:27:57:281905984,28.00,
16:27:57:784351847,28.00,
16:27:58:286054029,28.00,
16:27:58:787762868,28.00,
16:27:59:292472179,28.00,
16:27:59:798040903,28.50,
16:28:00:300106837,28.50,
16:28:00:801956230,28.50,
16:28:01:303634049,28.50,
16:28:01:805346871,28.50,
16:28:02:310591780,29.00,
16:28:02:812667132,29.00,
16:28:03:314911856,29.00,
16:28:03:817021546,29.50,
16:28:04:318524349,29.50,
16:28:04:824673424,30.00,
16:28:05:326335660,30.00,
16:28:05:832249949,30.00,
16:28:06:336198560,30.50,
16:28:06:839179235,30.00,
16:28:07:341775937,30.00,
16:28:07:843307010,30.00,
16:28:08:345450825,30.50,
16:28:08:846941744,30.50,
16:28:09:348463654,30.50,
16:28:09:854684878,30.50,
16:28:10:357697185,30.50,
16:28:10:859385265,30.50,
16:28:11:363170648,30.50,
16:28:11:864777503,30.50,
16:28:12:366393987,31.00,
16:28:12:868032906,31.00,
16:28:13:369728540,31.00,
16:28:13:872530876,31.00,
16:28:14:376164619,30.50,
16:28:14:879869241,30.50,
16:28:15:381266252,30.50,
16:28:15:885971062,30.50,
16:28:16:387920779,30.50,
16:28:16:889572906,30.50,
16:28:17:391271582,30.50,
16:28:17:892765137,30.50,
16:28:18:394323533,30.50,
16:28:18:897699151,30.50,
16:28:19:402846963,31.00,
16:28:19:912449276,31.00,
16:28:20:413869938,30.50,
16:28:20:917226212,30.50,
16:28:21:418692938,30.50,
16:28:21:920144283,31.00,
16:28:22:421610621,31.00,
16:28:22:924603342,31.00,
16:28:23:426117811,31.00,
16:28:23:931896276,31.50,
16:28:24:433332060,31.50,
16:28:24:934860608,31.50,
16:28:25:437036708,31.50,
16:28:25:940654930,31.50,
16:28:26:444690805,31.50,
16:28:26:946447048,32.00,
16:28:27:448210509,32.00,
16:28:27:953204696,32.00,
16:28:28:454741242,32.00,
16:28:28:957807958,32.00,
16:28:29:459450598,32.00,
16:28:29:960846442,32.00,
16:28:30:462623877,32.50,
16:28:30:964375792,32.50,
16:28:31:465911789,32.50,
16:28:31:967365716,32.50,
16:28:32:470806506,32.00,
16:28:32:972268211,32.00,
16:28:33:474156883,31.50,
16:28:33:975577080,31.50,
16:28:34:477059068,31.50,
16:28:34:979998939,31.50,
16:28:35:481329443,31.00,
16:28:35:983099987,31.00,
16:28:36:485927306,31.00,
16:28:36:989587220,31.00,
16:28:37:491611468,30.50,
16:28:37:993179311,30.50,
16:28:38:495526996,30.50,
16:28:38:999274077,30.50,
16:28:39:501242103,30.50,
16:28:40:  3154338,30.50,
16:28:40:506254477,30.50,
16:28:41:  7764809,30.50,
16:28:41:509390282,30.50,
16:28:42: 10889904,30.50,
16:28:42:512272246,30.50,
16:28:43: 16282062,31.00,
16:28:43:519188849,31.00,
16:28:44: 20686319,31.00,
16:28:44:522144875,31.00,
16:28:45: 23925977,31.00,
16:28:45:525372512,31.00,
16:28:46: 27797491,31.00,
16:28:46:530277770,31.00,
16:28:47: 31787814,31.00,
16:28:47:539069377,31.00,
16:28:48: 40551226,31.00,
16:28:48:542000852,30.50,
16:28:49: 44338509,30.50,
16:28:49:546733916,30.50,
16:28:50: 51515510,31.00,
16:28:50:553647160,31.00,
16:28:51: 54925924,31.00,
16:28:51:556836592,31.00,
16:28:52: 62727151,30.50,
16:28:52:564491529,30.50,
16:28:53: 66067354,30.50,
16:28:53:569995590,30.50,
16:28:54: 71549490,30.50,
16:28:54:574929936,30.50,
16:28:55: 76528354,30.50,
16:28:55:583944695,31.00,
16:28:56: 85498049,31.00,
16:28:56:589466326,31.00,
16:28:57: 91213563,30.50,
16:28:57:593148388,30.50,
16:28:58: 96780525,30.00,
16:28:58:599374772,30.00,
16:28:59:101137950,30.50,
16:28:59:603227491,30.50,
16:29:00:110784479,30.50,
16:29:00:612314192,30.50,
16:29:01:115341707,30.50,
16:29:01:618038879,30.00,
16:29:02:121401889,30.00,
16:29:02:622959371,30.00,
16:29:03:126558455,29.50,
16:29:03:628151658,29.00,
16:29:04:130604150,29.00,
16:29:04:632280457,29.00,
16:29:05:135423570,28.50,
16:29:05:637175728,28.50,
16:29:06:139113445,28.50,
16:29:06:642569233,28.00,
16:29:07:147769349,28.00,
16:29:07:650419156,28.00,
16:29:08:154583510,28.00,
16:29:08:658378681,28.00,
16:29:09:160693689,27.50,
16:29:09:662584210,27.50,
16:29:10:166637767,27.00,
16:29:10:668774156,27.00,
16:29:11:170422774,27.50,
16:29:11:672243075,28.00,
16:29:12:173860654,28.00,
16:29:12:676137813,28.50,
16:29:13:177954197,28.00,
16:29:13:682368759,28.00,
16:29:14:186371887,27.50,
16:29:14:688407749,27.50,
16:29:15:190144156,28.00,
16:29:15:696758195,28.00,
16:29:16:198479054,28.50,
16:29:16:700605163,28.50,
16:29:17:202477262,28.50,
16:29:17:704185781,28.00,
16:29:18:206205102,28.00,
16:29:18:710151600,28.00,
16:29:19:211856265,28.00,
16:29:19:713960517,28.00,
16:29:20:215917626,28.00,
16:29:20:719128110,28.50,
16:29:21:222802791,28.50,
16:29:21:728418379,28.00,
16:29:22:230910564,28.00,
16:29:22:732608631,28.00,
16:29:23:238108301,27.50,
16:29:23:740157101,27.50,
16:29:24:241850187,27.50,
16:29:24:745695820,27.50,
16:29:25:252126886,27.50,
16:29:25:756034571,27.00,
16:29:26:260419125,27.00,
16:29:26:765521033,27.00,
16:29:27:267681109,26.50,
16:29:27:769563869,26.50,
16:29:28:274996242,26.50,
16:29:28:778041078,26.50,
16:29:29:279965435,26.50,
16:29:29:783764849,26.50,
16:29:30:285315940,26.50,
16:29:30:787640410,26.00,
16:29:31:290370839,26.00,
16:29:31:792319187,26.00,
16:29:32:295487592,25.50,
16:29:32:797782675,25.50,
16:29:33:299369307,25.50,
16:29:33:801263436,25.50,
16:29:34:311767079,25.50,
16:29:34:813569468,25.50,
16:29:35:316056749,26.00,
16:29:35:818650684,26.00,
16:29:36:320647696,26.00,
16:29:36:822544911,26.00,
16:29:37:325316958,26.00,
16:29:37:828339762,26.00,
16:29:38:330888524,26.00,
16:29:38:835198880,26.00,
16:29:39:339973753,26.00,
16:29:39:843224320,26.00,
16:29:40:345039293,26.00,
16:29:40:847727322,26.00,
16:29:41:354659387,26.00,
16:29:41:859078393,26.00,
16:29:42:362010007,26.00,
16:29:42:869543174,26.00,
16:29:43:373013350,26.50,
16:29:43:880708757,26.50,
16:29:44:382797675,26.50,
16:29:44:888006872,26.50,
16:29:45:392457746,26.50,
16:29:45:894172804,26.00,
16:29:46:396357305,26.00,
16:29:46:902541424,26.50,
16:29:47:404453873,26.50,
16:29:47:907963169,27.00,
16:29:48:413620179,27.00,
16:29:48:916893015,26.50,
16:29:49:418886163,26.50,
16:29:49:925855430,26.00,
16:29:50:431513896,26.00,
16:29:50:933966223,26.00,
16:29:51:441764328,25.50,
16:29:51:944877671,26.00,
16:29:52:447085301,26.00,
16:29:52:949004005,26.00,
16:29:53:450968585,26.00,
16:29:53:960113174,26.00,
16:29:54:462218149,26.00,
16:29:54:964688073,26.00,
16:29:55:467080768,26.00,
16:29:55:969533887,26.00,
16:29:56:471133120,26.00,
16:29:56:975409443,26.00,
16:29:57:477400345,25.50,
16:29:57:979345877,25.50,
16:29:58:489776119,25.50,
16:29:58:997767906,25.50,
16:29:59:500425724,25.50,
16:30:00:  3179403,25.50,
16:30:00:505094548,25.50,
16:30:01:  8408329,25.50,
16:30:01:515762572,25.50,
16:30:02: 19132098,25.50,
16:30:02:523767059,25.50,
16:30:03: 27477133,25.00,
16:30:03:529704035,25.00,
16:30:04: 31303523,25.00,
16:30:04:534775353,25.00,
16:30:05: 36527393,25.00,
16:30:05:538350587,25.00,
16:30:06: 40666757,25.00,
16:30:06:547533269,25.00,
16:30:07: 50992663,25.00,
16:30:07:552369661,25.00,
16:30:08: 54983539,25.50,
16:30:08:558912775,25.50,
16:30:09: 65565014,25.50,
16:30:09:569494641,25.50,
16:30:10: 71094953,25.50,
16:30:10:572911608,25.50,
16:30:11: 74893696,25.50,
16:30:11:578224089,25.50,
16:30:12: 80018569,25.50,
16:30:12:583467272,25.50,
16:30:13: 86204817,26.00,
16:30:13:587835266,26.00,
16:30:14: 90423799,25.50,
16:30:14:592358835,25.50,
16:30:15: 94061148,25.50,
16:30:15:596651888,25.50,
16:30:16: 99685849,25.50,
