Duration: 1201.5714
183,30.000,59089.243,0
372,30.000,59090.243,189
591,30.000,59091.243,219
728,30.000,59092.243,137
843,30.000,59093.247,115
976,30.000,59094.266,130
1057,30.000,59095.278,80
1135,30.000,59096.278,78
1210,30.000,59097.297,74
1290,30.000,59098.305,79
1373,30.000,59099.305,83
1448,30.000,59100.325,74
1513,30.000,59101.325,65
1591,30.000,59102.329,78
1678,30.000,59103.329,87
1771,30.000,59104.360,90
1865,30.000,59105.372,93
1942,30.000,59106.395,75
2035,30.000,59107.399,93
2130,30.000,59108.403,95
2221,30.000,59109.407,91
2305,30.000,59110.422,83
2382,30.000,59111.434,76
2459,30.000,59112.458,75
2552,30.000,59113.461,93
2637,30.000,59114.461,85
2733,30.000,59115.461,96
2822,30.000,59116.465,89
2926,30.000,59117.469,104
3017,30.000,59118.477,90
3117,30.000,59119.489,99
3228,30.000,59120.489,111
3340,30.000,59121.501,111
3447,30.000,59122.504,107
3541,30.000,59123.508,94
3648,30.000,59124.524,105
3746,30.000,59125.528,98
3848,30.000,59126.532,102
3963,30.000,59127.551,113
4059,30.000,59128.555,96
4174,30.000,59129.559,115
4289,30.000,59130.563,115
4404,30.000,59131.567,115
4522,30.000,59132.590,115
4649,30.000,59133.594,127
4769,30.000,59134.598,120
4886,30.000,59135.602,117
5008,30.000,59136.602,122
5135,30.000,59137.606,127
5239,30.000,59138.610,104
5350,30.000,59139.614,111
5456,30.000,59140.614,106
5569,30.000,59141.622,112
5668,30.000,59142.622,99
5772,30.000,59143.626,104
5882,30.000,59144.626,110
6007,30.000,59145.645,123
6122,30.000,59146.645,115
6236,30.000,59147.665,112
6342,30.000,59148.668,106
6446,30.000,59149.668,104
6559,30.000,59150.672,113
6671,30.000,59151.672,112
6778,30.000,59152.676,107
6886,30.000,59153.680,108
6992,30.000,59154.688,105
7101,30.000,59155.692,109
7211,30.000,59156.704,109
7317,30.000,59157.711,105
7424,30.000,59158.723,106
7559,30.000,59159.731,134
7683,30.000,59160.731,124
7822,30.000,59161.735,138
7953,30.000,59162.743,130
8084,30.000,59163.751,130
8216,30.000,59164.751,132
8341,30.000,59165.758,124
8475,30.000,59166.774,132
8592,30.000,59167.782,116
8703,30.000,59168.797,109
8823,30.000,59169.801,120
8953,30.000,59170.801,130
9077,30.000,59171.805,124
9183,30.000,59172.821,104
9295,30.000,59173.829,111
9408,30.000,59174.829,113
9523,30.000,59175.836,114
9629,30.000,59176.836,106
9737,30.000,59177.844,107
9845,30.000,59178.848,108
9957,30.000,59179.856,111
10084,30.000,59180.856,127
10203,30.000,59181.860,119
10325,30.000,59182.860,122
10444,30.000,59183.868,118
10553,30.000,59184.887,107
10656,30.000,59185.895,102
10771,30.000,59186.907,114
10916,30.000,59187.930,142
11027,30.000,59188.930,111
11139,30.000,59189.934,112
11254,30.000,59190.938,115
11368,30.000,59191.946,113
11481,30.000,59192.946,113
11604,30.000,59193.950,123
11732,30.000,59194.969,126
11849,30.000,59195.973,117
11976,30.000,59196.973,127
12097,30.000,59197.989,119
12209,30.000,59198.993,112
12323,30.000,59200.008,112
12443,30.000,59201.012,120
12565,30.000,59202.012,122
12693,30.000,59203.020,127
12817,30.000,59204.024,124
12958,30.000,59205.028,140
13089,30.000,59206.036,130
13224,30.000,59207.036,135
13355,30.000,59208.051,129
13485,30.000,59209.051,130
13628,30.000,59210.055,142
13757,30.000,59211.059,128
13907,30.000,59212.059,150
14048,30.000,59213.063,140
14176,30.000,59214.067,128
14292,30.000,59215.079,115
14410,30.000,59216.079,118
14526,30.000,59217.086,115
14637,30.000,59218.090,111
14750,30.000,59219.118,110
14861,30.000,59220.122,111
14967,30.000,59221.126,106
15087,30.000,59222.129,120
15209,30.000,59223.133,122
15319,30.000,59224.145,109
15421,30.000,59225.145,102
15540,30.000,59226.145,119
15644,30.000,59227.165,102
15738,30.000,59228.165,94
15827,30.000,59229.172,88
15932,30.000,59230.192,103
16040,30.000,59231.227,104
