Duration: 1201.5714
170,30.000,59089.247,0
368,30.000,59090.254,196
584,30.000,59091.266,213
714,30.000,59092.274,129
849,30.000,59093.278,134
972,30.000,59094.286,122
1047,30.000,59095.301,74
1118,30.000,59096.305,71
1196,30.000,59097.317,77
1271,30.000,59098.325,74
1349,30.000,59099.329,78
1422,30.000,59100.336,72
1484,30.000,59101.344,62
1565,30.000,59102.352,80
1647,30.000,59103.360,81
1722,30.000,59104.372,74
1815,30.000,59105.376,93
1904,30.000,59106.391,88
1982,30.000,59107.403,77
2065,30.000,59108.418,82
2152,30.000,59109.422,87
2238,30.000,59110.426,86
2325,30.000,59111.461,84
2412,30.000,59112.469,86
2510,30.000,59113.477,97
2608,30.000,59114.485,97
2699,30.000,59115.493,90
2792,30.000,59116.493,93
2893,30.000,59117.504,100
2993,30.000,59118.516,99
3111,30.000,59119.516,118
3219,30.000,59120.520,108
3324,30.000,59121.520,105
3420,30.000,59122.528,95
3505,30.000,59123.536,84
3605,30.000,59124.547,99
3715,30.000,59125.559,109
3833,30.000,59126.563,118
3950,30.000,59127.563,117
4059,30.000,59128.571,108
4176,30.000,59129.583,116
4305,30.000,59130.583,129
4428,30.000,59131.583,123
4546,30.000,59132.583,118
4658,30.000,59133.586,112
4787,30.000,59134.598,128
4912,30.000,59135.602,125
5032,30.000,59136.602,120
5156,30.000,59137.602,124
5277,30.000,59138.606,121
5398,30.000,59139.610,121
5508,30.000,59140.637,107
5614,30.000,59141.649,105
5719,30.000,59142.653,105
5825,30.000,59143.657,106
5936,30.000,59144.680,108
6049,30.000,59145.700,111
6152,30.000,59146.708,102
6262,30.000,59147.715,109
6369,30.000,59148.727,106
6483,30.000,59149.727,114
6594,30.000,59150.739,110
6713,30.000,59151.743,119
6813,30.000,59152.751,99
6926,30.000,59153.754,113
7043,30.000,59154.754,117
7149,30.000,59155.782,103
7258,30.000,59156.786,109
7375,30.000,59157.790,117
7495,30.000,59158.793,120
7628,30.000,59159.793,133
7754,30.000,59160.797,126
7883,30.000,59161.797,129
8008,30.000,59162.801,125
8136,30.000,59163.805,128
8259,30.000,59164.817,122
8380,30.000,59165.821,121
8504,30.000,59166.829,123
8617,30.000,59167.836,112
8725,30.000,59168.840,108
8856,30.000,59169.848,130
8978,30.000,59170.852,122
9103,30.000,59171.856,125
9220,30.000,59172.868,116
9332,30.000,59173.879,111
9445,30.000,59174.891,112
9555,30.000,59175.891,110
9657,30.000,59176.899,101
9765,30.000,59177.907,107
9887,30.000,59178.911,122
10018,30.000,59179.911,131
10139,30.000,59180.915,121
10274,30.000,59181.915,135
10393,30.000,59182.930,117
10498,30.000,59183.938,104
10593,30.000,59184.942,95
10696,30.000,59185.946,103
10808,30.000,59186.950,112
10916,30.000,59187.961,107
11027,30.000,59188.965,111
11130,30.000,59189.969,103
11245,30.000,59190.977,114
11348,30.000,59191.977,103
11462,30.000,59192.981,114
11591,30.000,59193.985,128
11702,30.000,59194.985,111
11817,30.000,59195.989,115
11939,30.000,59196.997,121
12059,30.000,59198.004,119
12184,30.000,59199.004,125
12313,30.000,59200.008,128
12424,30.000,59201.016,110
12550,30.000,59202.016,126
12685,30.000,59203.028,133
12822,30.000,59204.028,137
12950,30.000,59205.040,127
13084,30.000,59206.043,133
13229,30.000,59207.047,144
13369,30.000,59208.051,139
13499,30.000,59209.059,129
13643,30.000,59210.063,143
13770,30.000,59211.067,127
13902,30.000,59212.075,131
14032,30.000,59213.079,129
14158,30.000,59214.079,126
14279,30.000,59215.083,121
14405,30.000,59216.090,125
14513,30.000,59217.090,108
14623,30.000,59218.098,109
14735,30.000,59219.102,112
14842,30.000,59220.106,107
14938,30.000,59221.106,96
15049,30.000,59222.106,111
15167,30.000,59223.110,118
15282,30.000,59224.110,115
15389,30.000,59225.122,106
15503,30.000,59226.133,113
