System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
13:26:53:749552335,2200000|2200000|2200000|2200000,42.0940,21.0867,9.7425,49000,
13:26:53:900641983,2200000|2200000|2200000|1200000,41.0378,20.1056,10.1016,49000,
13:26:54: 51715452,2200000|2200000|2200000|2200000,41.5008,20.5147,10.0715,48000,
13:26:54:203256225,2200000|2200000|2200000|2200000,41.8979,20.8843,10.1154,49000,
13:26:54:354868164,2200000|2200000|2200000|2200000,41.9571,20.9518,10.1470,49000,
13:26:54:506252489,2200000|2200000|2200000|2200000,42.2915,21.1534,10.2259,50000,
13:26:54:657456551,2200000|2200000|2200000|2200000,42.6141,21.4015,10.1349,50000,
13:26:54:808584196,2200000|2200000|2200000|2200000,42.0769,21.1951,10.1204,50000,
13:26:54:959831687,2200000|2200000|1200000|2200000,42.3782,21.0261,10.1010,49000,
13:26:55:110909752,2200000|2200000|2200000|2200000,41.9649,20.7680,10.2889,49000,
13:26:55:262309118,2200000|2200000|2200000|2200000,42.4233,21.2162,10.0794,50000,
13:26:55:413781198,2200000|2200000|2200000|2200000,42.3739,21.1301,10.3275,49000,
13:26:55:564959536,2200000|2200000|2200000|2200000,42.5694,21.2894,10.2520,49000,
13:26:55:716058420,2200000|2200000|2200000|2200000,42.4021,21.4218,10.1762,49000,
13:26:55:867388495,2200000|2200000|1200000|2200000,42.2781,21.1786,9.8746,50000,
13:26:56: 18621647,1200000|2200000|2200000|2200000,41.8524,20.4932,10.2230,49000,
13:26:56:169921738,2200000|2200000|2200000|2200000,42.3478,21.1270,10.2828,50000,
13:26:56:321335736,2200000|2200000|2200000|2200000,42.3817,21.1974,10.1991,50000,
13:26:56:472864571,2200000|2200000|2200000|2200000,42.3814,21.2269,10.1240,50000,
13:26:56:624112926,2200000|2200000|2200000|2200000,42.2868,21.1547,10.1038,49000,
13:26:56:775374128,1200000|2200000|2200000|1200000,41.6620,20.5113,10.2082,49000,
13:26:56:926969407,2200000|2200000|2200000|2200000,41.0200,20.0540,10.0215,50000,
13:26:57: 78399569,2200000|2200000|2200000|2200000,40.7362,19.8164,10.1021,48000,
13:26:57:229583071,2200000|1800000|1200000|2200000,40.8731,19.9686,9.7859,49000,
13:26:57:380759899,1200000|1200000|2200000|1200000,39.9438,19.0914,10.0313,50000,
13:26:57:532099540,2200000|2200000|2200000|2200000,40.8395,19.8839,9.9864,50000,
13:26:57:683455027,2200000|2200000|2200000|2200000,40.7360,20.0917,9.9082,50000,
13:26:57:834624125,2200000|2200000|2200000|2200000,40.9768,19.9744,10.0311,50000,
13:26:57:985752471,2200000|2200000|2200000|2200000,40.8617,19.6486,9.9355,49000,
13:26:58:137136312,2200000|2200000|2200000|2200000,41.4652,20.3396,9.9707,50000,
13:26:58:288187803,1500000|2200000|2200000|2200000,40.9286,19.8258,10.1218,49000,
13:26:58:439479546,2200000|2200000|2200000|2200000,41.2098,20.1011,10.1423,49000,
13:26:58:590763447,2200000|2200000|2200000|2200000,40.7553,20.0230,9.9810,50000,
13:26:58:741880824,2200000|2200000|1200000|2200000,40.5218,19.4754,9.9270,50000,
13:26:58:892896423,1200000|1200000|1300000|2200000,40.1603,19.3556,9.8516,49000,
13:26:59: 44441841,2200000|2200000|2200000|2200000,40.2759,19.5086,9.8411,49000,
13:26:59:195806340,2200000|2200000|2200000|2200000,40.2428,19.7084,9.8005,49000,
13:26:59:347172456,2200000|2200000|2200000|2200000,40.6942,19.8438,9.9274,49000,
13:26:59:498348704,2200000|2200000|2200000|2200000,40.6108,19.6281,9.8923,50000,
13:26:59:649475673,2200000|2200000|1200000|2200000,39.9897,19.2529,9.8448,48000,
13:26:59:800511649,2200000|2200000|2200000|2200000,40.6272,19.7052,9.9391,49000,
13:26:59:951917619,2200000|2200000|2200000|2200000,40.9244,19.9924,10.0389,50000,
13:27:00:103367471,2200000|2200000|2200000|2200000,40.9938,20.0200,10.0846,50000,
13:27:00:254657270,2200000|2200000|1600000|1200000,40.3607,19.5462,10.0411,49000,
13:27:00:405913457,2200000|2200000|1200000|1200000,40.1687,19.2037,10.1882,49000,
13:27:00:557164117,2200000|2200000|1400000|2200000,39.5064,18.7062,10.0397,49000,
13:27:00:708685699,2200000|2200000|2200000|2200000,39.6595,18.8445,9.8717,49000,
13:27:00:860057844,2200000|2200000|2200000|2200000,40.1161,19.1450,10.0870,49000,
13:27:01: 11145076,2200000|2200000|2200000|2200000,39.0153,18.4428,9.6629,49000,
13:27:01:162332021,1200000|1200000|1200000|1200000,36.8695,17.4593,8.8090,48000,
13:27:01:314427521,2200000|2200000|2200000|2200000,37.8515,18.7473,8.9351,49000,
13:27:01:465416899,2200000|2200000|2200000|2200000,36.5524,17.6680,8.4565,49000,
13:27:01:616553073,2200000|2200000|2200000|2200000,35.9011,17.3737,8.3731,49000,
13:27:01:768153752,1200000|1200000|1200000|1200000,36.9351,17.6732,8.8180,49000,
13:27:01:920172935,1200000|2200000|2200000|2200000,38.8047,18.6144,9.4530,49000,
13:27:02: 71516168,2200000|2200000|2200000|2200000,37.7363,17.9311,9.3908,50000,
13:27:02:222767896,2200000|2200000|2200000|2200000,37.9452,17.3243,9.4733,50000,
13:27:02:373885188,1200000|2200000|2200000|2200000,39.3976,18.7437,9.6335,50000,
13:27:02:525028850,2200000|2200000|2200000|2200000,39.5773,18.9629,9.9469,49000,
13:27:02:676128699,2200000|2200000|2200000|1400000,39.7941,18.8828,9.9145,50000,
13:27:02:827436904,2200000|2200000|2200000|2200000,39.5310,18.9161,9.7032,49000,
13:27:02:978554668,2200000|2200000|2200000|2200000,37.5113,18.0400,9.0641,49000,
13:27:03:130015039,1200000|1200000|1200000|1200000,36.8133,17.7887,8.5112,48000,
13:27:03:282159697,2200000|2200000|2200000|2200000,37.1641,17.8639,8.8601,48000,
13:27:03:433123741,2200000|2200000|2200000|2200000,39.3344,18.9792,9.0538,49000,
13:27:03:584231930,2200000|2200000|2200000|2200000,38.1559,17.7091,9.2877,49000,
13:27:03:735356244,2200000|2200000|2200000|2200000,38.4837,18.0678,9.7983,49000,
13:27:03:886535595,1200000|2200000|1900000|2200000,37.2273,16.9186,9.4027,49000,
13:27:04: 37671527,1200000|1200000|1200000|1200000,34.6515,15.8904,8.3458,49000,
13:27:04:189762862,2200000|2200000|2200000|2200000,35.9012,16.6993,8.6368,50000,
13:27:04:340902429,1200000|1200000|1200000|1200000,32.4017,14.7731,7.7756,49000,
13:27:04:492919151,2200000|2200000|2200000|2200000,36.0988,17.0548,8.5601,49000,
13:27:04:643938906,2200000|2200000|2200000|2200000,34.2472,15.4376,8.0779,49000,
13:27:04:795489889,2200000|2200000|2200000|2200000,36.0774,17.2244,8.3580,48000,
13:27:04:946493911,2200000|2200000|2200000|2200000,35.8972,16.6537,8.3962,50000,
13:27:05: 97693808,1200000|1200000|1200000|1200000,34.8981,15.7586,8.6516,49000,
13:27:05:249590024,2200000|1200000|2200000|2200000,36.2910,16.7823,8.8692,49000,
13:27:05:400962468,2200000|2200000|2200000|2200000,37.7625,17.6714,9.5461,48000,
13:27:05:551914683,2200000|2200000|2200000|2200000,38.2494,18.0359,9.3919,50000,
13:27:05:703045279,2200000|2200000|2200000|2200000,33.9319,15.3642,8.0801,49000,
13:27:05:854848360,2200000|2200000|2200000|2200000,35.6049,16.8494,8.4505,49000,
13:27:06:  5867581,2200000|2200000|2200000|1600000,33.9567,15.4645,7.9609,49000,
13:27:06:157424128,1900000|2200000|2200000|2200000,35.2359,16.1421,8.4524,49000,
13:27:06:308563092,2200000|2200000|2200000|2200000,34.8531,16.2066,7.9276,49000,
13:27:06:460082641,1500000|2200000|2000000|2200000,34.6538,16.0611,8.3293,49000,
13:27:06:611313102,2200000|1200000|2200000|2200000,34.2708,15.6087,8.1289,50000,
13:27:06:762703380,2100000|2200000|2200000|2200000,34.1554,15.8357,8.3389,48000,
13:27:06:913729467,2200000|2200000|2200000|2200000,35.7764,16.4635,8.3252,50000,
13:27:07: 64855823,1200000|1200000|2200000|2200000,35.4037,16.4290,8.4814,49000,
13:27:07:216253665,2200000|2200000|2200000|2200000,36.3029,16.2551,9.3894,50000,
13:27:07:367355852,2200000|2200000|2200000|2200000,32.6625,13.4981,9.0126,49000,
13:27:07:518398596,2200000|2200000|1200000|2200000,33.0393,14.0751,9.0324,48000,
13:27:07:669434132,1200000|2200000|2200000|2200000,31.9396,12.8235,9.2345,48000,
13:27:07:821033490,1300000|1300000|2200000|2200000,33.4007,13.8462,9.0956,48000,
13:27:07:972441589,1400000|2200000|1200000|2200000,33.4549,14.7407,8.4730,48000,
13:27:08:123969145,1200000|2200000|2200000|1200000,32.7916,14.3124,8.7761,48000,
13:27:08:275162919,2200000|2200000|2200000|1200000,32.7758,14.4977,8.1409,48000,
13:27:08:426193964,2200000|2200000|2200000|2200000,32.6031,13.9821,8.8156,49000,
13:27:08:577265493,1200000|2200000|2200000|1800000,33.4620,14.1048,9.0642,49000,
13:27:08:728694474,1200000|1200000|1200000|2200000,33.0312,14.1392,9.0999,49000,
13:27:08:880216171,1700000|2200000|2200000|2200000,34.2921,14.9769,9.4825,49000,
13:27:09: 31749366,1200000|1200000|1200000|1200000,32.5582,14.3098,8.1279,49000,
13:27:09:183818073,2200000|2200000|1200000|2200000,33.2437,13.9032,9.1465,49000,
13:27:09:335352940,2200000|2200000|2200000|1200000,33.8213,13.6213,10.3581,49000,
13:27:09:486407316,1800000|1200000|1200000|2200000,34.8313,14.3727,10.1954,49000,
13:27:09:637893110,2200000|2200000|2200000|2200000,35.2902,14.8202,10.3949,49000,
13:27:09:788981905,2200000|1200000|1200000|1200000,34.0049,13.7786,10.0081,49000,
13:27:09:940558159,2200000|1200000|2200000|2200000,34.8862,14.8249,9.9478,49000,
13:27:10: 91872770,2100000|2200000|2200000|2200000,34.6561,14.4059,9.8498,49000,
13:27:10:243013557,1200000|2200000|2200000|2200000,32.8410,14.5662,8.5131,49000,
13:27:10:394652621,2200000|2200000|2200000|1200000,32.5149,13.6092,9.0080,47000,
13:27:10:545677391,2200000|2200000|1900000|2200000,32.2672,12.8334,9.0096,48000,
13:27:10:696728231,2200000|2200000|2200000|1800000,31.2794,12.4314,9.2060,49000,
13:27:10:847797652,2200000|1200000|2200000|2200000,31.3028,12.3788,8.7463,49000,
13:27:10:999383100,1200000|1200000|1200000|2200000,31.6695,12.7951,8.5728,49000,
13:27:11:151314787,2200000|2200000|1200000|2200000,32.6157,12.5381,9.6916,49000,
13:27:11:302687511,1200000|1200000|2000000|1200000,31.5049,12.4807,9.4358,49000,
13:27:11:454335692,1200000|1200000|1200000|1200000,31.3627,11.9085,9.4398,49000,
13:27:11:606180784,2200000|2200000|1200000|2200000,29.6909,12.1710,8.1082,48000,
13:27:11:757206326,2200000|2200000|2200000|2200000,32.2823,12.5293,9.5318,48000,
13:27:11:908241523,2200000|2200000|1200000|2200000,28.3087,11.4867,7.5059,49000,
13:27:12: 59725331,2200000|1300000|2200000|2200000,29.9145,12.1588,7.8385,48000,
13:27:12:210832525,1200000|1200000|2200000|1200000,31.5084,13.1422,8.2786,49000,
13:27:12:362457839,2200000|2200000|2200000|1200000,30.1723,12.0259,8.4468,49000,
13:27:12:513813452,1200000|2200000|1200000|1200000,32.1069,11.9008,9.6967,49000,
13:27:12:665729870,2200000|1200000|1200000|1200000,31.7225,12.1979,9.5363,50000,
13:27:12:817236965,1200000|1200000|2200000|2200000,31.3139,11.4274,9.6997,49000,
13:27:12:968524073,2200000|2200000|1200000|1200000,32.9343,12.7205,10.0792,49000,
13:27:13:119647502,1500000|2200000|1200000|1200000,31.4751,11.2937,10.1321,49000,
13:27:13:271032595,1200000|1200000|2200000|2200000,31.7631,11.4964,10.2997,49000,
13:27:13:422466071,2200000|1200000|2200000|1200000,32.2442,12.0034,10.3380,48000,
13:27:13:573519370,2200000|1900000|2200000|2200000,31.2927,11.2437,10.1286,48000,
13:27:13:724549400,2200000|1600000|1200000|2200000,32.4819,12.2519,10.1619,48000,
13:27:13:875900740,1200000|2200000|2200000|2200000,32.5120,12.3070,10.1682,49000,
13:27:14: 27430563,1900000|2200000|2200000|2200000,32.5279,12.4185,10.1155,48000,
13:27:14:179056546,1600000|2200000|1200000|2200000,30.9003,10.7300,10.0907,48000,
13:27:14:330456589,1200000|2200000|2200000|2200000,29.6395,9.7114,9.7202,49000,
13:27:14:481823598,1200000|1200000|1200000|2200000,29.4074,9.5814,9.5990,47000,
13:27:14:633545223,2200000|1200000|1200000|1200000,28.4790,9.5802,8.9981,48000,
13:27:14:784756464,1200000|1800000|2200000|2200000,28.5501,8.7258,9.5037,48000,
13:27:14:935829713,1200000|1200000|1200000|1200000,27.6790,8.6947,9.0262,48000,
13:27:15: 87615797,2200000|1200000|1200000|2200000,28.5545,8.7127,9.3598,49000,
13:27:15:239299617,2200000|1200000|1200000|2200000,28.1123,9.1737,9.2485,49000,
13:27:15:390955135,1200000|2000000|2200000|1200000,29.1901,9.3812,9.4722,48000,
13:27:15:542558233,2200000|1200000|2200000|2200000,29.0224,9.5332,9.5147,49000,
13:27:15:693712728,1200000|1200000|1200000|1200000,28.9843,10.1281,9.0348,48000,
13:27:15:845571761,1200000|2200000|1200000|1200000,29.1535,9.3028,9.8080,49000,
13:27:15:997457094,2200000|2200000|2200000|1200000,29.9609,10.2789,9.3782,48000,
13:27:16:148660886,2200000|1200000|1200000|2200000,28.6967,8.8386,9.6397,48000,
13:27:16:299914726,2000000|1200000|2200000|2200000,29.5585,9.7552,9.9118,48000,
13:27:16:451009748,1200000|2200000|2200000|2200000,29.3490,9.6882,9.6069,48000,
13:27:16:602737182,1200000|2200000|1200000|1200000,28.7697,8.9901,9.6100,49000,
13:27:16:754431625,1200000|1200000|2200000|2200000,28.9321,9.2352,9.2920,49000,
13:27:16:905982289,2200000|1200000|1200000|1200000,29.2328,10.2743,9.1825,49000,
13:27:17: 57401550,2200000|2200000|1200000|1200000,28.6024,8.9460,9.1837,49000,
13:27:17:208628609,2200000|1200000|2200000|2200000,28.2307,9.4277,8.7409,49000,
13:27:17:359729286,2200000|2200000|1200000|1200000,28.2910,8.8465,9.2475,47000,
13:27:17:510788839,2200000|1200000|2200000|2200000,28.9548,8.9512,9.6546,50000,
13:27:17:662351850,1200000|1200000|2200000|1200000,27.7444,7.9959,9.8403,48000,
13:27:17:813927760,1200000|1200000|1200000|1200000,26.0091,6.6057,9.5117,48000,
13:27:17:965627689,1200000|1200000|1200000|1200000,25.8877,6.3961,9.4998,48000,
13:27:18:117298487,1200000|2200000|1200000|1200000,26.2062,6.8816,9.5115,48000,
13:27:18:268958651,1200000|1200000|2200000|1200000,25.6732,6.4413,9.4668,47000,
13:27:18:420610879,1200000|1200000|1200000|1200000,26.0052,6.5060,9.4851,48000,
13:27:18:572324554,1200000|1200000|1600000|1200000,26.2392,6.9957,9.6131,49000,
13:27:18:723767409,1200000|1200000|1200000|1500000,25.2038,7.7122,8.2631,49000,
13:27:18:875306230,1300000|2200000|2200000|1200000,23.9972,5.9039,8.3638,48000,
13:27:19: 27080836,1200000|1200000|1200000|1200000,25.2566,6.2441,8.8572,48000,
13:27:19:178847158,1200000|1200000|1200000|1200000,26.6465,7.2572,8.3360,47000,
13:27:19:330532173,1200000|1200000|1200000|1200000,25.2097,6.0120,8.8605,49000,
13:27:19:482356093,1200000|1200000|2200000|2200000,24.0211,6.3145,8.0749,48000,
13:27:19:634094435,1200000|1200000|1200000|1200000,24.0756,6.3331,8.0547,48000,
13:27:19:785800260,1200000|1200000|1200000|1200000,23.2260,5.7416,8.2741,47000,
13:27:19:937552653,1200000|2200000|1200000|2200000,24.6449,7.4578,7.9144,48000,
13:27:20: 88768268,1200000|1200000|1200000|1200000,24.5623,6.4935,8.1132,47000,
13:27:20:240528441,1200000|1200000|1200000|1200000,24.0943,6.0925,8.2762,47000,
13:27:20:392256093,1200000|1200000|1200000|1200000,25.8747,6.3375,8.9949,48000,
13:27:20:544022111,1200000|1200000|1600000|1200000,25.0686,5.9735,9.1106,47000,
13:27:20:695221452,1200000|1200000|1500000|1200000,26.0180,8.1138,8.1907,48000,
13:27:20:846803952,1200000|1200000|2200000|1800000,26.3883,8.0416,8.0372,48000,
13:27:20:998392666,1200000|1700000|1200000|1200000,27.4962,7.9708,8.3104,49000,
13:27:21:150058442,1200000|1700000|1200000|1200000,26.9547,7.5550,8.0870,48000,
13:27:21:301534761,1200000|1200000|1700000|1200000,22.9738,5.5851,7.0342,48000,
13:27:21:452964346,1200000|1200000|1200000|1200000,21.1151,4.8877,6.6741,48000,
13:27:21:604723606,1200000|1200000|1200000|1200000,22.2186,5.2227,6.5618,48000,
13:27:21:756315523,1200000|1200000|1200000|1200000,21.5551,4.6386,6.8508,48000,
13:27:21:907980507,1200000|1200000|1200000|1200000,21.8046,4.7481,7.2855,48000,
13:27:22: 59777306,1200000|1200000|1200000|1200000,20.6620,4.5104,6.5733,47000,
13:27:22:211431897,1800000|1200000|1200000|1200000,22.0383,4.8509,7.0081,48000,
13:27:22:362742562,1200000|1200000|1200000|1200000,20.6972,4.3834,6.7586,48000,
13:27:22:514469671,1200000|1200000|1200000|1200000,21.0824,4.7582,6.7415,47000,
13:27:22:666258460,1200000|1500000|1500000|1200000,21.5103,4.8207,6.4899,48000,
13:27:22:817818942,1200000|1300000|1200000|1200000,21.4520,4.9258,6.6162,47000,
13:27:22:969501405,1200000|1700000|1700000|1200000,21.7724,4.8404,6.8006,47000,
13:27:23:121208770,1200000|1600000|1200000|1200000,21.6606,4.7459,6.5157,47000,
13:27:23:272749687,1200000|1500000|1900000|1200000,21.3566,4.9464,6.4976,48000,
13:27:23:424235009,1200000|1200000|1200000|1200000,21.6309,5.0881,6.4870,47000,
