System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
18:21:48:183747402,1200000|1300000|1300000|1200000,26.0996,10.0817,4.8872,48000,
18:21:48:518329515,1500000|1500000|1300000|1500000,25.6272,9.5414,4.8327,48000,
18:21:48:852616887,1200000|1500000|1500000|1200000,26.6935,10.7182,4.6995,48000,
18:21:49:186866788,1200000|1400000|1500000|1200000,27.5905,11.4864,4.8226,48000,
18:21:49:521122661,1200000|1400000|1700000|1400000,28.5497,12.4021,5.2158,48000,
18:21:49:855312641,1800000|2000000|1500000|1200000,27.6290,11.6193,4.7109,47000,
18:21:50:189344065,1900000|1200000|1200000|1200000,27.3777,11.4008,4.7495,47000,
18:21:50:523390177,1500000|1700000|2000000|1700000,27.6377,11.5684,4.9454,48000,
18:21:50:857523931,1500000|2100000|1700000|1700000,26.3692,10.2793,4.7345,48000,
18:21:51:191559706,1800000|1900000|1600000|1700000,26.3397,10.2923,4.7889,48000,
18:21:51:525688280,1200000|1400000|2000000|1900000,28.2891,12.1492,5.2277,48000,
18:21:51:859791751,1700000|1800000|2100000|1400000,26.9502,10.9984,4.7123,47000,
18:21:52:193924622,1200000|1300000|1200000|1200000,26.5283,10.4978,4.7097,47000,
18:21:52:528454299,1300000|2200000|1500000|1400000,26.7288,10.6447,4.7577,47000,
18:21:52:862881656,1200000|2000000|1700000|1900000,26.6502,10.6040,4.6744,47000,
18:21:53:197053356,1800000|1200000|1400000|1300000,26.7143,10.7022,4.7413,47000,
18:21:53:531154662,2100000|1700000|2200000|2100000,26.9788,10.9238,4.8688,49000,
18:21:53:865182488,1700000|1300000|1600000|1500000,28.2429,12.1509,4.8119,47000,
18:21:54:199324983,1400000|1600000|1300000|1200000,27.5147,11.4780,4.8347,48000,
18:21:54:533602570,1700000|1600000|1400000|1500000,25.5772,9.5096,4.8023,48000,
18:21:54:867805944,1700000|1600000|1600000|1400000,25.5799,9.5923,4.7100,47000,
18:21:55:202018503,1400000|1200000|1200000|1300000,25.4750,9.4973,4.7131,48000,
18:21:55:536363810,1600000|1800000|1700000|1900000,24.8914,8.8034,4.8026,48000,
18:21:55:870599806,1200000|1400000|1800000|1200000,27.4495,11.3503,5.0516,49000,
18:21:56:204679342,1300000|1200000|1200000|1700000,24.3634,8.3690,4.8160,48000,
18:21:56:538861832,1200000|1500000|1200000|1200000,26.5738,10.4386,4.8864,48000,
18:21:56:873126098,1300000|1400000|1900000|1300000,24.9189,8.9300,4.7822,48000,
18:21:57:207383595,1200000|1700000|1900000|1400000,25.5065,9.4810,4.8112,47000,
18:21:57:541763103,1700000|1200000|1500000|1600000,26.7449,10.6548,4.8182,49000,
18:21:57:875936045,1400000|1400000|1700000|1500000,25.1822,9.1668,4.7627,49000,
18:21:58:210329901,1600000|1400000|1500000|1600000,27.5595,11.4746,5.1838,47000,
18:21:58:544502548,1500000|1200000|1900000|1200000,27.0007,10.8731,4.8237,47000,
18:21:58:878581859,1700000|1800000|1500000|1500000,27.1239,11.1227,4.7115,48000,
18:21:59:212664816,1800000|1500000|1200000|1400000,25.9213,9.8994,4.7978,47000,
18:21:59:546769863,1500000|1200000|1500000|1200000,25.9005,9.8658,4.7328,48000,
18:21:59:881135891,1200000|1700000|1400000|2000000,25.2736,9.2273,4.7637,48000,
18:22:00:215680691,1500000|1200000|1800000|1400000,25.2931,9.3033,4.8256,48000,
18:22:00:550053640,2000000|2000000|1800000|1700000,25.7191,9.6379,4.7741,48000,
18:22:00:884075953,2200000|1300000|1300000|1200000,27.6106,11.5139,5.1759,47000,
18:22:01:218053995,1800000|1200000|1200000|1200000,26.1867,10.1487,4.8790,47000,
18:22:01:552169593,1500000|1200000|1900000|1200000,25.7726,9.7442,4.8527,48000,
18:22:01:886411185,1700000|1600000|1500000|1700000,24.6847,8.6998,4.6760,47000,
18:22:02:220573855,1400000|1500000|1800000|1300000,26.2273,10.1623,4.7668,48000,
18:22:02:554685145,1800000|1600000|1800000|1700000,27.6175,11.5897,4.7294,48000,
18:22:02:888784843,1800000|1700000|1500000|1500000,24.4000,8.4074,4.7562,48000,
18:22:03:222850071,1700000|1800000|1300000|1800000,26.6722,10.5798,5.0925,47000,
18:22:03:556934310,1200000|1200000|1200000|1200000,24.4164,8.3944,4.8004,47000,
18:22:03:891495084,1500000|1800000|1700000|1900000,23.8301,7.7909,4.7482,47000,
18:22:04:225595326,1200000|1300000|1200000|1500000,25.0838,9.0650,4.7461,49000,
18:22:04:559973649,1200000|1300000|1200000|1200000,24.5236,8.4595,4.8381,47000,
18:22:04:894628361,1300000|1300000|1300000|1400000,25.2660,9.3156,4.7476,48000,
18:22:05:228971332,1300000|1500000|1500000|1900000,26.2835,10.1896,4.7963,48000,
18:22:05:563439952,1400000|2100000|1600000|1900000,25.3919,9.3958,4.7845,48000,
18:22:05:897469383,1500000|1400000|1500000|1600000,26.8308,10.6827,5.0114,48000,
18:22:06:231661279,1500000|1500000|1500000|1300000,24.5816,8.5723,4.7497,48000,
18:22:06:565864005,1200000|1900000|1700000|1600000,24.0655,8.0424,4.7260,49000,
18:22:06:900342018,2000000|2000000|1200000|1300000,24.0051,7.9741,4.7382,49000,
18:22:07:234340189,2100000|1200000|1200000|1300000,23.9724,7.9603,4.7370,48000,
18:22:07:568309192,1900000|1800000|2100000|1700000,24.1251,8.1007,4.7776,48000,
18:22:07:902397163,1300000|1200000|1300000|1500000,25.4121,9.4164,4.7125,47000,
18:22:08:236847018,1300000|1600000|1400000|1600000,25.2842,9.2353,4.7887,48000,
18:22:08:571043950,1400000|1500000|1400000|1700000,26.4296,10.3502,5.1195,49000,
18:22:08:905209423,1500000|1500000|1500000|1300000,24.8893,8.8902,4.7487,48000,
18:22:09:239468431,1700000|1700000|1600000|1700000,24.3986,8.4297,4.7850,48000,
18:22:09:573655120,1600000|1700000|1200000|1400000,24.0421,7.9374,4.8702,48000,
18:22:09:907806158,1600000|1200000|1200000|1900000,23.6661,7.6698,4.7341,48000,
18:22:10:241919675,2000000|1400000|1300000|1700000,24.3277,8.3256,4.7340,48000,
18:22:10:575920846,1700000|1700000|1400000|1400000,25.2342,9.2724,4.7140,49000,
18:22:10:910058376,1200000|1400000|1800000|1300000,25.1713,9.1255,4.7560,47000,
18:22:11:244592276,1200000|1700000|1200000|1600000,24.9058,8.8514,4.6308,48000,
18:22:11:578698908,1300000|1600000|1200000|1200000,25.6110,9.4836,5.0756,47000,
18:22:11:913130927,2000000|1600000|1500000|1500000,23.9449,7.9196,4.6338,47000,
18:22:12:247145988,1200000|1800000|2000000|1200000,23.5763,7.5526,4.7545,48000,
18:22:12:581409127,1600000|1500000|2100000|1600000,24.2531,8.2497,4.7123,47000,
18:22:12:915630034,1900000|1800000|1600000|1700000,24.8901,8.9156,4.6517,47000,
18:22:13:249748593,2000000|1200000|1600000|1200000,25.0124,8.9335,4.8142,48000,
18:22:13:583789995,1200000|1500000|1200000|1600000,24.7289,8.7056,4.7781,48000,
18:22:13:918054517,1700000|1200000|1200000|1200000,24.0569,8.0871,4.7460,47000,
18:22:14:252312511,1800000|1800000|1900000|1900000,25.6126,9.4557,5.0091,49000,
18:22:14:586367497,1400000|1200000|1600000|1200000,24.0314,7.9869,4.8577,48000,
18:22:14:920808646,1700000|1400000|1400000|2100000,24.8419,8.8512,4.7620,49000,
18:22:15:254755459,1800000|1800000|1900000|1800000,25.4290,9.4329,4.6979,48000,
18:22:15:589255451,1300000|1500000|1700000|1400000,24.2732,8.1969,4.7402,47000,
18:22:15:923808908,1300000|1400000|1200000|1600000,24.8577,8.8297,4.7760,47000,
18:22:16:258211885,1400000|1500000|1200000|1400000,24.9292,8.9378,4.8064,48000,
18:22:16:592607104,1400000|1200000|1700000|1200000,26.2139,10.1309,4.7764,49000,
18:22:16:926973395,1800000|1500000|1400000|1800000,24.8690,8.8702,4.7624,48000,
18:22:17:261082262,1300000|1400000|1400000|1700000,26.8672,10.7679,5.1264,49000,
18:22:17:595425819,1900000|1300000|1700000|1300000,26.8093,10.6938,4.7495,49000,
18:22:17:929644205,1200000|1200000|1800000|1200000,25.6008,9.5793,4.7759,47000,
18:22:18:264152141,1600000|1400000|1200000|1200000,25.4854,9.4166,4.8223,48000,
18:22:18:598340299,1200000|1200000|1200000|1200000,26.3655,10.3274,4.8131,48000,
18:22:18:932895009,1300000|1500000|1200000|1500000,27.0283,11.0588,4.7731,48000,
18:22:19:267168804,2000000|1600000|1500000|1800000,27.6179,11.5106,4.7745,49000,
18:22:19:601167143,1800000|1900000|1400000|1700000,27.7904,11.7299,4.9248,49000,
18:22:19:935333156,1800000|1200000|1500000|1200000,29.5504,13.4224,5.2465,48000,
18:22:20:269442766,2000000|1500000|1800000|1900000,28.2782,12.2750,4.6919,49000,
18:22:20:603457260,1900000|1500000|1600000|1200000,26.1930,10.1570,4.7955,49000,
18:22:20:937511602,1500000|1700000|1700000|2100000,26.4933,10.3814,4.8248,49000,
18:22:21:271581308,1500000|1400000|1200000|1500000,26.5366,10.5124,4.7707,49000,
18:22:21:605862947,1800000|1600000|1200000|1200000,26.3485,10.2978,4.9509,48000,
18:22:21:939939432,1500000|1700000|1800000|1700000,28.3026,12.2155,5.1783,49000,
18:22:22:274015691,1700000|1400000|1400000|1700000,26.4778,10.4417,4.7479,49000,
18:22:22:608180560,1200000|1300000|1700000|2100000,26.9246,10.7901,4.8765,49000,
18:22:22:942561219,1300000|1200000|1200000|1500000,29.0118,12.9851,4.8052,49000,
18:22:23:277012179,1400000|1900000|1200000|1500000,29.6971,13.5339,5.0545,49000,
18:22:23:611250496,1200000|1200000|1200000|1500000,26.4623,10.4115,4.9861,49000,
18:22:23:945602809,2100000|1300000|1200000|1400000,27.0172,10.9808,5.1294,50000,
18:22:24:279550446,1200000|1200000|1200000|1700000,26.6223,10.5138,4.9130,48000,
18:22:24:613790001,1500000|1600000|1200000|1700000,27.8913,11.6789,5.1203,47000,
18:22:24:949315985,1400000|1500000|1400000|1400000,27.8421,11.7614,5.2730,48000,
18:22:25:283602447,1200000|1200000|1700000|1200000,29.3182,13.0325,5.4267,48000,
18:22:25:617910968,1300000|2000000|1500000|1700000,29.7734,13.5484,5.7328,49000,
18:22:25:952027879,1700000|1900000|1600000|1700000,29.5832,13.3332,5.6057,48000,
18:22:26:286161922,1500000|1300000|1600000|2100000,29.4432,13.1222,5.7444,49000,
18:22:26:620209239,2100000|1300000|1500000|1200000,29.0561,12.8006,5.6076,49000,
18:22:26:954172414,1700000|1700000|1700000|1400000,28.5556,12.3425,5.5436,48000,
18:22:27:288303332,1300000|1500000|1500000|1200000,27.9222,11.7092,5.5611,49000,
18:22:27:622687454,1900000|1200000|1200000|1300000,28.0141,11.8233,5.3893,48000,
18:22:27:956726829,1400000|1300000|1700000|1300000,28.7325,12.5251,5.5419,49000,
18:22:28:290999379,1500000|1600000|1200000|1500000,27.2090,11.0909,5.2310,50000,
18:22:28:625267111,1500000|1200000|1200000|1600000,28.2243,12.0448,5.2118,49000,
18:22:28:959501105,1600000|2000000|2000000|2000000,26.6852,10.6276,4.9135,50000,
18:22:29:293659324,1600000|1500000|1700000|1600000,27.2953,11.2023,4.9507,49000,
18:22:29:627790365,1700000|1500000|1700000|1700000,28.8709,12.7381,5.2023,50000,
18:22:29:962091159,1400000|1200000|1400000|1200000,26.4039,10.2740,4.9023,49000,
18:22:30:296394914,1200000|1600000|1500000|1200000,27.4538,11.3065,5.2076,49000,
18:22:30:630699265,1300000|1900000|1200000|1600000,26.3503,10.2600,4.8740,50000,
18:22:30:965027012,1500000|1500000|1700000|1800000,27.3655,11.2642,5.1222,51000,
18:22:31:299135725,1300000|1600000|1500000|1400000,27.2001,11.1214,4.9766,49000,
18:22:31:633387545,1800000|1500000|1200000|1400000,26.7502,10.6555,4.8841,49000,
18:22:31:967470070,1500000|1600000|1700000|1900000,27.7074,11.5922,5.2981,50000,
18:22:32:301540098,1700000|1400000|1900000|1200000,26.0524,9.9984,4.8397,49000,
18:22:32:635586263,1400000|1900000|1700000|1300000,27.3095,11.2516,4.8302,49000,
18:22:32:969666401,1200000|1200000|1400000|1400000,27.6913,11.5896,5.1609,49000,
18:22:33:304002099,1600000|1300000|1200000|1200000,26.2133,10.1040,4.8741,48000,
18:22:33:638204658,1400000|1400000|1300000|1300000,26.6231,10.5693,4.8378,49000,
18:22:33:972513085,1500000|1200000|1200000|1800000,28.3844,12.2918,5.1790,50000,
18:22:34:306682933,1500000|1600000|1700000|2000000,26.7905,10.6444,4.7907,49000,
18:22:34:641011376,1900000|1500000|1800000|1700000,26.3152,10.2876,4.7791,51000,
18:22:34:975067092,1200000|1500000|1800000|1400000,27.6474,11.5640,5.0092,50000,
18:22:35:309179677,1500000|1700000|1900000|1200000,28.1349,12.0640,5.1127,50000,
18:22:35:643201708,1800000|1500000|1300000|1300000,27.0798,10.9200,4.8234,48000,
18:22:35:977423088,1300000|1200000|1400000|1200000,26.4193,10.3761,4.8977,49000,
18:22:36:311783088,1500000|1200000|1200000|1900000,27.2098,11.1091,5.2674,50000,
18:22:36:645940818,1200000|1300000|1400000|1200000,26.4186,10.3372,4.8643,49000,
18:22:36:980355927,1700000|1200000|1800000|1700000,27.5596,11.4622,4.7550,50000,
18:22:37:314505817,1500000|1700000|1300000|1300000,28.0191,11.9868,4.8153,50000,
18:22:37:648655426,1800000|2100000|1800000|1800000,29.4304,13.3277,5.1650,51000,
18:22:37:982716786,1900000|1900000|1900000|1500000,27.0587,10.9192,4.7844,50000,
18:22:38:316818098,1700000|1500000|1500000|1700000,27.5981,11.5680,4.7763,50000,
18:22:38:650945343,1300000|1200000|1500000|1900000,28.7279,12.6971,4.6912,49000,
18:22:38:985139809,1700000|1500000|1300000|1300000,26.1953,10.2129,4.6597,49000,
18:22:39:319250513,1700000|1400000|1500000|1600000,29.8586,13.6331,5.1461,50000,
18:22:39:654185047,1200000|1300000|1800000|1500000,26.3953,10.3314,4.8894,51000,
18:22:39:988455371,1200000|2000000|1800000|1200000,27.7276,11.7076,4.7633,50000,
18:22:40:322903366,1600000|1300000|1800000|1200000,27.7481,11.7360,4.7785,49000,
18:22:40:657238678,1900000|2000000|2000000|1900000,28.1894,11.9708,5.2810,51000,
18:22:40:991279769,1500000|1500000|1200000|1300000,27.4991,11.3981,4.8197,49000,
18:22:41:326748918,1800000|1200000|1200000|1200000,27.2268,11.1979,4.7726,49000,
18:22:41:660821861,1400000|1200000|1300000|1500000,25.8045,9.7511,4.8710,50000,
18:22:41:995195276,1300000|1700000|1300000|1200000,27.3155,11.1891,4.7542,49000,
18:22:42:332511279,1300000|1200000|1300000|1300000,27.1852,11.1109,5.1581,49000,
18:22:42:666926910,1900000|1500000|1200000|1300000,25.8425,9.7902,4.9230,50000,
18:22:43:   991950,1800000|1200000|1500000|1700000,26.6191,10.6173,4.7571,50000,
18:22:43:335178066,1500000|1700000|1400000|1200000,26.6128,10.5050,4.7412,50000,
18:22:43:669363627,1700000|1200000|1300000|1400000,26.1912,10.1326,4.8977,50000,
18:22:44:  3550516,2200000|1900000|1900000|1800000,26.5701,10.4948,4.9422,51000,
18:22:44:337474446,1200000|2000000|1300000|1500000,28.6703,12.6039,4.9959,51000,
18:22:44:671891284,1200000|1300000|1300000|1500000,26.6412,10.4979,4.9035,50000,
18:22:45:  6229841,1200000|1600000|1700000|1200000,26.2889,10.2592,4.8332,49000,
18:22:45:340343817,2200000|1900000|1200000|1500000,26.1960,10.1535,4.8454,50000,
18:22:45:674429627,1500000|1600000|1300000|1900000,27.6876,11.5545,4.8601,50000,
18:22:46:  8566329,1800000|1300000|1200000|2100000,29.1206,13.0026,5.1628,50000,
18:22:46:342703261,1400000|1300000|1400000|1500000,27.6357,11.5798,4.8487,50000,
18:22:46:677114329,1800000|1400000|1800000|1800000,27.0460,11.0546,4.7293,51000,
18:22:47: 11177987,1200000|2000000|1300000|1200000,26.8139,10.7060,4.7076,50000,
18:22:47:345242407,1300000|2000000|1300000|1400000,26.1362,10.0958,4.7884,50000,
18:22:47:679276749,2000000|1500000|1600000|1700000,26.7724,10.7101,4.8311,50000,
18:22:48: 13399662,1500000|1700000|1500000|2100000,27.8508,11.7377,5.1516,50000,
18:22:48:347607445,2200000|1200000|1200000|2100000,26.1156,10.1203,4.9541,51000,
18:22:48:681577329,1300000|1300000|1200000|1200000,26.6948,10.5521,4.8317,50000,
18:22:49: 16024758,1500000|1800000|1500000|1900000,26.7764,10.7649,4.7805,50000,
18:22:49:350118900,2000000|1300000|1900000|1200000,26.2450,10.2081,4.7837,50000,
18:22:49:684106247,1300000|1200000|1400000|1900000,26.0792,10.0256,4.8918,51000,
18:22:50: 18153856,1200000|1500000|1700000|1300000,27.9269,11.8267,5.1662,51000,
18:22:50:352274259,1600000|1500000|1600000|2000000,25.5298,9.4128,4.7417,49000,
18:22:50:686484264,2000000|2100000|1200000|1200000,26.2189,10.1873,4.8129,50000,
18:22:51: 20514075,1600000|1800000|1900000|2100000,25.7194,9.6796,4.7634,50000,
18:22:51:354604182,1700000|1200000|1900000|1200000,26.0157,10.0123,4.7757,50000,
18:22:51:688720919,1200000|1300000|1500000|1900000,26.7395,10.6818,4.9023,50000,
18:22:52: 23121654,1700000|1700000|2100000|2000000,27.3948,11.2222,5.0606,51000,
18:22:52:357139474,1300000|1400000|1500000|1800000,27.3438,11.2435,4.9814,50000,
18:22:52:691293045,1400000|1300000|1600000|1600000,26.0564,10.0594,4.7756,50000,
18:22:53: 25663709,1400000|1200000|1200000|1600000,26.1446,10.0413,4.7360,51000,
18:22:53:359926943,1300000|1200000|1300000|1200000,26.2068,10.1913,4.8301,49000,
18:22:53:694337065,1200000|1600000|1300000|1400000,26.8542,10.7325,4.7847,50000,
18:22:54: 28503329,1600000|1500000|1700000|1800000,25.6315,9.5850,4.9168,50000,
18:22:54:362637847,1400000|1200000|1300000|1300000,28.7398,12.6096,5.1652,49000,
18:22:54:697119187,2000000|1600000|2000000|1800000,27.3938,11.2671,4.9069,49000,
18:22:55: 31138921,1400000|1400000|1300000|1600000,27.6189,11.5722,4.7156,50000,
18:22:55:365460105,1600000|1500000|1200000|1900000,27.6824,11.6264,4.8888,50000,
18:22:55:699562060,1300000|1500000|2000000|1200000,28.1350,12.0630,4.8357,50000,
18:22:56: 34002068,1400000|1600000|1200000|1200000,25.9044,9.9218,4.7549,50000,
18:22:56:368354545,1300000|1700000|2100000|1200000,26.8168,10.6989,4.7397,51000,
18:22:56:702367845,1400000|1200000|2000000|1200000,29.3162,13.1652,5.2810,50000,
18:22:57: 36352996,1900000|1700000|1700000|1500000,26.3865,10.3351,4.8287,51000,
18:22:57:370372456,1200000|1200000|1400000|1200000,26.5772,10.5062,4.8558,49000,
18:22:57:704980747,1500000|1200000|1400000|1400000,26.9107,10.8300,4.8888,50000,
18:22:58: 39259905,1600000|1500000|1700000|1700000,26.7286,10.6846,4.7683,49000,
18:22:58:373511100,1200000|1300000|2000000|1200000,27.2809,11.2765,4.7841,50000,
18:22:58:707759452,1900000|1500000|1900000|1500000,27.8307,11.6950,4.8316,50000,
18:22:59: 41845572,1700000|2000000|1800000|1500000,28.7160,12.6135,4.9619,52000,
