18:21:16.426590723,60000,26.00,1,0.00,
18:21:17.436782172,60000,26.00,170,0.00,
18:21:18.605499637,60000,26.00,269,0.00,
18:21:19.604594469,60000,26.00,341,0.00,
18:21:20.886401789,60000,26.00,374,0.00,
18:21:22.410723758,60002,26.53,374,0.00,
18:21:22.593851909,60002,26.53,412,0.00,
18:21:23.409808231,59998,25.47,412,0.00,
18:21:23.591097508,59998,25.47,413,0.00,
18:21:24.416807375,59992,23.87,413,0.00,
18:21:24.638530529,59992,23.87,411,0.00,
18:21:25.414427999,59991,23.60,411,0.00,
18:21:25.696401880,59991,23.60,412,0.00,
18:21:26.412055266,59991,23.60,412,0.00,
18:21:26.805126479,59991,23.60,409,0.00,
18:21:27.409344853,59991,23.60,409,0.00,
18:21:28. 13933306,59991,23.60,402,0.00,
18:21:28.416916021,59991,23.60,402,0.00,
18:21:29.283749711,59991,23.60,393,0.00,
18:21:29.414676399,59991,23.60,393,0.00,
18:21:30.412382838,59990,23.33,393,0.00,
18:21:30.573796747,59990,23.33,391,0.00,
18:21:31.410499625,59990,23.33,391,0.00,
18:21:31.843957331,59990,23.33,391,0.00,
18:21:32.417602106,59990,23.33,391,0.00,
18:21:32.850548974,59990,23.33,400,0.00,
18:21:33.414714001,59990,23.33,400,0.00,
18:21:33.848278539,59990,23.33,554,0.00,
18:21:34.413330446,59991,23.60,554,0.00,
18:21:34.846611481,59991,23.60,824,0.00,
18:21:35.410982898,59992,23.87,824,0.00,
18:21:35.854359786,59992,23.87,1028,0.00,
18:21:36.408539710,59992,23.87,1028,0.00,
18:21:36.852367591,59992,23.87,1200,0.00,
18:21:37.416626992,59993,24.13,1200,0.00,
18:21:37.859796618,59993,24.13,1339,0.00,
18:21:38.414327839,59994,24.40,1339,0.00,
18:21:38.857443717,59994,24.40,1538,0.00,
18:21:39.412458331,59995,24.67,1538,0.00,
18:21:39.856086513,59995,24.67,1712,0.00,
18:21:40.410370560,59995,24.67,1712,0.00,
18:21:40.853763940,59995,24.67,1923,0.00,
18:21:41.418868686,59996,24.93,1923,0.00,
18:21:41.902372832,59996,24.93,2176,0.00,
18:21:42.416243146,59997,25.20,2176,0.00,
