0,1200000
10,2200000
20,1220202.02020202
30,2179797.97979798
40,1240404.04040404
50,2159595.95959596
60,1260606.060606061
70,2139393.939393939
80,1280808.080808081
90,2119191.919191919
100,1301010.101010101
110,2098989.898989899
120,1321212.121212121
130,2078787.878787879
140,1341414.141414141
150,2058585.858585859
160,1361616.161616162
170,2038383.838383838
180,1381818.181818182
190,2018181.818181818
200,1402020.202020202
210,1997979.797979798
220,1422222.222222222
230,1977777.777777778
240,1442424.242424242
250,1957575.757575758
260,1462626.262626263
270,1937373.737373737
280,1482828.282828283
290,1917171.717171717
300,1503030.303030303
310,1896969.696969697
320,1523232.323232323
330,1876767.676767677
340,1543434.343434343
350,1856565.656565656
360,1563636.363636364
370,1836363.636363636
380,1583838.383838384
390,1816161.616161616
400,1604040.404040404
410,1795959.595959596
420,1624242.424242424
430,1775757.575757576
440,1644444.444444444
450,1755555.555555556
460,1664646.464646465
470,1735353.535353535
480,1684848.484848485
490,1715151.515151515
500,1705050.505050505
510,1694949.494949495
520,1725252.525252525
530,1674747.474747475
540,1745454.545454545
550,1654545.454545455
560,1765656.565656566
570,1634343.434343434
580,1785858.585858586
590,1614141.414141414
600,1806060.606060606
610,1593939.393939394
620,1826262.626262626
630,1573737.373737374
640,1846464.646464646
650,1553535.353535353
660,1866666.666666667
670,1533333.333333333
680,1886868.686868687
690,1513131.313131313
700,1907070.707070707
710,1492929.292929293
720,1927272.727272727
730,1472727.272727273
740,1947474.747474747
750,1452525.252525253
760,1967676.767676768
770,1432323.232323232
780,1987878.787878788
790,1412121.212121212
800,2008080.808080808
810,1391919.191919192
820,2028282.828282828
830,1371717.171717172
840,2048484.848484849
850,1351515.151515152
860,2068686.868686869
870,1331313.131313131
880,2088888.888888889
890,1311111.111111111
900,2109090.909090909
910,1290909.090909091
920,2129292.929292929
930,1270707.070707071
940,2149494.94949495
950,1250505.05050505
960,2169696.96969697
970,1230303.03030303
980,2189898.98989899
990,1210101.01010101
