System Time,IA Frequency_0 (MHz),Processor Power_0 (Watt)IA Power_0 (Watt),DRAM Power_0 (Watt),ThermalZone0(Celsius),
14:15:01:759754927,2200000|2200000|2200000|2200000,39.0332,21.7276,6.2734,49000,
14:15:01:910695961,2200000|2200000|2200000|2200000,41.4611,22.6498,7.8494,49000,
14:15:02: 61602776,2200000|2200000|2200000|2200000,41.2109,22.6699,7.8695,50000,
14:15:02:212496771,2200000|2200000|2200000|2200000,41.4891,22.5376,7.6276,50000,
14:15:02:363397951,2200000|2200000|2200000|2200000,41.2802,22.6889,8.0129,50000,
14:15:02:514314640,2200000|2200000|2200000|2200000,41.5393,22.5434,7.8802,50000,
14:15:02:665247527,2200000|2200000|2200000|2200000,41.4691,22.6796,7.6766,51000,
14:15:02:816136855,2200000|2200000|2200000|2200000,41.2823,22.5718,7.9891,50000,
14:15:02:967058099,2200000|2200000|2200000|2200000,41.2286,22.7010,7.7649,50000,
14:15:03:117962502,2200000|2200000|2200000|2200000,41.4666,22.5568,7.7031,50000,
14:15:03:268838990,2200000|2200000|2200000|2200000,41.3138,22.7369,7.8731,51000,
14:15:03:419753690,2200000|2200000|2200000|2200000,41.5454,22.5718,7.8115,50000,
14:15:03:570711350,2200000|2200000|2200000|2200000,41.5816,22.7270,7.9924,50000,
14:15:03:721590488,2200000|2200000|2200000|2200000,41.3028,22.5771,7.9263,51000,
14:15:03:872499002,2200000|2200000|2200000|2200000,41.3118,22.7409,7.9982,50000,
14:15:04: 23408314,2200000|2200000|2200000|2200000,41.4968,22.5721,7.6793,51000,
14:15:04:174312476,2200000|2200000|2200000|2200000,41.5790,22.7381,7.9558,51000,
14:15:04:325214208,2200000|2200000|2200000|2200000,41.3119,22.5966,7.9130,50000,
14:15:04:476125111,2200000|2200000|2200000|2200000,41.5836,22.7319,7.9605,50000,
14:15:04:627061255,2200000|2200000|2200000|2200000,41.6516,22.5702,8.1174,50000,
14:15:04:778102790,2200000|2200000|2200000|2200000,43.3308,22.6585,9.2595,50000,
14:15:04:929043303,2200000|2200000|2200000|2200000,43.1366,22.5426,9.3993,51000,
14:15:05: 80037974,2200000|2200000|2200000|2200000,43.4050,22.6946,9.3630,50000,
14:15:05:231000645,2200000|2200000|2200000|2200000,43.1095,22.6810,9.4687,50000,
14:15:05:382007335,2200000|2200000|2200000|2200000,43.3782,22.5292,9.3791,51000,
14:15:05:532945886,2200000|2200000|2200000|2200000,43.0950,22.6808,9.4617,49000,
14:15:05:683909532,2200000|2200000|2200000|2200000,43.3286,22.4895,9.4488,50000,
14:15:05:834937892,2200000|2200000|2200000|2200000,43.3406,22.6453,9.3600,49000,
14:15:05:985879048,2200000|2200000|2200000|2200000,43.0440,22.4825,9.4625,50000,
14:15:06:136840147,2200000|2200000|2200000|2200000,43.2902,22.5873,9.3917,50000,
14:15:06:287827218,2200000|2200000|2200000|2200000,42.9761,22.5531,9.4459,50000,
14:15:06:438862224,2200000|2200000|2200000|2200000,43.2603,22.4075,9.3797,51000,
14:15:06:589845201,2200000|2200000|2200000|2200000,43.3042,22.5857,9.4456,51000,
14:15:06:740828074,2200000|2200000|2200000|2200000,42.9463,22.4078,9.4598,50000,
14:15:06:891758121,2200000|2200000|2200000|2200000,43.3155,22.6067,9.4070,50000,
14:15:07: 42720901,2200000|2200000|2200000|2200000,43.0444,22.6027,9.4211,50000,
14:15:07:193683509,2200000|2200000|2200000|2200000,43.2282,22.3850,9.3982,50000,
14:15:07:344669302,2200000|2200000|2200000|2200000,42.9866,22.5720,9.4403,51000,
14:15:07:495695239,2200000|2200000|2200000|2200000,43.3058,22.4469,9.4505,50000,
14:15:07:646765271,2200000|2200000|2200000|2200000,43.3032,22.5217,9.5234,51000,
14:15:07:797764161,2200000|2200000|2200000|2200000,43.0338,22.4138,9.8087,50000,
14:15:07:948730143,2200000|2200000|2200000|2200000,43.5179,22.3290,10.1161,50000,
14:15:08: 99787866,2200000|2200000|2200000|2200000,43.5900,22.4927,10.4633,51000,
14:15:08:250913447,2200000|2200000|2200000|2200000,43.2292,22.4503,10.3937,51000,
14:15:08:401992163,2200000|2200000|2200000|2200000,43.4028,22.2696,10.0434,51000,
14:15:08:552945889,2200000|2200000|2200000|2200000,43.5985,22.5429,10.1994,51000,
14:15:08:704048757,2200000|2200000|2200000|2200000,43.2321,22.4883,10.2346,51000,
14:15:08:855124940,2200000|2200000|2200000|2200000,43.5015,22.3637,9.9978,51000,
14:15:09:  6079330,2200000|2200000|2200000|2200000,43.6051,22.5223,10.3398,51000,
14:15:09:157055081,2200000|2200000|2200000|2200000,43.0597,22.2463,9.8347,52000,
14:15:09:308118513,2200000|2200000|2200000|2200000,43.5673,22.4884,10.3257,52000,
14:15:09:459171201,2200000|2200000|2200000|2200000,43.4752,22.4357,10.2906,51000,
14:15:09:610225282,2200000|2200000|2200000|2200000,43.1062,22.2616,10.0728,52000,
14:15:09:761296305,2200000|2200000|2200000|2200000,43.3566,22.3982,9.9360,51000,
14:15:09:912280393,2200000|2200000|2200000|2200000,43.1831,22.4409,10.0450,52000,
14:15:10: 63280037,2200000|2200000|2200000|2200000,43.4780,22.2997,10.0502,51000,
14:15:10:214351280,2200000|2200000|2200000|2200000,43.4878,22.4567,10.2787,52000,
14:15:10:365451170,2200000|2200000|2200000|2200000,43.0830,22.3938,10.0618,52000,
14:15:10:516461007,2200000|2200000|2200000|2200000,43.5776,22.3540,10.3409,51000,
14:15:10:667501154,2200000|2200000|2200000|2200000,43.4574,22.4630,10.0257,52000,
14:15:10:818587959,2200000|2200000|2200000|2200000,43.1882,22.5062,10.0392,51000,
14:15:10:969555033,2200000|2200000|2200000|2200000,43.7423,22.4743,10.2603,52000,
14:15:11:120508644,2200000|2200000|2200000|2200000,43.8265,22.6492,10.5016,52000,
14:15:11:271544087,2200000|2200000|2200000|2200000,43.5270,22.4916,10.5211,51000,
14:15:11:422656385,2200000|2200000|2200000|2200000,43.4650,22.5207,9.9842,51000,
14:15:11:573692642,2200000|2200000|2200000|2200000,43.3920,22.6043,10.1756,52000,
14:15:11:724652223,2200000|2200000|2200000|2200000,43.7165,22.4650,10.2988,52000,
14:15:11:875795586,2200000|2200000|2200000|2200000,43.5143,22.5408,10.0384,51000,
14:15:12: 26879804,2200000|2200000|2200000|2200000,43.4046,22.5898,10.1773,52000,
14:15:12:178015749,2200000|2200000|2200000|2200000,43.8220,22.5036,10.5485,52000,
14:15:12:329016350,2200000|2200000|2200000|2200000,43.8331,22.6509,10.5457,53000,
14:15:12:479979468,2200000|2200000|2200000|2200000,43.3102,22.5817,10.1045,52000,
14:15:12:631135835,2200000|2200000|2200000|2200000,43.4386,22.3512,9.9532,52000,
14:15:12:782214373,2200000|2200000|2200000|2200000,43.6549,22.5719,10.1827,52000,
14:15:12:933252661,2200000|2200000|2200000|2200000,43.3394,22.5837,10.1449,52000,
14:15:13: 84299642,2200000|2200000|2200000|2200000,43.5029,22.3729,10.0831,51000,
14:15:13:235384454,2200000|2200000|2200000|2200000,43.5415,22.5494,9.8327,52000,
14:15:13:386487387,2200000|2200000|2200000|2200000,43.1892,22.5092,9.9550,52000,
14:15:13:537523044,2200000|2200000|2200000|2200000,43.5475,22.4239,9.9550,52000,
14:15:13:688528761,2200000|2200000|2200000|2200000,43.5911,22.5572,10.2693,52000,
14:15:13:839512376,2200000|2200000|2200000|2200000,43.5223,22.6723,10.1801,52000,
14:15:13:990662340,2200000|2200000|2200000|2200000,43.7847,22.5156,10.1891,52000,
14:15:14:141743741,2200000|2200000|2200000|2200000,43.8968,22.6973,10.5186,52000,
14:15:14:292765478,2200000|2200000|2200000|2200000,43.6007,22.7217,10.3986,53000,
14:15:14:443857394,2200000|2200000|2200000|2200000,43.5407,22.4145,10.0047,52000,
14:15:14:594898913,2200000|2200000|2200000|2200000,43.5363,22.6057,10.0451,52000,
14:15:14:746049886,2200000|2200000|2200000|2200000,43.5117,22.6701,10.3066,53000,
14:15:14:897036561,2200000|2200000|2200000|2200000,43.5363,22.4600,9.9948,53000,
14:15:15: 48187659,2200000|2200000|2200000|2200000,43.5073,22.5585,10.1431,52000,
14:15:15:199171372,2200000|2200000|2200000|2200000,43.5446,22.6865,10.2884,53000,
14:15:15:350213495,2200000|2200000|2200000|2200000,43.9755,22.6235,10.5651,53000,
14:15:15:501245705,2200000|2200000|2200000|2200000,43.8486,22.6866,10.4241,52000,
14:15:15:652362017,2200000|2200000|2200000|2200000,43.5234,22.6875,10.3343,53000,
14:15:15:803526310,2200000|2200000|2200000|2200000,43.3413,22.3355,10.0172,52000,
14:15:15:954497811,2200000|2200000|2200000|2200000,43.6730,22.6404,10.0343,51000,
14:15:16:105536806,2200000|2200000|2200000|2200000,43.5950,22.7046,10.3985,52000,
14:15:16:256574947,2200000|2200000|2200000|2200000,43.8494,22.5307,10.3021,51000,
14:15:16:407571131,2200000|2200000|2200000|2200000,43.9828,22.7610,10.7391,53000,
14:15:16:558635417,2200000|2200000|2200000|2200000,43.5453,22.5527,10.2976,52000,
14:15:16:709635936,2200000|2200000|2200000|2200000,43.7948,22.7249,10.0342,51000,
14:15:16:860656953,2200000|2200000|2200000|2200000,43.4161,22.6747,10.2289,53000,
14:15:17: 11638866,2200000|2200000|2200000|2200000,43.7662,22.5461,10.1341,53000,
14:15:17:162628550,2200000|2200000|2200000|2200000,43.6456,22.6298,10.1031,53000,
14:15:17:313613830,2200000|2200000|2200000|2200000,43.2667,22.4468,10.2090,52000,
14:15:17:464669537,2200000|2200000|2200000|2200000,43.5327,22.6362,9.9470,52000,
14:15:17:615911124,2200000|2200000|2200000|2200000,43.5270,22.6252,9.9438,53000,
14:15:17:767092928,2200000|2200000|2200000|2200000,43.3981,22.6808,10.0835,52000,
14:15:17:918139296,2200000|2200000|2200000|2200000,43.8985,22.5851,10.2268,53000,
14:15:18: 69151378,2200000|2200000|2200000|2200000,43.7033,22.6672,10.2190,52000,
14:15:18:220139624,2200000|2200000|2200000|2200000,43.3247,22.6439,10.1514,53000,
14:15:18:371186520,2200000|2200000|2200000|2200000,43.5965,22.5147,10.1586,53000,
14:15:18:522340249,2200000|2200000|2200000|2200000,43.6439,22.6546,10.0848,52000,
14:15:18:673482880,2200000|2200000|2200000|2200000,43.5533,22.6199,10.0975,53000,
14:15:18:824495610,2200000|2200000|2200000|2200000,43.2941,22.4544,10.1633,53000,
14:15:18:975456206,2200000|2200000|2200000|2200000,43.7984,22.6953,10.0930,52000,
14:15:19:126419744,2200000|2200000|2200000|2200000,43.6059,22.7441,10.1761,52000,
14:15:19:277456138,2200000|2200000|2200000|2200000,43.6983,22.5554,9.9714,53000,
14:15:19:428592000,2200000|2200000|2200000|2200000,43.6582,22.6775,10.0759,52000,
14:15:19:579717283,2200000|2200000|2200000|2200000,43.3391,22.6517,10.1137,53000,
14:15:19:730763057,2200000|2200000|2200000|2200000,38.1964,20.8019,6.2473,53000,
14:15:19:881577039,2200000|2200000|2200000|2200000,36.3448,20.5496,4.6323,52000,
14:15:20: 32336810,2200000|2200000|2200000|2200000,36.5935,20.4132,4.6279,53000,
14:15:20:183105768,2200000|2200000|2200000|2200000,36.3567,20.4232,4.6574,52000,
14:15:20:333865445,2200000|2200000|2200000|2200000,36.5814,20.5504,4.5986,53000,
14:15:20:484628039,2200000|2200000|2200000|2200000,36.3402,20.4086,4.6229,52000,
14:15:20:635385247,2200000|2200000|2200000|2200000,36.3506,20.4134,4.6560,53000,
14:15:20:786148565,2200000|2200000|2200000|2200000,36.5639,20.5252,4.5950,52000,
14:15:20:936910494,2200000|2200000|2200000|2200000,36.3466,20.4131,4.6237,52000,
14:15:21: 87673059,2200000|2200000|2200000|2200000,36.3205,20.5216,4.6236,53000,
14:15:21:238431002,2200000|2200000|2200000|2200000,36.5785,20.3981,4.6224,52000,
14:15:21:389189652,2200000|2200000|2200000|2200000,36.3488,20.4109,4.6520,53000,
14:15:21:539949999,2200000|2200000|2200000|2200000,36.5953,20.5561,4.5932,53000,
14:15:21:690726041,2200000|2200000|2200000|2200000,36.3489,20.4160,4.5610,53000,
14:15:21:841488968,2200000|2200000|2200000|2200000,36.3386,20.4094,4.5921,53000,
14:15:21:992245527,2200000|2200000|2200000|2200000,36.5826,20.5542,4.5601,52000,
14:15:22:143017572,2200000|2200000|2200000|2200000,36.3381,20.4122,4.5904,53000,
14:15:22:293780285,2200000|2200000|2200000|2200000,36.3291,20.5530,4.5898,53000,
14:15:22:444543615,2200000|2200000|2200000|2200000,36.5664,20.3999,4.5604,52000,
14:15:22:595306092,2200000|2200000|2200000|2200000,36.3310,20.4090,4.6223,53000,
14:15:22:746105296,2200000|2200000|2200000|2200000,43.1680,22.5117,9.9580,53000,
14:15:22:897173863,2200000|2200000|2200000|2200000,43.4993,22.5041,9.9742,53000,
14:15:23: 48184416,2200000|2200000|2200000|2200000,43.5152,22.3702,10.2220,52000,
14:15:23:199236243,2200000|2200000|2200000|2200000,43.5681,22.5202,10.4399,53000,
14:15:23:350233876,2200000|2200000|2200000|2200000,43.4156,22.4483,10.4834,53000,
14:15:23:501266774,2200000|2200000|2200000|2200000,43.6141,22.5543,10.3654,52000,
14:15:23:652327723,2200000|2200000|2200000|2200000,43.1327,22.4847,9.8636,53000,
14:15:23:803372240,2200000|2200000|2200000|2200000,43.4295,22.3320,10.0354,52000,
14:15:23:954435727,2200000|2200000|2200000|2200000,43.5248,22.5184,10.3613,53000,
14:15:24:105367688,2200000|2200000|2200000|2200000,43.3083,22.5530,10.3892,53000,
14:15:24:256390718,2200000|2200000|2200000|2200000,43.6260,22.4007,10.5180,52000,
14:15:24:407403488,2200000|2200000|2200000|2200000,43.6609,22.5673,10.5307,52000,
14:15:24:558437038,2200000|2200000|2200000|2200000,43.2605,22.3861,10.3863,53000,
14:15:24:709420309,2200000|2200000|2200000|2200000,43.5852,22.5499,10.3052,52000,
14:15:24:860493503,2200000|2200000|2200000|2200000,43.1068,22.4620,9.8895,53000,
14:15:25: 11426899,2200000|2200000|2200000|2200000,43.5594,22.3928,10.1245,52000,
14:15:25:162480371,2200000|2200000|2200000|2200000,43.6444,22.5715,10.4719,53000,
14:15:25:313519070,2200000|2200000|2200000|2200000,43.1401,22.4882,10.1312,53000,
14:15:25:464598782,2200000|2200000|2200000|2200000,43.4860,22.3704,10.0606,53000,
14:15:25:615746657,2200000|2200000|2200000|2200000,43.6000,22.5481,10.4305,52000,
14:15:25:766804910,2200000|2200000|2200000|2200000,43.4789,22.6668,10.4442,53000,
14:15:25:917776349,2200000|2200000|2200000|2200000,43.6545,22.4882,9.9887,53000,
14:15:26: 68900374,2200000|2200000|2200000|2200000,43.5469,22.6129,10.0418,53000,
14:15:26:219931888,2200000|2200000|2200000|2200000,43.3286,22.4580,10.0247,53000,
14:15:26:371037224,2200000|2200000|2200000|2200000,43.7903,22.6800,10.3615,52000,
14:15:26:522084034,2200000|2200000|2200000|2200000,43.8851,22.7181,10.6971,53000,
14:15:26:673033245,2200000|2200000|2200000|2200000,43.4383,22.5165,10.1763,52000,
14:15:26:823969479,2200000|2200000|2200000|2200000,43.9102,22.7443,10.5417,53000,
14:15:26:974964254,2200000|2200000|2200000|2200000,43.4601,22.5217,10.2978,53000,
14:15:27:125942196,2200000|2200000|2200000|2200000,43.5776,22.6183,9.9966,53000,
14:15:27:276968004,2200000|2200000|2200000|2200000,43.5769,22.7185,10.4994,53000,
14:15:27:427936684,2200000|2200000|2200000|2200000,43.5532,22.4565,9.8831,53000,
14:15:27:578904095,2200000|2200000|2200000|2200000,43.7173,22.6596,10.2926,53000,
14:15:27:729859323,2200000|2200000|2200000|2200000,43.4844,22.5390,10.2843,53000,
14:15:27:881003956,2200000|2200000|2200000|2200000,43.5548,22.5926,9.8934,53000,
14:15:28: 32022169,2200000|2200000|2200000|2200000,43.6296,22.6310,10.0824,53000,
14:15:28:183086875,2200000|2200000|2200000|2200000,43.5908,22.5615,10.5431,53000,
14:15:28:334183437,2200000|2200000|2200000|2200000,43.5921,22.6308,10.1517,53000,
14:15:28:485342942,2200000|2200000|2200000|2200000,43.6729,22.6382,10.2188,53000,
14:15:28:636475937,2200000|2200000|2200000|2200000,43.7219,22.6596,10.2997,53000,
14:15:28:787610339,2200000|2200000|2200000|2200000,43.1149,22.3922,10.0659,53000,
14:15:28:938640398,2200000|2200000|2200000|2200000,43.6779,22.6726,10.0604,53000,
14:15:29: 89699377,2200000|2200000|2200000|2200000,43.6539,22.7740,10.5949,53000,
14:15:29:240730672,2200000|2200000|2200000|2200000,43.8381,22.5751,10.2941,53000,
14:15:29:391798852,2200000|2200000|2200000|2200000,43.8799,22.7662,10.3844,53000,
14:15:29:542883387,2200000|2200000|2200000|2200000,43.2122,22.5850,10.1454,52000,
14:15:29:693820258,2200000|2200000|2200000|2200000,43.4972,22.4910,9.9794,53000,
14:15:29:844833460,2200000|2200000|2200000|2200000,43.7727,22.6877,10.3871,53000,
14:15:29:995876951,2200000|2200000|2200000|2200000,43.2264,22.6361,9.9797,53000,
14:15:30:147038556,2200000|2200000|2200000|2200000,43.5712,22.4464,10.1652,53000,
14:15:30:297999509,2200000|2200000|2200000|2200000,43.8451,22.7500,10.2622,53000,
14:15:30:449028713,2200000|2200000|2200000|2200000,43.6685,22.7815,10.5900,53000,
14:15:30:600100046,2200000|2200000|2200000|2200000,43.9003,22.5977,10.3145,53000,
14:15:30:751170696,2200000|2200000|2200000|2200000,43.7945,22.7269,10.2498,53000,
14:15:30:902218037,2200000|2200000|2200000|2200000,43.2923,22.4624,10.1571,53000,
14:15:31: 53176066,2200000|2200000|2200000|2200000,43.5368,22.6603,9.9407,53000,
14:15:31:204331202,2200000|2200000|2200000|2200000,43.7086,22.6544,10.1953,53000,
14:15:31:355376125,2200000|2200000|2200000|2200000,43.4849,22.5760,10.0744,53000,
14:15:31:506386071,2200000|2200000|2200000|2200000,43.9353,22.7685,10.5533,53000,
14:15:31:657408559,2200000|2200000|2200000|2200000,43.6324,22.7934,10.5077,54000,
14:15:31:808359575,2200000|2200000|2200000|2200000,43.6636,22.5094,10.2555,53000,
14:15:31:959330454,2200000|2200000|2200000|2200000,43.3892,22.6872,10.2617,53000,
14:15:32:110323398,2200000|2200000|2200000|2200000,43.7446,22.5766,10.2343,53000,
14:15:32:261372515,2200000|2200000|2200000|2200000,43.8917,22.7799,10.0351,53000,
14:15:32:412419285,2200000|2200000|2200000|2200000,43.7204,22.8242,10.5041,53000,
14:15:32:563503568,2200000|2200000|2200000|2200000,43.9280,22.6518,10.2434,53000,
14:15:32:714634119,2200000|2200000|2200000|2200000,43.9775,22.7910,10.4008,53000,
14:15:32:865769385,2200000|2200000|2200000|2200000,43.9253,22.7702,10.3500,53000,
14:15:33: 16747183,2200000|2200000|2200000|2200000,43.6029,22.6072,10.2258,54000,
14:15:33:167746085,2200000|2200000|2200000|2200000,43.8891,22.7657,10.3342,54000,
14:15:33:318791120,2200000|2200000|2200000|2200000,43.6902,22.8001,10.4535,53000,
14:15:33:469912841,2200000|2200000|2200000|2200000,43.7939,22.5955,10.3032,53000,
14:15:33:621067853,2200000|2200000|2200000|2200000,43.6558,22.6971,10.1759,53000,
14:15:33:772262579,2200000|2200000|2200000|2200000,43.5033,22.6518,10.1945,53000,
14:15:33:923337200,2200000|2200000|2200000|2200000,43.1248,22.5676,10.1837,54000,
14:15:34: 74313570,2200000|2200000|2200000|2200000,43.5947,22.4786,10.1318,54000,
14:15:34:225312483,2200000|2200000|2200000|2200000,43.6927,22.7112,10.1116,54000,
14:15:34:376378372,2200000|2200000|2200000|2200000,43.5066,22.6175,10.0570,53000,
14:15:34:527439927,2200000|2200000|2200000|2200000,43.9432,22.8083,10.3490,54000,
14:15:34:678515688,2200000|2200000|2200000|2200000,43.8027,22.7663,10.2209,53000,
14:15:34:829670039,2200000|2200000|2200000|2200000,43.3185,22.6892,10.2635,54000,
14:15:34:980780381,2200000|2200000|2200000|2200000,43.5794,22.5493,10.0907,54000,
14:15:35:131983596,2200000|2200000|2200000|2200000,43.5589,22.6819,10.1288,53000,
14:15:35:283154869,2200000|2200000|2200000|2200000,43.3247,22.5844,9.9109,54000,
14:15:35:434176959,2200000|2200000|2200000|2200000,43.1382,22.4304,10.0152,54000,
14:15:35:585152115,2200000|2200000|2200000|2200000,43.4459,22.5925,9.9130,54000,
14:15:35:736168591,2200000|2200000|2200000|2200000,43.2534,22.6390,10.1271,54000,
14:15:35:887135956,2200000|2200000|2200000|2200000,43.5666,22.4952,10.0693,54000,
14:15:36: 38114056,2200000|2200000|2200000|2200000,43.5792,22.6758,10.1121,54000,
14:15:36:189114355,2200000|2200000|2200000|2200000,43.3368,22.5428,10.2499,54000,
14:15:36:340173734,2200000|2200000|2200000|2200000,43.6995,22.7315,10.1623,55000,
14:15:36:491284021,2200000|2200000|2200000|2200000,43.7009,22.7371,10.2868,54000,
14:15:36:642446169,2200000|2200000|2200000|2200000,43.3494,22.7091,10.2703,53000,
14:15:36:793583545,2200000|2200000|2200000|2200000,43.5067,22.5237,10.0602,53000,
14:15:36:944693921,2200000|2200000|2200000|2200000,43.5771,22.6847,10.2128,54000,
14:15:37: 95895029,2200000|2200000|2200000|2200000,43.4396,22.6476,9.9958,54000,
14:15:37:247098108,2200000|2200000|2200000|2200000,43.1756,22.6504,10.1434,55000,
14:15:37:398264914,2200000|2200000|2200000|2200000,43.5133,22.4948,10.1345,55000,
14:15:37:549257972,2200000|2200000|2200000|2200000,43.5903,22.6353,10.1433,53000,
14:15:37:700219647,2200000|2200000|2200000|2200000,38.8000,21.1701,7.0639,55000,
14:15:37:851048636,2200000|2200000|2200000|2200000,36.5845,20.4440,4.6287,54000,
14:15:38:  1815457,2200000|2200000|2200000|2200000,36.3522,20.4464,4.6287,54000,
14:15:38:152581520,2200000|2200000|2200000|2200000,36.3426,20.5733,4.6579,54000,
14:15:38:303338487,2200000|2200000|2200000|2200000,36.6069,20.4595,4.6248,55000,
14:15:38:454101004,2200000|2200000|2200000|2200000,36.3675,20.4607,4.6267,54000,
14:15:38:604864249,2200000|2200000|2200000|2200000,36.3570,20.5926,4.6558,54000,
14:15:38:755626382,2200000|2200000|2200000|2200000,36.5932,20.4462,4.5921,54000,
14:15:38:906385242,2200000|2200000|2200000|2200000,36.3490,20.4479,4.6550,54000,
14:15:39: 57143271,2200000|2200000|2200000|2200000,36.6020,20.5910,4.6230,54000,
14:15:39:207905289,2200000|2200000|2200000|2200000,36.3470,20.4438,4.6232,54000,
14:15:39:358675749,2200000|2200000|2200000|2200000,36.3727,20.6050,4.6216,54000,
14:15:39:509438856,2200000|2200000|2200000|2200000,36.6022,20.4536,4.5900,54000,
14:15:39:660195831,2200000|2200000|2200000|2200000,36.3658,20.4611,4.6243,54000,
14:15:39:810971327,2200000|2200000|2200000|2200000,36.3527,20.5824,4.6529,54000,
14:15:39:961728511,2200000|2200000|2200000|2200000,36.5940,20.4504,4.5913,55000,
14:15:40:112470365,2200000|2200000|2200000|2200000,36.3701,20.4612,4.6236,54000,
14:15:40:263230810,2200000|2200000|2200000|2200000,36.3631,20.5965,4.6519,55000,
14:15:40:414017227,2200000|2200000|2200000|2200000,36.5937,20.4515,4.6217,55000,
14:15:40:564774120,2200000|2200000|2200000|2200000,36.3532,20.4484,4.6518,54000,
14:15:40:715577695,2200000|2200000|2200000|2200000,42.0154,22.1531,8.7220,54000,
14:15:40:866697096,2200000|2200000|2200000|2200000,43.4997,22.6607,10.6280,54000,
14:15:41: 17859140,2200000|2200000|2200000|2200000,43.5368,22.4053,10.1597,54000,
