13:26:46:182385673,2000000000,2000000000,10000000
13:26:49:682644225,500000000,2000000000,10000000
13:26:53:182891353,200000000,2000000000,10000000
13:26:56:683116396,100000000,2000000000,10000000
13:27:00:183352642,70000000,2000000000,10000000
13:27:03:683570065,50000000,2000000000,10000000
13:27:07:183765861,30000000,2000000000,10000000
13:27:10:684007690,25000000,2000000000,10000000
13:27:14:184268583,20000000,2000000000,10000000
13:27:17:684523662,15000000,2000000000,10000000
13:27:21:184713149,10000000,2000000000,10000000
13:27:24:684881949,7000000,2000000000,10000000
13:27:28:185052349,6000000,2000000000,10000000
13:27:31:685258227,5000000,2000000000,10000000
13:27:35:185404151,3000000,2000000000,10000000
13:27:38:685578135,2000000,2000000000,10000000
13:27:42:185735653,1000000,2000000000,10000000
13:27:45:685878151,500000,2000000000,10000000
13:27:49:186012416,100000,2000000000,10000000
13:27:52:686138383,0,2000000000,10000000
