17:05:56:445231911,500000000,50000,10000000
17:05:57:945393015,500000000,50000,50000000
17:05:59:445520675,500000000,50000,10000000
17:06:00:945660273,500000000,50000,7000000
17:06:02:445791828,500000000,50000,5000000
17:06:03:945924316,500000000,50000,3000000
17:06:05:446051264,500000000,50000,2000000
17:06:06:946192259,500000000,50000,1000000
17:06:08:446292404,500000000,50000,500000
17:06:09:946405149,500000000,50000,100000
17:06:11:446517507,500000000,250000,10000000
17:06:12:946603287,500000000,250000,50000000
17:06:14:446733183,500000000,250000,10000000
17:06:15:946869148,500000000,250000,7000000
17:06:17:447006633,500000000,250000,5000000
17:06:18:947145148,500000000,250000,3000000
17:06:20:447276329,500000000,250000,2000000
17:06:21:947395784,500000000,250000,1000000
17:06:23:447511981,500000000,250000,500000
17:06:24:947618466,500000000,250000,100000
17:06:26:447734713,500000000,500000,10000000
17:06:27:947833018,500000000,500000,50000000
17:06:29:447959959,500000000,500000,10000000
17:06:30:948067976,500000000,500000,7000000
17:06:32:448214465,500000000,500000,5000000
17:06:33:948357329,500000000,500000,3000000
17:06:35:448498213,500000000,500000,2000000
17:06:36:948614574,500000000,500000,1000000
17:06:38:448742468,500000000,500000,500000
17:06:39:948847076,500000000,500000,100000
17:06:41:448963997,500000000,750000,10000000
17:06:42:949050422,500000000,750000,50000000
17:06:44:449191609,500000000,750000,10000000
17:06:45:949330892,500000000,750000,7000000
17:06:47:449470606,500000000,750000,5000000
17:06:48:949605199,500000000,750000,3000000
17:06:50:449751640,500000000,750000,2000000
17:06:51:949903951,500000000,750000,1000000
17:06:53:450023705,500000000,750000,500000
17:06:54:950149028,500000000,750000,100000
17:06:56:450275111,500000000,1000000,10000000
17:06:57:950371646,500000000,1000000,50000000
17:06:59:450512753,500000000,1000000,10000000
17:07:00:950665472,500000000,1000000,7000000
17:07:02:450803737,500000000,1000000,5000000
17:07:03:950967658,500000000,1000000,3000000
17:07:05:451106362,500000000,1000000,2000000
17:07:06:951249474,500000000,1000000,1000000
17:07:08:451431178,500000000,1000000,500000
17:07:09:951576041,500000000,1000000,100000
17:07:11:451708942,500000000,1250000,10000000
17:07:12:951810941,500000000,1250000,50000000
17:07:14:451954169,500000000,1250000,10000000
17:07:15:952104616,500000000,1250000,7000000
17:07:17:452261586,500000000,1250000,5000000
17:07:18:952402849,500000000,1250000,3000000
17:07:20:452552553,500000000,1250000,2000000
17:07:21:952675889,500000000,1250000,1000000
17:07:23:452828332,500000000,1250000,500000
17:07:24:952969745,500000000,1250000,100000
